;Longitude;Latitude;Data;VentoC
7692;-42.75;-14.25;2017-11-17 12:00:00;5.628
7693;-42.75;-14.25;2017-11-17 13:00:00;5.808
7694;-42.75;-14.25;2017-11-17 14:00:00;6.701
7695;-42.75;-14.25;2017-11-17 15:00:00;6.857
7696;-42.75;-14.25;2017-11-17 16:00:00;7.905
7697;-42.75;-14.25;2017-11-17 17:00:00;8.505
7698;-42.75;-14.25;2017-11-17 18:00:00;9.876
7699;-42.75;-14.25;2017-11-17 19:00:00;9.925
7700;-42.75;-14.25;2017-11-17 20:00:00;8.779
7701;-42.75;-14.25;2017-11-17 21:00:00;8.798
7702;-42.75;-14.25;2017-11-17 22:00:00;9.316
7703;-42.75;-14.25;2017-11-17 23:00:00;9.1
7704;-42.75;-14.25;2017-11-18 00:00:00;7.883
7705;-42.75;-14.25;2017-11-18 01:00:00;6.912
7706;-42.75;-14.25;2017-11-18 02:00:00;6.235
7707;-42.75;-14.25;2017-11-18 03:00:00;5.425
7708;-42.75;-14.25;2017-11-18 04:00:00;5.56
7709;-42.75;-14.25;2017-11-18 05:00:00;5.744
7710;-42.75;-14.25;2017-11-18 06:00:00;5.628
7711;-42.75;-14.25;2017-11-18 07:00:00;5.825
7712;-42.75;-14.25;2017-11-18 08:00:00;5.935
7713;-42.75;-14.25;2017-11-18 09:00:00;6.215
7714;-42.75;-14.25;2017-11-18 10:00:00;5.456
7715;-42.75;-14.25;2017-11-18 11:00:00;4.774
7716;-42.75;-14.25;2017-11-18 12:00:00;3.995
7717;-42.75;-14.25;2017-11-18 13:00:00;4.756
7718;-42.75;-14.25;2017-11-18 14:00:00;5.752
7719;-42.75;-14.25;2017-11-18 15:00:00;7.495
7720;-42.75;-14.25;2017-11-18 16:00:00;8.375
7721;-42.75;-14.25;2017-11-18 17:00:00;8.238
7722;-42.75;-14.25;2017-11-18 18:00:00;8.648
7723;-42.75;-14.25;2017-11-18 19:00:00;8.68
7724;-42.75;-14.25;2017-11-18 20:00:00;8.054
7725;-42.75;-14.25;2017-11-18 21:00:00;7.732
7726;-42.75;-14.25;2017-11-18 22:00:00;7.442
7727;-42.75;-14.25;2017-11-18 23:00:00;6.532
7728;-42.75;-14.25;2017-11-19 00:00:00;6.175
7729;-42.75;-14.25;2017-11-19 01:00:00;5.364
7730;-42.75;-14.25;2017-11-19 02:00:00;4.62
7731;-42.75;-14.25;2017-11-19 03:00:00;4.342
7732;-42.75;-14.25;2017-11-19 04:00:00;3.939
7733;-42.75;-14.25;2017-11-19 05:00:00;3.1
7734;-42.75;-14.25;2017-11-19 06:00:00;3.12
7735;-42.75;-14.25;2017-11-19 07:00:00;2.955
7736;-42.75;-14.25;2017-11-19 08:00:00;3.23
7737;-42.75;-14.25;2017-11-19 09:00:00;4.015
7738;-42.75;-14.25;2017-11-19 10:00:00;3.522
7739;-42.75;-14.25;2017-11-19 11:00:00;3.628
7740;-42.75;-14.25;2017-11-19 12:00:00;3.69
7741;-42.75;-14.25;2017-11-19 13:00:00;2.016
7742;-42.75;-14.25;2017-11-19 14:00:00;3.003
7743;-42.75;-14.25;2017-11-19 15:00:00;2.272
7744;-42.75;-14.25;2017-11-19 16:00:00;1.997
7745;-42.75;-14.25;2017-11-19 17:00:00;1.146
7746;-42.75;-14.25;2017-11-19 18:00:00;4.492
7747;-42.75;-14.25;2017-11-19 19:00:00;4.715
7748;-42.75;-14.25;2017-11-19 20:00:00;5.282
7749;-42.75;-14.25;2017-11-19 21:00:00;3.616
7750;-42.75;-14.25;2017-11-19 22:00:00;2.79
7751;-42.75;-14.25;2017-11-19 23:00:00;2.48
7752;-42.75;-14.25;2017-11-20 00:00:00;4.428
7753;-42.75;-14.25;2017-11-20 01:00:00;4.234
7754;-42.75;-14.25;2017-11-20 02:00:00;4.672
7755;-42.75;-14.25;2017-11-20 03:00:00;5.152
7756;-42.75;-14.25;2017-11-20 04:00:00;4.687
7757;-42.75;-14.25;2017-11-20 05:00:00;4.825
7758;-42.75;-14.25;2017-11-20 06:00:00;5.338
7759;-42.75;-14.25;2017-11-20 07:00:00;5.115
7760;-42.75;-14.25;2017-11-20 08:00:00;4.445
7761;-42.75;-14.25;2017-11-20 09:00:00;4.21
7762;-42.75;-14.25;2017-11-20 10:00:00;4.427
7763;-42.75;-14.25;2017-11-20 11:00:00;5.368
7764;-42.75;-14.25;2017-11-20 12:00:00;4.995
7765;-42.75;-14.25;2017-11-20 13:00:00;3.824
7766;-42.75;-14.25;2017-11-20 14:00:00;4.46
7767;-42.75;-14.25;2017-11-20 15:00:00;4.662
7768;-42.75;-14.25;2017-11-20 16:00:00;6.073
7769;-42.75;-14.25;2017-11-20 17:00:00;4.808
7770;-42.75;-14.25;2017-11-20 18:00:00;6.09
7771;-42.75;-14.25;2017-11-20 19:00:00;8.478
7772;-42.75;-14.25;2017-11-20 20:00:00;7.673
7773;-42.75;-14.25;2017-11-20 21:00:00;7.928
7774;-42.75;-14.25;2017-11-20 22:00:00;8.078
7775;-42.75;-14.25;2017-11-20 23:00:00;7.72
7776;-42.75;-14.25;2017-11-21 00:00:00;7.71
7777;-42.75;-14.25;2017-11-21 01:00:00;7.63
7778;-42.75;-14.25;2017-11-21 02:00:00;7.495
7779;-42.75;-14.25;2017-11-21 03:00:00;6.988
7780;-42.75;-14.25;2017-11-21 04:00:00;7.266
7781;-42.75;-14.25;2017-11-21 05:00:00;6.508
7782;-42.75;-14.25;2017-11-21 06:00:00;6.86
7783;-42.75;-14.25;2017-11-21 07:00:00;7.398
7784;-42.75;-14.25;2017-11-21 08:00:00;7.562
7785;-42.75;-14.25;2017-11-21 09:00:00;7.125
7786;-42.75;-14.25;2017-11-21 10:00:00;6.946
7787;-42.75;-14.25;2017-11-21 11:00:00;6.552
7788;-42.75;-14.25;2017-11-21 12:00:00;6.122
7789;-42.75;-14.25;2017-11-21 13:00:00;6.403
7790;-42.75;-14.25;2017-11-21 14:00:00;7.11
7791;-42.75;-14.25;2017-11-21 15:00:00;7.228
7792;-42.75;-14.25;2017-11-21 16:00:00;7.476
7793;-42.75;-14.25;2017-11-21 17:00:00;6.85
7794;-42.75;-14.25;2017-11-21 18:00:00;8.473
7795;-42.75;-14.25;2017-11-21 19:00:00;9.735
7796;-42.75;-14.25;2017-11-21 20:00:00;8.706
7797;-42.75;-14.25;2017-11-21 21:00:00;6.903
7798;-42.75;-14.25;2017-11-21 22:00:00;6.452
7799;-42.75;-14.25;2017-11-21 23:00:00;7.776
7800;-42.75;-14.25;2017-11-22 00:00:00;6.252
7801;-42.75;-14.25;2017-11-22 01:00:00;6.198
7802;-42.75;-14.25;2017-11-22 02:00:00;6.434
7803;-42.75;-14.25;2017-11-22 03:00:00;5.935
7804;-42.75;-14.25;2017-11-22 04:00:00;5.838
7805;-42.75;-14.25;2017-11-22 05:00:00;6.955
7806;-42.75;-14.25;2017-11-22 06:00:00;6.077
7807;-42.75;-14.25;2017-11-22 07:00:00;5.89
7808;-42.75;-14.25;2017-11-22 08:00:00;5.983
7809;-42.75;-14.25;2017-11-22 09:00:00;5.205
7810;-42.75;-14.25;2017-11-22 10:00:00;4.61
7811;-42.75;-14.25;2017-11-22 11:00:00;3.212
7812;-42.75;-14.25;2017-11-22 12:00:00;2.95
7813;-42.75;-14.25;2017-11-22 13:00:00;1.722
7814;-42.75;-14.25;2017-11-22 14:00:00;3.124
7815;-42.75;-14.25;2017-11-22 15:00:00;3.38
7816;-42.75;-14.25;2017-11-22 16:00:00;3.428
7817;-42.75;-14.25;2017-11-22 17:00:00;2.318
7818;-42.75;-14.25;2017-11-22 18:00:00;3.092
7819;-42.75;-14.25;2017-11-22 19:00:00;2.804
7820;-42.75;-14.25;2017-11-22 20:00:00;3.933
7821;-42.75;-14.25;2017-11-22 21:00:00;4.28
7822;-42.75;-14.25;2017-11-22 22:00:00;3.225
7823;-42.75;-14.25;2017-11-22 23:00:00;3.94
7824;-42.75;-14.25;2017-11-23 00:00:00;5.05
7825;-42.75;-14.25;2017-11-23 01:00:00;5.656
7826;-42.75;-14.25;2017-11-23 02:00:00;6.233
7827;-42.75;-14.25;2017-11-23 03:00:00;5.863
7828;-42.75;-14.25;2017-11-23 04:00:00;6.292
7829;-42.75;-14.25;2017-11-23 05:00:00;4.842
7830;-42.75;-14.25;2017-11-23 06:00:00;4.281
7831;-42.75;-14.25;2017-11-23 07:00:00;4.017
7832;-42.75;-14.25;2017-11-23 08:00:00;3.798
7833;-42.75;-14.25;2017-11-23 09:00:00;3.752
7834;-42.75;-14.25;2017-11-23 10:00:00;4.188
7835;-42.75;-14.25;2017-11-23 11:00:00;5.08
7836;-42.75;-14.25;2017-11-23 12:00:00;5.178
7837;-42.75;-14.25;2017-11-23 13:00:00;4.3
7838;-42.75;-14.25;2017-11-23 14:00:00;3.608
7839;-42.75;-14.25;2017-11-23 15:00:00;3.648
7840;-42.75;-14.25;2017-11-23 16:00:00;4.774
7841;-42.75;-14.25;2017-11-23 17:00:00;6.682
7842;-42.75;-14.25;2017-11-23 18:00:00;3.282
7843;-42.75;-14.25;2017-11-23 19:00:00;7.776
7844;-42.75;-14.25;2017-11-23 20:00:00;8.146
7845;-42.75;-14.25;2017-11-23 21:00:00;8.272
7846;-42.75;-14.25;2017-11-23 22:00:00;8.805
7847;-42.75;-14.25;2017-11-23 23:00:00;9.28
7848;-42.75;-14.25;2017-11-24 00:00:00;8.605
7849;-42.75;-14.25;2017-11-24 01:00:00;8.698
7850;-42.75;-14.25;2017-11-24 02:00:00;9.8
7851;-42.75;-14.25;2017-11-24 03:00:00;9.084
7852;-42.75;-14.25;2017-11-24 04:00:00;8.683
7853;-42.75;-14.25;2017-11-24 05:00:00;8.983
7854;-42.75;-14.25;2017-11-24 06:00:00;9.565
7855;-42.75;-14.25;2017-11-24 07:00:00;8.939
7856;-42.75;-14.25;2017-11-24 08:00:00;8.314
7857;-42.75;-14.25;2017-11-24 09:00:00;8.615
7858;-42.75;-14.25;2017-11-24 10:00:00;7.194
7859;-42.75;-14.25;2017-11-24 11:00:00;7.916
7860;-42.75;-14.25;2017-11-24 12:00:00;9.074
7861;-42.75;-14.25;2017-11-24 13:00:00;9.328
7862;-42.75;-14.25;2017-11-24 14:00:00;8.557
7863;-42.75;-14.25;2017-11-24 15:00:00;9.134
7864;-42.75;-14.25;2017-11-24 16:00:00;9.78
7865;-42.75;-14.25;2017-11-24 17:00:00;10.058
7866;-42.75;-14.25;2017-11-24 18:00:00;11.302
7867;-42.75;-14.25;2017-11-24 19:00:00;11.548
7868;-42.75;-14.25;2017-11-24 20:00:00;10.475
7869;-42.75;-14.25;2017-11-24 21:00:00;10.178
7870;-42.75;-14.25;2017-11-24 22:00:00;9.707
7871;-42.75;-14.25;2017-11-24 23:00:00;8.832
7872;-42.75;-14.25;2017-11-25 00:00:00;10.068
7873;-42.75;-14.25;2017-11-25 01:00:00;11.04
7874;-42.75;-14.25;2017-11-25 02:00:00;9.388
7875;-42.75;-14.25;2017-11-25 03:00:00;10.595
7876;-42.75;-14.25;2017-11-25 04:00:00;10.573
7877;-42.75;-14.25;2017-11-25 05:00:00;9.348
7878;-42.75;-14.25;2017-11-25 06:00:00;8.585
7879;-42.75;-14.25;2017-11-25 07:00:00;10.678
7880;-42.75;-14.25;2017-11-25 08:00:00;10.307
7881;-42.75;-14.25;2017-11-25 09:00:00;9.836
7882;-42.75;-14.25;2017-11-25 10:00:00;9.335
7883;-42.75;-14.25;2017-11-25 11:00:00;8.91
7884;-42.75;-14.25;2017-11-25 12:00:00;10.485
7885;-42.75;-14.25;2017-11-25 13:00:00;11.858
7886;-42.75;-14.25;2017-11-25 14:00:00;11.177
7887;-42.75;-14.25;2017-11-25 15:00:00;10.702
7888;-42.75;-14.25;2017-11-25 16:00:00;9.465
7889;-42.75;-14.25;2017-11-25 17:00:00;8.964
7890;-42.75;-14.25;2017-11-25 18:00:00;10.697
7891;-42.75;-14.25;2017-11-25 19:00:00;8.786
7892;-42.75;-14.25;2017-11-25 20:00:00;8.032
7893;-42.75;-14.25;2017-11-25 21:00:00;9.994
7894;-42.75;-14.25;2017-11-25 22:00:00;11.612
7895;-42.75;-14.25;2017-11-25 23:00:00;11.09
7896;-42.75;-14.25;2017-11-26 00:00:00;10.666
7897;-42.75;-14.25;2017-11-26 01:00:00;10.52
7898;-42.75;-14.25;2017-11-26 02:00:00;10.663
7899;-42.75;-14.25;2017-11-26 03:00:00;10.186
7900;-42.75;-14.25;2017-11-26 04:00:00;9.23
7901;-42.75;-14.25;2017-11-26 05:00:00;10.188
7902;-42.75;-14.25;2017-11-26 06:00:00;9.124
7903;-42.75;-14.25;2017-11-26 07:00:00;8.546
7904;-42.75;-14.25;2017-11-26 08:00:00;8.783
7905;-42.75;-14.25;2017-11-26 09:00:00;8.616
7906;-42.75;-14.25;2017-11-26 10:00:00;8.278
7907;-42.75;-14.25;2017-11-26 11:00:00;7.955
7908;-42.75;-14.25;2017-11-26 12:00:00;7.233
7909;-42.75;-14.25;2017-11-26 13:00:00;7.026
7910;-42.75;-14.25;2017-11-26 14:00:00;6.354
7911;-42.75;-14.25;2017-11-26 15:00:00;6.094
7912;-42.75;-14.25;2017-11-26 16:00:00;5.826
7913;-42.75;-14.25;2017-11-26 17:00:00;5.95
7914;-42.75;-14.25;2017-11-26 18:00:00;7.674
7915;-42.75;-14.25;2017-11-26 19:00:00;8.716
7916;-42.75;-14.25;2017-11-26 20:00:00;9.098
7917;-42.75;-14.25;2017-11-26 21:00:00;8.381
7918;-42.75;-14.25;2017-11-26 22:00:00;7.788
7919;-42.75;-14.25;2017-11-26 23:00:00;7.775
7920;-42.75;-14.25;2017-11-27 00:00:00;7.455
7921;-42.75;-14.25;2017-11-27 01:00:00;6.635
7922;-42.75;-14.25;2017-11-27 02:00:00;6.215
7923;-42.75;-14.25;2017-11-27 03:00:00;6.06
7924;-42.75;-14.25;2017-11-27 04:00:00;6.906
7925;-42.75;-14.25;2017-11-27 05:00:00;6.705
7926;-42.75;-14.25;2017-11-27 06:00:00;6.415
7927;-42.75;-14.25;2017-11-27 07:00:00;5.962
7928;-42.75;-14.25;2017-11-27 08:00:00;6.57
7929;-42.75;-14.25;2017-11-27 09:00:00;6.964
7930;-42.75;-14.25;2017-11-27 10:00:00;6.942
7931;-42.75;-14.25;2017-11-27 11:00:00;6.78
7932;-42.75;-14.25;2017-11-27 12:00:00;6.584
7933;-42.75;-14.25;2017-11-27 13:00:00;5.97
7934;-42.75;-14.25;2017-11-27 14:00:00;4.908
7935;-42.75;-14.25;2017-11-27 15:00:00;5.476
7936;-42.75;-14.25;2017-11-27 16:00:00;6.594
7937;-42.75;-14.25;2017-11-27 17:00:00;8.1
7938;-42.75;-14.25;2017-11-27 18:00:00;9.428
7939;-42.75;-14.25;2017-11-27 19:00:00;9.386
7940;-42.75;-14.25;2017-11-27 20:00:00;9.197
7941;-42.75;-14.25;2017-11-27 21:00:00;9.128
7942;-42.75;-14.25;2017-11-27 22:00:00;10.02
7943;-42.75;-14.25;2017-11-27 23:00:00;10.305
7944;-42.75;-14.25;2017-11-28 00:00:00;8.838
7945;-42.75;-14.25;2017-11-28 01:00:00;8.72
7946;-42.75;-14.25;2017-11-28 02:00:00;8.012
7947;-42.75;-14.25;2017-11-28 03:00:00;8.325
7948;-42.75;-14.25;2017-11-28 04:00:00;8.16
7949;-42.75;-14.25;2017-11-28 05:00:00;7.885
7950;-42.75;-14.25;2017-11-28 06:00:00;7.435
7951;-42.75;-14.25;2017-11-28 07:00:00;6.832
7952;-42.75;-14.25;2017-11-28 08:00:00;7.852
7953;-42.75;-14.25;2017-11-28 09:00:00;7.855
7954;-42.75;-14.25;2017-11-28 10:00:00;7.66
7955;-42.75;-14.25;2017-11-28 11:00:00;7.132
7956;-42.75;-14.25;2017-11-28 12:00:00;5.893
7957;-42.75;-14.25;2017-11-28 13:00:00;6.476
7958;-42.75;-14.25;2017-11-28 14:00:00;6.72
7959;-42.75;-14.25;2017-11-28 15:00:00;6.583
7960;-42.75;-14.25;2017-11-28 16:00:00;6.348
7961;-42.75;-14.25;2017-11-28 17:00:00;6.07
7962;-42.75;-14.25;2017-11-28 18:00:00;7.098
7963;-42.75;-14.25;2017-11-28 19:00:00;8.588
7964;-42.75;-14.25;2017-11-28 20:00:00;8.302
7965;-42.75;-14.25;2017-11-28 21:00:00;8.408
7966;-42.75;-14.25;2017-11-28 22:00:00;8.314
7967;-42.75;-14.25;2017-11-28 23:00:00;9.008
7968;-42.75;-14.25;2017-11-29 00:00:00;8.296
7969;-42.75;-14.25;2017-11-29 01:00:00;7.16
7970;-42.75;-14.25;2017-11-29 02:00:00;5.847
7971;-42.75;-14.25;2017-11-29 03:00:00;6.445
7972;-42.75;-14.25;2017-11-29 04:00:00;6.194
7973;-42.75;-14.25;2017-11-29 05:00:00;7.068
7974;-42.75;-14.25;2017-11-29 06:00:00;6.805
7975;-42.75;-14.25;2017-11-29 07:00:00;5.712
7976;-42.75;-14.25;2017-11-29 08:00:00;5.82
7977;-42.75;-14.25;2017-11-29 09:00:00;5.3
7978;-42.75;-14.25;2017-11-29 10:00:00;4.172
7979;-42.75;-14.25;2017-11-29 11:00:00;3.76
7980;-42.75;-14.25;2017-11-29 12:00:00;3.52
7981;-42.75;-14.25;2017-11-29 13:00:00;3.205
7982;-42.75;-14.25;2017-11-29 14:00:00;3.565
7983;-42.75;-14.25;2017-11-29 15:00:00;4.524
7984;-42.75;-14.25;2017-11-29 16:00:00;4.917
7985;-42.75;-14.25;2017-11-29 17:00:00;5.515
7986;-42.75;-14.25;2017-11-29 18:00:00;5.544
7987;-42.75;-14.25;2017-11-29 19:00:00;8.394
7988;-42.75;-14.25;2017-11-29 20:00:00;8.322
7989;-42.75;-14.25;2017-11-29 21:00:00;9.255
7990;-42.75;-14.25;2017-11-29 22:00:00;8.908
7991;-42.75;-14.25;2017-11-29 23:00:00;9.61
7992;-42.75;-14.25;2017-11-30 00:00:00;8.955
7993;-42.75;-14.25;2017-11-30 01:00:00;7.842
7994;-42.75;-14.25;2017-11-30 02:00:00;6.973
7995;-42.75;-14.25;2017-11-30 03:00:00;7.782
7996;-42.75;-14.25;2017-11-30 04:00:00;7.598
7997;-42.75;-14.25;2017-11-30 05:00:00;7.593
7998;-42.75;-14.25;2017-11-30 06:00:00;7.048
7999;-42.75;-14.25;2017-11-30 07:00:00;6.395
8000;-42.75;-14.25;2017-11-30 08:00:00;5.361
8001;-42.75;-14.25;2017-11-30 09:00:00;6.114
8002;-42.75;-14.25;2017-11-30 10:00:00;5.595
8003;-42.75;-14.25;2017-11-30 11:00:00;5.456
8004;-42.75;-14.25;2017-11-30 12:00:00;5.607
8005;-42.75;-14.25;2017-11-30 13:00:00;6.762
8006;-42.75;-14.25;2017-11-30 14:00:00;8.424
8007;-42.75;-14.25;2017-11-30 15:00:00;4.763
8008;-42.75;-14.25;2017-11-30 16:00:00;3.23
8009;-42.75;-14.25;2017-11-30 17:00:00;2.905
8010;-42.75;-14.25;2017-11-30 18:00:00;3.32
8011;-42.75;-14.25;2017-11-30 19:00:00;3.792
8012;-42.75;-14.25;2017-11-30 20:00:00;4.677
8013;-42.75;-14.25;2017-11-30 21:00:00;4.808
8014;-42.75;-14.25;2017-11-30 22:00:00;4.122
8015;-42.75;-14.25;2017-11-30 23:00:00;4.157
8016;-42.75;-14.25;2017-12-01 00:00:00;4.594
8017;-42.75;-14.25;2017-12-01 01:00:00;4.482
8018;-42.75;-14.25;2017-12-01 02:00:00;4.525
8019;-42.75;-14.25;2017-12-01 03:00:00;4.195
8020;-42.75;-14.25;2017-12-01 04:00:00;3.65
8021;-42.75;-14.25;2017-12-01 05:00:00;3.377
8022;-42.75;-14.25;2017-12-01 06:00:00;3.688
8023;-42.75;-14.25;2017-12-01 07:00:00;3.878
8024;-42.75;-14.25;2017-12-01 08:00:00;3.402
8025;-42.75;-14.25;2017-12-01 09:00:00;2.972
8026;-42.75;-14.25;2017-12-01 10:00:00;4.01
8027;-42.75;-14.25;2017-12-01 11:00:00;4.4
8028;-42.75;-14.25;2017-12-01 12:00:00;4.438
8029;-42.75;-14.25;2017-12-01 13:00:00;4.504
8030;-42.75;-14.25;2017-12-01 14:00:00;4.245
8031;-42.75;-14.25;2017-12-01 15:00:00;2.502
8032;-42.75;-14.25;2017-12-01 16:00:00;4.7
8033;-42.75;-14.25;2017-12-01 17:00:00;4.624
8034;-42.75;-14.25;2017-12-01 18:00:00;4.382
8035;-42.75;-14.25;2017-12-01 19:00:00;5.248
8036;-42.75;-14.25;2017-12-01 20:00:00;4.203
8037;-42.75;-14.25;2017-12-01 21:00:00;2.676
8038;-42.75;-14.25;2017-12-01 22:00:00;3.194
8039;-42.75;-14.25;2017-12-01 23:00:00;1.324
8040;-42.75;-14.25;2017-12-02 00:00:00;2.52
8041;-42.75;-14.25;2017-12-02 01:00:00;3.34
8042;-42.75;-14.25;2017-12-02 02:00:00;3.91
8043;-42.75;-14.25;2017-12-02 03:00:00;5.408
8044;-42.75;-14.25;2017-12-02 04:00:00;3.492
8045;-42.75;-14.25;2017-12-02 05:00:00;3.615
8046;-42.75;-14.25;2017-12-02 06:00:00;2.544
8047;-42.75;-14.25;2017-12-02 07:00:00;3.025
8048;-42.75;-14.25;2017-12-02 08:00:00;2.444
8049;-42.75;-14.25;2017-12-02 09:00:00;3.454
8050;-42.75;-14.25;2017-12-02 10:00:00;4.82
8051;-42.75;-14.25;2017-12-02 11:00:00;3.852
8052;-42.75;-14.25;2017-12-02 12:00:00;2.228
8053;-42.75;-14.25;2017-12-02 13:00:00;1.242
8054;-42.75;-14.25;2017-12-02 14:00:00;2.118
8055;-42.75;-14.25;2017-12-02 15:00:00;2.055
8056;-42.75;-14.25;2017-12-02 16:00:00;2.744
8057;-42.75;-14.25;2017-12-02 17:00:00;3.042
8058;-42.75;-14.25;2017-12-02 18:00:00;3.13
8059;-42.75;-14.25;2017-12-02 19:00:00;3.935
8060;-42.75;-14.25;2017-12-02 20:00:00;4.467
8061;-42.75;-14.25;2017-12-02 21:00:00;4.19
8062;-42.75;-14.25;2017-12-02 22:00:00;3.608
8063;-42.75;-14.25;2017-12-02 23:00:00;4.245
8064;-42.75;-14.25;2017-12-03 00:00:00;5.126
8065;-42.75;-14.25;2017-12-03 01:00:00;4.805
8066;-42.75;-14.25;2017-12-03 02:00:00;5.852
8067;-42.75;-14.25;2017-12-03 03:00:00;6.098
8068;-42.75;-14.25;2017-12-03 04:00:00;5.063
8069;-42.75;-14.25;2017-12-03 05:00:00;5.315
8070;-42.75;-14.25;2017-12-03 06:00:00;4.842
8071;-42.75;-14.25;2017-12-03 07:00:00;4.815
8072;-42.75;-14.25;2017-12-03 08:00:00;4.616
8073;-42.75;-14.25;2017-12-03 09:00:00;4.513
8074;-42.75;-14.25;2017-12-03 10:00:00;4.535
8075;-42.75;-14.25;2017-12-03 11:00:00;4.497
8076;-42.75;-14.25;2017-12-03 12:00:00;5.0
8077;-42.75;-14.25;2017-12-03 13:00:00;4.573
8078;-42.75;-14.25;2017-12-03 14:00:00;4.088
8079;-42.75;-14.25;2017-12-03 15:00:00;7.468
8080;-42.75;-14.25;2017-12-03 16:00:00;4.415
8081;-42.75;-14.25;2017-12-03 17:00:00;2.585
8082;-42.75;-14.25;2017-12-03 18:00:00;2.563
8083;-42.75;-14.25;2017-12-03 19:00:00;2.468
8084;-42.75;-14.25;2017-12-03 20:00:00;2.82
8085;-42.75;-14.25;2017-12-03 21:00:00;4.208
8086;-42.75;-14.25;2017-12-03 22:00:00;5.045
8087;-42.75;-14.25;2017-12-03 23:00:00;2.534
8088;-42.75;-14.25;2017-12-04 00:00:00;2.882
8089;-42.75;-14.25;2017-12-04 01:00:00;4.423
8090;-42.75;-14.25;2017-12-04 02:00:00;4.184
8091;-42.75;-14.25;2017-12-04 03:00:00;3.503
8092;-42.75;-14.25;2017-12-04 04:00:00;3.602
8093;-42.75;-14.25;2017-12-04 05:00:00;2.748
8094;-42.75;-14.25;2017-12-04 06:00:00;2.442
8095;-42.75;-14.25;2017-12-04 07:00:00;2.479
8096;-42.75;-14.25;2017-12-04 08:00:00;2.322
8097;-42.75;-14.25;2017-12-04 09:00:00;3.408
8098;-42.75;-14.25;2017-12-04 10:00:00;2.996
8099;-42.75;-14.25;2017-12-04 11:00:00;3.232
8100;-42.75;-14.25;2017-12-04 12:00:00;2.275
8101;-42.75;-14.25;2017-12-04 13:00:00;2.383
8102;-42.75;-14.25;2017-12-04 14:00:00;2.322
8103;-42.75;-14.25;2017-12-04 15:00:00;1.543
8104;-42.75;-14.25;2017-12-04 16:00:00;2.422
8105;-42.75;-14.25;2017-12-04 17:00:00;2.378
8106;-42.75;-14.25;2017-12-04 18:00:00;2.71
8107;-42.75;-14.25;2017-12-04 19:00:00;2.532
8108;-42.75;-14.25;2017-12-04 20:00:00;2.38
8109;-42.75;-14.25;2017-12-04 21:00:00;1.704
8110;-42.75;-14.25;2017-12-04 22:00:00;2.48
8111;-42.75;-14.25;2017-12-04 23:00:00;2.657
8112;-42.75;-14.25;2017-12-05 00:00:00;4.464
8113;-42.75;-14.25;2017-12-05 01:00:00;5.424
8114;-42.75;-14.25;2017-12-05 02:00:00;5.792
8115;-42.75;-14.25;2017-12-05 03:00:00;5.425
8116;-42.75;-14.25;2017-12-05 04:00:00;5.187
8117;-42.75;-14.25;2017-12-05 05:00:00;5.37
8118;-42.75;-14.25;2017-12-05 06:00:00;5.256
8119;-42.75;-14.25;2017-12-05 07:00:00;4.59
8120;-42.75;-14.25;2017-12-05 08:00:00;3.825
8121;-42.75;-14.25;2017-12-05 09:00:00;3.181
8122;-42.75;-14.25;2017-12-05 10:00:00;3.168
8123;-42.75;-14.25;2017-12-05 11:00:00;2.332
8124;-42.75;-14.25;2017-12-05 12:00:00;2.564
8125;-42.75;-14.25;2017-12-05 13:00:00;1.798
8126;-42.75;-14.25;2017-12-05 14:00:00;2.71
8127;-42.75;-14.25;2017-12-05 15:00:00;3.852
8128;-42.75;-14.25;2017-12-05 16:00:00;3.718
8129;-42.75;-14.25;2017-12-05 17:00:00;4.078
8130;-42.75;-14.25;2017-12-05 18:00:00;3.308
8131;-42.75;-14.25;2017-12-05 19:00:00;4.4
8132;-42.75;-14.25;2017-12-05 20:00:00;4.538
8133;-42.75;-14.25;2017-12-05 21:00:00;4.687
8134;-42.75;-14.25;2017-12-05 22:00:00;4.31
8135;-42.75;-14.25;2017-12-05 23:00:00;4.673
8136;-42.75;-14.25;2017-12-06 00:00:00;5.672
8137;-42.75;-14.25;2017-12-06 01:00:00;5.455
8138;-42.75;-14.25;2017-12-06 02:00:00;6.026
8139;-42.75;-14.25;2017-12-06 03:00:00;5.806
8140;-42.75;-14.25;2017-12-06 04:00:00;5.952
8141;-42.75;-14.25;2017-12-06 05:00:00;6.61
8142;-42.75;-14.25;2017-12-06 06:00:00;6.578
8143;-42.75;-14.25;2017-12-06 07:00:00;6.294
8144;-42.75;-14.25;2017-12-06 08:00:00;6.905
8145;-42.75;-14.25;2017-12-06 09:00:00;7.057
8146;-42.75;-14.25;2017-12-06 10:00:00;6.252
8147;-42.75;-14.25;2017-12-06 11:00:00;6.282
8148;-42.75;-14.25;2017-12-06 12:00:00;5.826
8149;-42.75;-14.25;2017-12-06 13:00:00;5.568
8150;-42.75;-14.25;2017-12-06 14:00:00;3.306
8151;-42.75;-14.25;2017-12-06 15:00:00;3.635
8152;-42.75;-14.25;2017-12-06 16:00:00;4.172
8153;-42.75;-14.25;2017-12-06 17:00:00;3.055
8154;-42.75;-14.25;2017-12-06 18:00:00;4.403
8155;-42.75;-14.25;2017-12-06 19:00:00;4.885
8156;-42.75;-14.25;2017-12-06 20:00:00;7.204
8157;-42.75;-14.25;2017-12-06 21:00:00;5.585
