Data;VentoPrevisto;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-04-04 06:00:00;5.84;0.0;1014.12;20.28;100.7;5.73;6.11;6.22;6.17;5.93;5.44;4.87;4.07;0.0;0.0;0.0;0.0;0.0;0.01;0.09;97.79;95.83;92.24;92.57;96.24;99.28;108.48;1013.96;1014.38;1014.85;1014.85;1014.79;1014.19;1013.4;21.53;21.49;21.63;23.72;24.22;24.17;24.11;5.702803134918213;-0.027196865081787536;0.027196865081787536
2017-04-04 07:00:00;5.73;0.0;1013.9;20.2;100.75;5.77;5.84;6.11;6.22;6.17;5.93;5.44;4.87;0.0;0.0;0.0;0.0;0.0;0.0;0.01;100.7;97.79;95.83;92.24;92.57;96.24;99.28;1014.12;1013.96;1014.38;1014.85;1014.85;1014.79;1014.19;20.28;21.53;21.49;21.63;23.72;24.22;24.17;5.720034599304199;-0.049965400695800355;0.049965400695800355
2017-04-04 08:00:00;5.77;0.0;1014.3;20.2;102.18;5.88;5.73;5.84;6.11;6.22;6.17;5.93;5.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.75;100.7;97.79;95.83;92.24;92.57;96.24;1013.9;1014.12;1013.96;1014.38;1014.85;1014.85;1014.79;20.2;20.28;21.53;21.49;21.63;23.72;24.22;5.875892639160156;-0.004107360839843643;0.004107360839843643
2017-04-04 09:00:00;5.88;0.0;1014.7;20.2;101.54;5.99;5.77;5.73;5.84;6.11;6.22;6.17;5.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.18;100.75;100.7;97.79;95.83;92.24;92.57;1014.3;1013.9;1014.12;1013.96;1014.38;1014.85;1014.85;20.2;20.2;20.28;21.53;21.49;21.63;23.72;5.848127841949463;-0.14187215805053732;0.14187215805053732
2017-04-04 10:00:00;5.99;0.0;1014.86;24.28;104.23;6.73;5.88;5.77;5.73;5.84;6.11;6.22;6.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.54;102.18;100.75;100.7;97.79;95.83;92.24;1014.7;1014.3;1013.9;1014.12;1013.96;1014.38;1014.85;20.2;20.2;20.2;20.28;21.53;21.49;21.63;5.943741321563721;-0.7862586784362797;0.7862586784362797
2017-04-04 11:00:00;6.73;0.0;1015.64;24.56;98.9;6.16;5.99;5.88;5.77;5.73;5.84;6.11;6.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.23;101.54;102.18;100.75;100.7;97.79;95.83;1014.86;1014.7;1014.3;1013.9;1014.12;1013.96;1014.38;24.28;20.2;20.2;20.2;20.28;21.53;21.49;6.782927513122559;0.6229275131225585;0.6229275131225585
2017-04-04 12:00:00;6.16;0.0;1015.7;24.7;95.19;5.5;6.73;5.99;5.88;5.77;5.73;5.84;6.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.9;104.23;101.54;102.18;100.75;100.7;97.79;1015.64;1014.86;1014.7;1014.3;1013.9;1014.12;1013.96;24.56;24.28;20.2;20.2;20.2;20.28;21.53;5.499651908874512;-0.00034809112548828125;0.00034809112548828125
2017-04-04 13:00:00;5.5;0.0;1015.74;25.47;92.88;4.74;6.16;6.73;5.99;5.88;5.77;5.73;5.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.19;98.9;104.23;101.54;102.18;100.75;100.7;1015.7;1015.64;1014.86;1014.7;1014.3;1013.9;1014.12;24.7;24.56;24.28;20.2;20.2;20.2;20.28;4.980608940124512;0.2406089401245115;0.2406089401245115
2017-04-04 14:00:00;4.74;0.02;1014.74;25.75;90.92;4.15;5.5;6.16;6.73;5.99;5.88;5.77;5.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.88;95.19;98.9;104.23;101.54;102.18;100.75;1015.74;1015.7;1015.64;1014.86;1014.7;1014.3;1013.9;25.47;24.7;24.56;24.28;20.2;20.2;20.2;4.23150110244751;0.08150110244750941;0.08150110244750941
2017-04-04 15:00:00;4.15;0.0;1013.97;29.14;92.55;3.75;4.74;5.5;6.16;6.73;5.99;5.88;5.77;0.02;0.0;0.0;0.0;0.0;0.0;0.0;90.92;92.88;95.19;98.9;104.23;101.54;102.18;1014.74;1015.74;1015.7;1015.64;1014.86;1014.7;1014.3;25.75;25.47;24.7;24.56;24.28;20.2;20.2;3.8632636070251465;0.11326360702514648;0.11326360702514648
2017-04-04 16:00:00;3.75;0.01;1013.0;29.11;93.78;3.8;4.15;4.74;5.5;6.16;6.73;5.99;5.88;0.0;0.02;0.0;0.0;0.0;0.0;0.0;92.55;90.92;92.88;95.19;98.9;104.23;101.54;1013.97;1014.74;1015.74;1015.7;1015.64;1014.86;1014.7;29.14;25.75;25.47;24.7;24.56;24.28;20.2;3.5909276008605957;-0.20907239913940412;0.20907239913940412
2017-04-04 17:00:00;3.8;0.01;1012.2;29.43;94.52;4.22;3.75;4.15;4.74;5.5;6.16;6.73;5.99;0.01;0.0;0.02;0.0;0.0;0.0;0.0;93.78;92.55;90.92;92.88;95.19;98.9;104.23;1013.0;1013.97;1014.74;1015.74;1015.7;1015.64;1014.86;29.11;29.14;25.75;25.47;24.7;24.56;24.28;3.902987480163574;-0.31701251983642553;0.31701251983642553
2017-04-04 18:00:00;4.22;0.0;1011.18;29.5;104.36;4.81;3.8;3.75;4.15;4.74;5.5;6.16;6.73;0.01;0.01;0.0;0.02;0.0;0.0;0.0;94.52;93.78;92.55;90.92;92.88;95.19;98.9;1012.2;1013.0;1013.97;1014.74;1015.74;1015.7;1015.64;29.43;29.11;29.14;25.75;25.47;24.7;24.56;4.4987263679504395;-0.31127363204956016;0.31127363204956016
2017-04-04 19:00:00;4.81;0.01;1011.46;29.31;102.45;5.05;4.22;3.8;3.75;4.15;4.74;5.5;6.16;0.0;0.01;0.01;0.0;0.02;0.0;0.0;104.36;94.52;93.78;92.55;90.92;92.88;95.19;1011.18;1012.2;1013.0;1013.97;1014.74;1015.74;1015.7;29.5;29.43;29.11;29.14;25.75;25.47;24.7;5.095598220825195;0.04559822082519549;0.04559822082519549
2017-04-04 20:00:00;5.05;0.16;1012.29;29.0;88.35;5.62;4.81;4.22;3.8;3.75;4.15;4.74;5.5;0.01;0.0;0.01;0.01;0.0;0.02;0.0;102.45;104.36;94.52;93.78;92.55;90.92;92.88;1011.46;1011.18;1012.2;1013.0;1013.97;1014.74;1015.74;29.31;29.5;29.43;29.11;29.14;25.75;25.47;5.197497367858887;-0.4225026321411134;0.4225026321411134
2017-04-04 21:00:00;5.62;0.0;1012.61;27.33;91.24;5.06;5.05;4.81;4.22;3.8;3.75;4.15;4.74;0.16;0.01;0.0;0.01;0.01;0.0;0.02;88.35;102.45;104.36;94.52;93.78;92.55;90.92;1012.29;1011.46;1011.18;1012.2;1013.0;1013.97;1014.74;29.0;29.31;29.5;29.43;29.11;29.14;25.75;5.916991233825684;0.856991233825684;0.856991233825684
2017-04-04 22:00:00;5.06;0.0;1013.16;25.49;86.32;5.32;5.62;5.05;4.81;4.22;3.8;3.75;4.15;0.0;0.16;0.01;0.0;0.01;0.01;0.0;91.24;88.35;102.45;104.36;94.52;93.78;92.55;1012.61;1012.29;1011.46;1011.18;1012.2;1013.0;1013.97;27.33;29.0;29.31;29.5;29.43;29.11;29.14;4.995857238769531;-0.32414276123046903;0.32414276123046903
2017-04-04 23:00:00;5.32;0.0;1014.21;25.16;102.73;5.34;5.06;5.62;5.05;4.81;4.22;3.8;3.75;0.0;0.0;0.16;0.01;0.0;0.01;0.01;86.32;91.24;88.35;102.45;104.36;94.52;93.78;1013.16;1012.61;1012.29;1011.46;1011.18;1012.2;1013.0;25.49;27.33;29.0;29.31;29.5;29.43;29.11;5.528353691101074;0.18835369110107436;0.18835369110107436
2017-04-05 00:00:00;5.34;0.0;1014.87;25.17;103.92;5.28;5.32;5.06;5.62;5.05;4.81;4.22;3.8;0.0;0.0;0.0;0.16;0.01;0.0;0.01;102.73;86.32;91.24;88.35;102.45;104.36;94.52;1014.21;1013.16;1012.61;1012.29;1011.46;1011.18;1012.2;25.16;25.49;27.33;29.0;29.31;29.5;29.43;5.565709114074707;0.2857091140747068;0.2857091140747068
2017-04-05 01:00:00;5.28;0.0;1014.75;24.78;98.91;5.48;5.34;5.32;5.06;5.62;5.05;4.81;4.22;0.0;0.0;0.0;0.0;0.16;0.01;0.0;103.92;102.73;86.32;91.24;88.35;102.45;104.36;1014.87;1014.21;1013.16;1012.61;1012.29;1011.46;1011.18;25.17;25.16;25.49;27.33;29.0;29.31;29.5;5.340187072753906;-0.13981292724609418;0.13981292724609418
2017-04-05 02:00:00;5.48;0.0;1015.31;25.17;94.75;6.2;5.28;5.34;5.32;5.06;5.62;5.05;4.81;0.0;0.0;0.0;0.0;0.0;0.16;0.01;98.91;103.92;102.73;86.32;91.24;88.35;102.45;1014.75;1014.87;1014.21;1013.16;1012.61;1012.29;1011.46;24.78;25.17;25.16;25.49;27.33;29.0;29.31;5.605998992919922;-0.5940010070800783;0.5940010070800783
2017-04-05 03:00:00;6.2;0.0;1015.51;23.18;90.16;7.06;5.48;5.28;5.34;5.32;5.06;5.62;5.05;0.0;0.0;0.0;0.0;0.0;0.0;0.16;94.75;98.91;103.92;102.73;86.32;91.24;88.35;1015.31;1014.75;1014.87;1014.21;1013.16;1012.61;1012.29;25.17;24.78;25.17;25.16;25.49;27.33;29.0;6.412632942199707;-0.6473670578002926;0.6473670578002926
2017-04-05 04:00:00;7.06;0.0;1014.85;22.85;89.05;7.48;6.2;5.48;5.28;5.34;5.32;5.06;5.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.16;94.75;98.91;103.92;102.73;86.32;91.24;1015.51;1015.31;1014.75;1014.87;1014.21;1013.16;1012.61;23.18;25.17;24.78;25.17;25.16;25.49;27.33;7.346529960632324;-0.1334700393676762;0.1334700393676762
2017-04-05 05:00:00;7.48;0.0;1014.99;22.15;90.22;7.53;7.06;6.2;5.48;5.28;5.34;5.32;5.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.05;90.16;94.75;98.91;103.92;102.73;86.32;1014.85;1015.51;1015.31;1014.75;1014.87;1014.21;1013.16;22.85;23.18;25.17;24.78;25.17;25.16;25.49;7.446789741516113;-0.08321025848388697;0.08321025848388697
2017-04-05 06:00:00;7.53;0.0;1014.84;21.67;91.07;7.34;7.48;7.06;6.2;5.48;5.28;5.34;5.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.22;89.05;90.16;94.75;98.91;103.92;102.73;1014.99;1014.85;1015.51;1015.31;1014.75;1014.87;1014.21;22.15;22.85;23.18;25.17;24.78;25.17;25.16;7.346247673034668;0.006247673034668111;0.006247673034668111
2017-04-05 07:00:00;7.34;0.0;1015.18;21.48;91.86;7.14;7.53;7.48;7.06;6.2;5.48;5.28;5.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.07;90.22;89.05;90.16;94.75;98.91;103.92;1014.84;1014.99;1014.85;1015.51;1015.31;1014.75;1014.87;21.67;22.15;22.85;23.18;25.17;24.78;25.17;7.3137664794921875;0.17376647949218782;0.17376647949218782
2017-04-05 08:00:00;7.14;0.0;1015.4;21.46;92.62;7.29;7.34;7.53;7.48;7.06;6.2;5.48;5.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.86;91.07;90.22;89.05;90.16;94.75;98.91;1015.18;1014.84;1014.99;1014.85;1015.51;1015.31;1014.75;21.48;21.67;22.15;22.85;23.18;25.17;24.78;7.001415252685547;-0.28858474731445316;0.28858474731445316
2017-04-05 09:00:00;7.29;0.0;1015.75;20.73;95.51;7.0;7.14;7.34;7.53;7.48;7.06;6.2;5.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.62;91.86;91.07;90.22;89.05;90.16;94.75;1015.4;1015.18;1014.84;1014.99;1014.85;1015.51;1015.31;21.46;21.48;21.67;22.15;22.85;23.18;25.17;7.290030002593994;0.29003000259399414;0.29003000259399414
2017-04-05 10:00:00;7.0;0.0;1016.26;24.88;98.9;8.11;7.29;7.14;7.34;7.53;7.48;7.06;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.51;92.62;91.86;91.07;90.22;89.05;90.16;1015.75;1015.4;1015.18;1014.84;1014.99;1014.85;1015.51;20.73;21.46;21.48;21.67;22.15;22.85;23.18;6.788187503814697;-1.3218124961853022;1.3218124961853022
2017-04-05 11:00:00;8.11;0.0;1016.72;25.05;95.31;7.86;7.0;7.29;7.14;7.34;7.53;7.48;7.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.9;95.51;92.62;91.86;91.07;90.22;89.05;1016.26;1015.75;1015.4;1015.18;1014.84;1014.99;1014.85;24.88;20.73;21.46;21.48;21.67;22.15;22.85;8.275055885314941;0.4150558853149411;0.4150558853149411
2017-04-05 12:00:00;7.86;0.0;1016.75;25.57;92.2;7.37;8.11;7.0;7.29;7.14;7.34;7.53;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.31;98.9;95.51;92.62;91.86;91.07;90.22;1016.72;1016.26;1015.75;1015.4;1015.18;1014.84;1014.99;25.05;24.88;20.73;21.46;21.48;21.67;22.15;7.374288558959961;0.004288558959960831;0.004288558959960831
2017-04-05 13:00:00;7.37;0.0;1016.67;25.84;89.43;6.77;7.86;8.11;7.0;7.29;7.14;7.34;7.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.2;95.31;98.9;95.51;92.62;91.86;91.07;1016.75;1016.72;1016.26;1015.75;1015.4;1015.18;1014.84;25.57;25.05;24.88;20.73;21.46;21.48;21.67;6.7705864906311035;0.000586490631103942;0.000586490631103942
2017-04-05 14:00:00;6.77;0.0;1016.09;26.51;86.91;5.9;7.37;7.86;8.11;7.0;7.29;7.14;7.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.43;92.2;95.31;98.9;95.51;92.62;91.86;1016.67;1016.75;1016.72;1016.26;1015.75;1015.4;1015.18;25.84;25.57;25.05;24.88;20.73;21.46;21.48;6.3034868240356445;0.4034868240356442;0.4034868240356442
2017-04-05 15:00:00;5.9;0.0;1014.99;30.49;87.28;5.84;6.77;7.37;7.86;8.11;7.0;7.29;7.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.91;89.43;92.2;95.31;98.9;95.51;92.62;1016.09;1016.67;1016.75;1016.72;1016.26;1015.75;1015.4;26.51;25.84;25.57;25.05;24.88;20.73;21.46;5.450963497161865;-0.3890365028381346;0.3890365028381346
2017-04-05 16:00:00;5.84;0.0;1014.2;30.25;87.84;5.83;5.9;6.77;7.37;7.86;8.11;7.0;7.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.28;86.91;89.43;92.2;95.31;98.9;95.51;1014.99;1016.09;1016.67;1016.75;1016.72;1016.26;1015.75;30.49;26.51;25.84;25.57;25.05;24.88;20.73;5.757085800170898;-0.07291419982910163;0.07291419982910163
2017-04-05 17:00:00;5.83;0.04;1013.34;29.77;90.7;6.15;5.84;5.9;6.77;7.37;7.86;8.11;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.84;87.28;86.91;89.43;92.2;95.31;98.9;1014.2;1014.99;1016.09;1016.67;1016.75;1016.72;1016.26;30.25;30.49;26.51;25.84;25.57;25.05;24.88;5.783335208892822;-0.3666647911071781;0.3666647911071781
2017-04-05 18:00:00;6.15;0.0;1012.98;29.66;93.07;6.42;5.83;5.84;5.9;6.77;7.37;7.86;8.11;0.04;0.0;0.0;0.0;0.0;0.0;0.0;90.7;87.84;87.28;86.91;89.43;92.2;95.31;1013.34;1014.2;1014.99;1016.09;1016.67;1016.75;1016.72;29.77;30.25;30.49;26.51;25.84;25.57;25.05;6.318271160125732;-0.10172883987426751;0.10172883987426751
2017-04-05 19:00:00;6.42;0.0;1013.22;29.26;94.44;6.09;6.15;5.83;5.84;5.9;6.77;7.37;7.86;0.0;0.04;0.0;0.0;0.0;0.0;0.0;93.07;90.7;87.84;87.28;86.91;89.43;92.2;1012.98;1013.34;1014.2;1014.99;1016.09;1016.67;1016.75;29.66;29.77;30.25;30.49;26.51;25.84;25.57;6.557993412017822;0.4679934120178224;0.4679934120178224
2017-04-05 20:00:00;6.09;0.0;1013.57;29.26;94.92;5.79;6.42;6.15;5.83;5.84;5.9;6.77;7.37;0.0;0.0;0.04;0.0;0.0;0.0;0.0;94.44;93.07;90.7;87.84;87.28;86.91;89.43;1013.22;1012.98;1013.34;1014.2;1014.99;1016.09;1016.67;29.26;29.66;29.77;30.25;30.49;26.51;25.84;6.037683486938477;0.24768348693847653;0.24768348693847653
2017-04-05 21:00:00;5.79;0.0;1013.76;27.6;97.1;6.09;6.09;6.42;6.15;5.83;5.84;5.9;6.77;0.0;0.0;0.0;0.04;0.0;0.0;0.0;94.92;94.44;93.07;90.7;87.84;87.28;86.91;1013.57;1013.22;1012.98;1013.34;1014.2;1014.99;1016.09;29.26;29.26;29.66;29.77;30.25;30.49;26.51;5.884371280670166;-0.20562871932983384;0.20562871932983384
2017-04-05 22:00:00;6.09;0.0;1013.62;25.71;96.69;6.48;5.79;6.09;6.42;6.15;5.83;5.84;5.9;0.0;0.0;0.0;0.0;0.04;0.0;0.0;97.1;94.92;94.44;93.07;90.7;87.84;87.28;1013.76;1013.57;1013.22;1012.98;1013.34;1014.2;1014.99;27.6;29.26;29.26;29.66;29.77;30.25;30.49;6.444307327270508;-0.035692672729492614;0.035692672729492614
2017-04-05 23:00:00;6.48;0.0;1014.7;25.92;95.36;6.66;6.09;5.79;6.09;6.42;6.15;5.83;5.84;0.0;0.0;0.0;0.0;0.0;0.04;0.0;96.69;97.1;94.92;94.44;93.07;90.7;87.84;1013.62;1013.76;1013.57;1013.22;1012.98;1013.34;1014.2;25.71;27.6;29.26;29.26;29.66;29.77;30.25;6.821488857269287;0.16148885726928697;0.16148885726928697
2017-04-06 00:00:00;6.66;0.0;1015.01;25.3;92.65;6.67;6.48;6.09;5.79;6.09;6.42;6.15;5.83;0.0;0.0;0.0;0.0;0.0;0.0;0.04;95.36;96.69;97.1;94.92;94.44;93.07;90.7;1014.7;1013.62;1013.76;1013.57;1013.22;1012.98;1013.34;25.92;25.71;27.6;29.26;29.26;29.66;29.77;6.787419319152832;0.1174193191528321;0.1174193191528321
2017-04-06 01:00:00;6.67;0.0;1015.26;25.33;91.76;6.97;6.66;6.48;6.09;5.79;6.09;6.42;6.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.65;95.36;96.69;97.1;94.92;94.44;93.07;1015.01;1014.7;1013.62;1013.76;1013.57;1013.22;1012.98;25.3;25.92;25.71;27.6;29.26;29.26;29.66;6.795116901397705;-0.17488309860229467;0.17488309860229467
2017-04-06 02:00:00;6.97;0.0;1015.84;25.49;91.9;7.25;6.67;6.66;6.48;6.09;5.79;6.09;6.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.76;92.65;95.36;96.69;97.1;94.92;94.44;1015.26;1015.01;1014.7;1013.62;1013.76;1013.57;1013.22;25.33;25.3;25.92;25.71;27.6;29.26;29.26;7.075568675994873;-0.17443132400512695;0.17443132400512695
2017-04-06 03:00:00;7.25;0.0;1015.87;23.82;91.32;7.26;6.97;6.67;6.66;6.48;6.09;5.79;6.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.9;91.76;92.65;95.36;96.69;97.1;94.92;1015.84;1015.26;1015.01;1014.7;1013.62;1013.76;1013.57;25.49;25.33;25.3;25.92;25.71;27.6;29.26;7.299340724945068;0.03934072494506857;0.03934072494506857
2017-04-06 04:00:00;7.26;0.0;1015.84;23.0;90.8;7.29;7.25;6.97;6.67;6.66;6.48;6.09;5.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.32;91.9;91.76;92.65;95.36;96.69;97.1;1015.87;1015.84;1015.26;1015.01;1014.7;1013.62;1013.76;23.82;25.49;25.33;25.3;25.92;25.71;27.6;7.244903087615967;-0.04509691238403324;0.04509691238403324
2017-04-06 05:00:00;7.29;0.0;1015.3;22.22;88.99;7.1;7.26;7.25;6.97;6.67;6.66;6.48;6.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.8;91.32;91.9;91.76;92.65;95.36;96.69;1015.84;1015.87;1015.84;1015.26;1015.01;1014.7;1013.62;23.0;23.82;25.49;25.33;25.3;25.92;25.71;7.166040897369385;0.06604089736938512;0.06604089736938512
2017-04-06 06:00:00;7.1;0.0;1015.43;21.61;88.44;6.57;7.29;7.26;7.25;6.97;6.67;6.66;6.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.99;90.8;91.32;91.9;91.76;92.65;95.36;1015.3;1015.84;1015.87;1015.84;1015.26;1015.01;1014.7;22.22;23.0;23.82;25.49;25.33;25.3;25.92;7.046315670013428;0.47631567001342745;0.47631567001342745
2017-04-06 07:00:00;6.57;0.0;1015.75;21.25;89.7;6.11;7.1;7.29;7.26;7.25;6.97;6.67;6.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.44;88.99;90.8;91.32;91.9;91.76;92.65;1015.43;1015.3;1015.84;1015.87;1015.84;1015.26;1015.01;21.61;22.22;23.0;23.82;25.49;25.33;25.3;6.412816047668457;0.3028160476684567;0.3028160476684567
2017-04-06 08:00:00;6.11;0.0;1015.9;20.94;92.1;5.92;6.57;7.1;7.29;7.26;7.25;6.97;6.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.7;88.44;88.99;90.8;91.32;91.9;91.76;1015.75;1015.43;1015.3;1015.84;1015.87;1015.84;1015.26;21.25;21.61;22.22;23.0;23.82;25.49;25.33;6.062305927276611;0.1423059272766114;0.1423059272766114
2017-04-06 09:00:00;5.92;0.0;1016.47;20.39;96.56;5.64;6.11;6.57;7.1;7.29;7.26;7.25;6.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.1;89.7;88.44;88.99;90.8;91.32;91.9;1015.9;1015.75;1015.43;1015.3;1015.84;1015.87;1015.84;20.94;21.25;21.61;22.22;23.0;23.82;25.49;5.985116958618164;0.3451169586181644;0.3451169586181644
2017-04-06 10:00:00;5.64;0.0;1017.12;24.55;101.79;5.72;5.92;6.11;6.57;7.1;7.29;7.26;7.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.56;92.1;89.7;88.44;88.99;90.8;91.32;1016.47;1015.9;1015.75;1015.43;1015.3;1015.84;1015.87;20.39;20.94;21.25;21.61;22.22;23.0;23.82;5.546462059020996;-0.17353794097900366;0.17353794097900366
2017-04-06 11:00:00;5.72;0.0;1017.78;24.64;101.75;5.58;5.64;5.92;6.11;6.57;7.1;7.29;7.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.79;96.56;92.1;89.7;88.44;88.99;90.8;1017.12;1016.47;1015.9;1015.75;1015.43;1015.3;1015.84;24.55;20.39;20.94;21.25;21.61;22.22;23.0;5.724677562713623;0.14467756271362298;0.14467756271362298
2017-04-06 12:00:00;5.58;0.0;1017.87;25.04;101.04;5.19;5.72;5.64;5.92;6.11;6.57;7.1;7.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.75;101.79;96.56;92.1;89.7;88.44;88.99;1017.78;1017.12;1016.47;1015.9;1015.75;1015.43;1015.3;24.64;24.55;20.39;20.94;21.25;21.61;22.22;5.337845325469971;0.1478453254699703;0.1478453254699703
2017-04-06 13:00:00;5.19;0.0;1017.82;25.42;98.77;4.9;5.58;5.72;5.64;5.92;6.11;6.57;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.04;101.75;101.79;96.56;92.1;89.7;88.44;1017.87;1017.78;1017.12;1016.47;1015.9;1015.75;1015.43;25.04;24.64;24.55;20.39;20.94;21.25;21.61;4.840919017791748;-0.05908098220825231;0.05908098220825231
2017-04-06 14:00:00;4.9;0.0;1016.78;25.81;96.66;4.52;5.19;5.58;5.72;5.64;5.92;6.11;6.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.77;101.04;101.75;101.79;96.56;92.1;89.7;1017.82;1017.87;1017.78;1017.12;1016.47;1015.9;1015.75;25.42;25.04;24.64;24.55;20.39;20.94;21.25;4.661667346954346;0.14166734695434613;0.14166734695434613
2017-04-06 15:00:00;4.52;0.0;1015.57;30.97;94.57;4.3;4.9;5.19;5.58;5.72;5.64;5.92;6.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.66;98.77;101.04;101.75;101.79;96.56;92.1;1016.78;1017.82;1017.87;1017.78;1017.12;1016.47;1015.9;25.81;25.42;25.04;24.64;24.55;20.39;20.94;4.361623764038086;0.061623764038086115;0.061623764038086115
2017-04-06 16:00:00;4.3;0.0;1014.39;31.26;93.98;4.28;4.52;4.9;5.19;5.58;5.72;5.64;5.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.57;96.66;98.77;101.04;101.75;101.79;96.56;1015.57;1016.78;1017.82;1017.87;1017.78;1017.12;1016.47;30.97;25.81;25.42;25.04;24.64;24.55;20.39;4.183727264404297;-0.09627273559570337;0.09627273559570337
2017-04-06 17:00:00;4.28;0.0;1013.26;31.46;94.21;4.47;4.3;4.52;4.9;5.19;5.58;5.72;5.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.98;94.57;96.66;98.77;101.04;101.75;101.79;1014.39;1015.57;1016.78;1017.82;1017.87;1017.78;1017.12;31.26;30.97;25.81;25.42;25.04;24.64;24.55;4.348512649536133;-0.12148735046386694;0.12148735046386694
2017-04-06 18:00:00;4.47;0.0;1012.32;31.45;95.96;4.88;4.28;4.3;4.52;4.9;5.19;5.58;5.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.21;93.98;94.57;96.66;98.77;101.04;101.75;1013.26;1014.39;1015.57;1016.78;1017.82;1017.87;1017.78;31.46;31.26;30.97;25.81;25.42;25.04;24.64;4.680468559265137;-0.19953144073486317;0.19953144073486317
2017-04-06 19:00:00;4.88;0.0;1012.09;31.14;96.11;5.37;4.47;4.28;4.3;4.52;4.9;5.19;5.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.96;94.21;93.98;94.57;96.66;98.77;101.04;1012.32;1013.26;1014.39;1015.57;1016.78;1017.82;1017.87;31.45;31.46;31.26;30.97;25.81;25.42;25.04;5.154479503631592;-0.2155204963684083;0.2155204963684083
2017-04-06 20:00:00;5.37;0.0;1012.39;30.44;95.07;5.74;4.88;4.47;4.28;4.3;4.52;4.9;5.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.11;95.96;94.21;93.98;94.57;96.66;98.77;1012.09;1012.32;1013.26;1014.39;1015.57;1016.78;1017.82;31.14;31.45;31.46;31.26;30.97;25.81;25.42;5.706850051879883;-0.0331499481201174;0.0331499481201174
2017-04-06 21:00:00;5.74;0.0;1012.43;28.31;90.66;5.86;5.37;4.88;4.47;4.28;4.3;4.52;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.07;96.11;95.96;94.21;93.98;94.57;96.66;1012.39;1012.09;1012.32;1013.26;1014.39;1015.57;1016.78;30.44;31.14;31.45;31.46;31.26;30.97;25.81;6.056677341461182;0.19667734146118132;0.19667734146118132
2017-04-06 22:00:00;5.86;0.0;1012.98;25.98;88.48;5.64;5.74;5.37;4.88;4.47;4.28;4.3;4.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.66;95.07;96.11;95.96;94.21;93.98;94.57;1012.43;1012.39;1012.09;1012.32;1013.26;1014.39;1015.57;28.31;30.44;31.14;31.45;31.46;31.26;30.97;6.171299457550049;0.5312994575500491;0.5312994575500491
