Data;VentoPrevisto;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-01-03 19:00:00;3.67;0.0;1007.8;35.51;116.64;4.19;3.37;2.85;2.39;2.09;1.99;2.36;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.61;120.46;118.55;106.54;89.74;80.3;86.34;1008.5;1009.35;1010.02;1011.04;1011.8;1012.36;1012.78;35.62;35.39;35.28;35.36;29.92;29.65;28.82;3.901986598968506;-0.28801340103149453;0.28801340103149453
2017-01-03 20:00:00;4.19;0.0;1007.76;35.37;112.14;4.32;3.67;3.37;2.85;2.39;2.09;1.99;2.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.64;119.61;120.46;118.55;106.54;89.74;80.3;1007.8;1008.5;1009.35;1010.02;1011.04;1011.8;1012.36;35.51;35.62;35.39;35.28;35.36;29.92;29.65;4.523931980133057;0.20393198013305636;0.20393198013305636
2017-01-03 21:00:00;4.32;0.0;1007.97;33.89;101.94;4.64;4.19;3.67;3.37;2.85;2.39;2.09;1.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.14;116.64;119.61;120.46;118.55;106.54;89.74;1007.76;1007.8;1008.5;1009.35;1010.02;1011.04;1011.8;35.37;35.51;35.62;35.39;35.28;35.36;29.92;4.531773090362549;-0.10822690963745085;0.10822690963745085
2017-01-03 22:00:00;4.64;0.0;1008.79;28.85;95.73;5.05;4.32;4.19;3.67;3.37;2.85;2.39;2.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.94;112.14;116.64;119.61;120.46;118.55;106.54;1007.97;1007.76;1007.8;1008.5;1009.35;1010.02;1011.04;33.89;35.37;35.51;35.62;35.39;35.28;35.36;5.073720932006836;0.023720932006836115;0.023720932006836115
2017-01-03 23:00:00;5.05;0.0;1008.91;27.58;82.57;5.99;4.64;4.32;4.19;3.67;3.37;2.85;2.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.73;101.94;112.14;116.64;119.61;120.46;118.55;1008.79;1007.97;1007.76;1007.8;1008.5;1009.35;1010.02;28.85;33.89;35.37;35.51;35.62;35.39;35.28;5.493794918060303;-0.4962050819396975;0.4962050819396975
2017-01-04 00:00:00;5.99;0.0;1009.65;28.25;72.9;6.5;5.05;4.64;4.32;4.19;3.67;3.37;2.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.57;95.73;101.94;112.14;116.64;119.61;120.46;1008.91;1008.79;1007.97;1007.76;1007.8;1008.5;1009.35;27.58;28.85;33.89;35.37;35.51;35.62;35.39;6.65997314453125;0.15997314453125;0.15997314453125
2017-01-04 01:00:00;6.5;0.0;1009.97;28.45;70.29;6.57;5.99;5.05;4.64;4.32;4.19;3.67;3.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.9;82.57;95.73;101.94;112.14;116.64;119.61;1009.65;1008.91;1008.79;1007.97;1007.76;1007.8;1008.5;28.25;27.58;28.85;33.89;35.37;35.51;35.62;6.810181140899658;0.24018114089965792;0.24018114089965792
2017-01-04 02:00:00;6.57;0.0;1010.75;28.2;77.81;6.89;6.5;5.99;5.05;4.64;4.32;4.19;3.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.29;72.9;82.57;95.73;101.94;112.14;116.64;1009.97;1009.65;1008.91;1008.79;1007.97;1007.76;1007.8;28.45;28.25;27.58;28.85;33.89;35.37;35.51;6.658895492553711;-0.23110450744628874;0.23110450744628874
2017-01-04 03:00:00;6.89;0.0;1011.38;26.88;88.66;7.32;6.57;6.5;5.99;5.05;4.64;4.32;4.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.81;70.29;72.9;82.57;95.73;101.94;112.14;1010.75;1009.97;1009.65;1008.91;1008.79;1007.97;1007.76;28.2;28.45;28.25;27.58;28.85;33.89;35.37;6.997537136077881;-0.3224628639221194;0.3224628639221194
2017-01-04 04:00:00;7.32;0.0;1011.42;25.65;94.72;7.51;6.89;6.57;6.5;5.99;5.05;4.64;4.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.66;77.81;70.29;72.9;82.57;95.73;101.94;1011.38;1010.75;1009.97;1009.65;1008.91;1008.79;1007.97;26.88;28.2;28.45;28.25;27.58;28.85;33.89;7.353272438049316;-0.15672756195068338;0.15672756195068338
2017-01-04 05:00:00;7.51;0.0;1011.72;24.53;97.49;7.75;7.32;6.89;6.57;6.5;5.99;5.05;4.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.72;88.66;77.81;70.29;72.9;82.57;95.73;1011.42;1011.38;1010.75;1009.97;1009.65;1008.91;1008.79;25.65;26.88;28.2;28.45;28.25;27.58;28.85;7.375967979431152;-0.37403202056884766;0.37403202056884766
2017-01-04 06:00:00;7.75;0.0;1011.56;23.76;97.43;7.74;7.51;7.32;6.89;6.57;6.5;5.99;5.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.49;94.72;88.66;77.81;70.29;72.9;82.57;1011.72;1011.42;1011.38;1010.75;1009.97;1009.65;1008.91;24.53;25.65;26.88;28.2;28.45;28.25;27.58;7.575119972229004;-0.1648800277709963;0.1648800277709963
2017-01-04 07:00:00;7.74;0.0;1012.15;22.94;96.86;7.64;7.75;7.51;7.32;6.89;6.57;6.5;5.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.43;97.49;94.72;88.66;77.81;70.29;72.9;1011.56;1011.72;1011.42;1011.38;1010.75;1009.97;1009.65;23.76;24.53;25.65;26.88;28.2;28.45;28.25;7.645237922668457;0.005237922668457351;0.005237922668457351
2017-01-04 08:00:00;7.64;0.0;1012.17;22.38;96.88;7.27;7.74;7.75;7.51;7.32;6.89;6.57;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.86;97.43;97.49;94.72;88.66;77.81;70.29;1012.15;1011.56;1011.72;1011.42;1011.38;1010.75;1009.97;22.94;23.76;24.53;25.65;26.88;28.2;28.45;7.461486339569092;0.19148633956909222;0.19148633956909222
2017-01-04 09:00:00;7.27;0.0;1013.39;22.05;96.61;6.96;7.64;7.74;7.75;7.51;7.32;6.89;6.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.88;96.86;97.43;97.49;94.72;88.66;77.81;1012.17;1012.15;1011.56;1011.72;1011.42;1011.38;1010.75;22.38;22.94;23.76;24.53;25.65;26.88;28.2;7.074974060058594;0.11497406005859379;0.11497406005859379
2017-01-04 10:00:00;6.96;0.0;1014.64;25.88;95.04;6.37;7.27;7.64;7.74;7.75;7.51;7.32;6.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.61;96.88;96.86;97.43;97.49;94.72;88.66;1013.39;1012.17;1012.15;1011.56;1011.72;1011.42;1011.38;22.05;22.38;22.94;23.76;24.53;25.65;26.88;6.704608917236328;0.334608917236328;0.334608917236328
2017-01-04 11:00:00;6.37;0.0;1014.7;26.19;88.29;5.41;6.96;7.27;7.64;7.74;7.75;7.51;7.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.04;96.61;96.88;96.86;97.43;97.49;94.72;1014.64;1013.39;1012.17;1012.15;1011.56;1011.72;1011.42;25.88;22.05;22.38;22.94;23.76;24.53;25.65;5.9751505851745605;0.5651505851745604;0.5651505851745604
2017-01-04 12:00:00;5.41;0.0;1014.86;26.5;81.73;4.24;6.37;6.96;7.27;7.64;7.74;7.75;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.29;95.04;96.61;96.88;96.86;97.43;97.49;1014.7;1014.64;1013.39;1012.17;1012.15;1011.56;1011.72;26.19;25.88;22.05;22.38;22.94;23.76;24.53;4.840462684631348;0.6004626846313474;0.6004626846313474
2017-01-04 13:00:00;4.24;0.02;1014.85;27.11;77.94;3.13;5.41;6.37;6.96;7.27;7.64;7.74;7.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.73;88.29;95.04;96.61;96.88;96.86;97.43;1014.86;1014.7;1014.64;1013.39;1012.17;1012.15;1011.56;26.5;26.19;25.88;22.05;22.38;22.94;23.76;3.549258232116699;0.4192582321166993;0.4192582321166993
2017-01-04 14:00:00;3.13;0.05;1014.25;27.59;77.82;2.8;4.24;5.41;6.37;6.96;7.27;7.64;7.74;0.02;0.0;0.0;0.0;0.0;0.0;0.0;77.94;81.73;88.29;95.04;96.61;96.88;96.86;1014.85;1014.86;1014.7;1014.64;1013.39;1012.17;1012.15;27.11;26.5;26.19;25.88;22.05;22.38;22.94;2.745666742324829;-0.05433325767517072;0.05433325767517072
2017-01-04 15:00:00;2.8;0.0;1013.94;32.67;85.44;3.03;3.13;4.24;5.41;6.37;6.96;7.27;7.64;0.05;0.02;0.0;0.0;0.0;0.0;0.0;77.82;77.94;81.73;88.29;95.04;96.61;96.88;1014.25;1014.85;1014.86;1014.7;1014.64;1013.39;1012.17;27.59;27.11;26.5;26.19;25.88;22.05;22.38;2.768692970275879;-0.2613070297241209;0.2613070297241209
2017-01-04 16:00:00;3.03;0.0;1012.92;32.89;94.86;3.18;2.8;3.13;4.24;5.41;6.37;6.96;7.27;0.0;0.05;0.02;0.0;0.0;0.0;0.0;85.44;77.82;77.94;81.73;88.29;95.04;96.61;1013.94;1014.25;1014.85;1014.86;1014.7;1014.64;1013.39;32.67;27.59;27.11;26.5;26.19;25.88;22.05;3.0996575355529785;-0.08034246444702164;0.08034246444702164
2017-01-04 17:00:00;3.18;0.0;1011.94;33.44;96.08;3.72;3.03;2.8;3.13;4.24;5.41;6.37;6.96;0.0;0.0;0.05;0.02;0.0;0.0;0.0;94.86;85.44;77.82;77.94;81.73;88.29;95.04;1012.92;1013.94;1014.25;1014.85;1014.86;1014.7;1014.64;32.89;32.67;27.59;27.11;26.5;26.19;25.88;3.338923454284668;-0.3810765457153322;0.3810765457153322
2017-01-04 18:00:00;3.72;0.0;1011.19;33.0;94.25;4.17;3.18;3.03;2.8;3.13;4.24;5.41;6.37;0.0;0.0;0.0;0.05;0.02;0.0;0.0;96.08;94.86;85.44;77.82;77.94;81.73;88.29;1011.94;1012.92;1013.94;1014.25;1014.85;1014.86;1014.7;33.44;32.89;32.67;27.59;27.11;26.5;26.19;3.9717636108398438;-0.19823638916015618;0.19823638916015618
2017-01-04 19:00:00;4.17;0.0;1010.84;32.89;94.62;5.04;3.72;3.18;3.03;2.8;3.13;4.24;5.41;0.0;0.0;0.0;0.0;0.05;0.02;0.0;94.25;96.08;94.86;85.44;77.82;77.94;81.73;1011.19;1011.94;1012.92;1013.94;1014.25;1014.85;1014.86;33.0;33.44;32.89;32.67;27.59;27.11;26.5;4.429595947265625;-0.610404052734375;0.610404052734375
2017-01-04 20:00:00;5.04;0.0;1010.5;32.89;94.52;5.74;4.17;3.72;3.18;3.03;2.8;3.13;4.24;0.0;0.0;0.0;0.0;0.0;0.05;0.02;94.62;94.25;96.08;94.86;85.44;77.82;77.94;1010.84;1011.19;1011.94;1012.92;1013.94;1014.25;1014.85;32.89;33.0;33.44;32.89;32.67;27.59;27.11;5.524235725402832;-0.21576427459716818;0.21576427459716818
2017-01-04 21:00:00;5.74;0.0;1010.6;32.81;94.23;5.41;5.04;4.17;3.72;3.18;3.03;2.8;3.13;0.0;0.0;0.0;0.0;0.0;0.0;0.05;94.52;94.62;94.25;96.08;94.86;85.44;77.82;1010.5;1010.84;1011.19;1011.94;1012.92;1013.94;1014.25;32.89;32.89;33.0;33.44;32.89;32.67;27.59;6.10288143157959;0.6928814315795897;0.6928814315795897
2017-01-04 22:00:00;5.41;0.0;1011.15;27.85;103.84;5.38;5.74;5.04;4.17;3.72;3.18;3.03;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.23;94.52;94.62;94.25;96.08;94.86;85.44;1010.6;1010.5;1010.84;1011.19;1011.94;1012.92;1013.94;32.81;32.89;32.89;33.0;33.44;32.89;32.67;5.435155391693115;0.05515539169311534;0.05515539169311534
2017-01-04 23:00:00;5.38;0.0;1011.53;27.45;100.25;4.87;5.41;5.74;5.04;4.17;3.72;3.18;3.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.84;94.23;94.52;94.62;94.25;96.08;94.86;1011.15;1010.6;1010.5;1010.84;1011.19;1011.94;1012.92;27.85;32.81;32.89;32.89;33.0;33.44;32.89;5.678955078125;0.8089550781249999;0.8089550781249999
2017-01-05 00:00:00;4.87;0.0;1012.11;26.7;93.6;4.35;5.38;5.41;5.74;5.04;4.17;3.72;3.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.25;103.84;94.23;94.52;94.62;94.25;96.08;1011.53;1011.15;1010.6;1010.5;1010.84;1011.19;1011.94;27.45;27.85;32.81;32.89;32.89;33.0;33.44;5.068188190460205;0.7181881904602054;0.7181881904602054
2017-01-05 01:00:00;4.35;0.0;1012.54;26.31;85.0;5.74;4.87;5.38;5.41;5.74;5.04;4.17;3.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.6;100.25;103.84;94.23;94.52;94.62;94.25;1012.11;1011.53;1011.15;1010.6;1010.5;1010.84;1011.19;26.7;27.45;27.85;32.81;32.89;32.89;33.0;4.472306728363037;-1.267693271636963;1.267693271636963
2017-01-05 02:00:00;5.74;0.0;1012.95;27.23;85.22;7.68;4.35;4.87;5.38;5.41;5.74;5.04;4.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;93.6;100.25;103.84;94.23;94.52;94.62;1012.54;1012.11;1011.53;1011.15;1010.6;1010.5;1010.84;26.31;26.7;27.45;27.85;32.81;32.89;32.89;6.5911359786987305;-1.0888640213012692;1.0888640213012692
2017-01-05 03:00:00;7.68;0.0;1013.43;25.01;92.67;8.29;5.74;4.35;4.87;5.38;5.41;5.74;5.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.22;85.0;93.6;100.25;103.84;94.23;94.52;1012.95;1012.54;1012.11;1011.53;1011.15;1010.6;1010.5;27.23;26.31;26.7;27.45;27.85;32.81;32.89;8.412483215332031;0.1224832153320321;0.1224832153320321
2017-01-05 04:00:00;8.29;0.0;1013.45;23.82;96.51;8.22;7.68;5.74;4.35;4.87;5.38;5.41;5.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.67;85.22;85.0;93.6;100.25;103.84;94.23;1013.43;1012.95;1012.54;1012.11;1011.53;1011.15;1010.6;25.01;27.23;26.31;26.7;27.45;27.85;32.81;8.232921600341797;0.012921600341796236;0.012921600341796236
2017-01-05 05:00:00;8.22;0.0;1013.44;22.6;95.85;8.08;8.29;7.68;5.74;4.35;4.87;5.38;5.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.51;92.67;85.22;85.0;93.6;100.25;103.84;1013.45;1013.43;1012.95;1012.54;1012.11;1011.53;1011.15;23.82;25.01;27.23;26.31;26.7;27.45;27.85;7.937150001525879;-0.14284999847412116;0.14284999847412116
2017-01-05 06:00:00;8.08;0.0;1013.43;22.19;94.99;8.06;8.22;8.29;7.68;5.74;4.35;4.87;5.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.85;96.51;92.67;85.22;85.0;93.6;100.25;1013.44;1013.45;1013.43;1012.95;1012.54;1012.11;1011.53;22.6;23.82;25.01;27.23;26.31;26.7;27.45;7.893321514129639;-0.16667848587036183;0.16667848587036183
2017-01-05 07:00:00;8.06;0.0;1013.86;21.99;94.92;8.02;8.08;8.22;8.29;7.68;5.74;4.35;4.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.99;95.85;96.51;92.67;85.22;85.0;93.6;1013.43;1013.44;1013.45;1013.43;1012.95;1012.54;1012.11;22.19;22.6;23.82;25.01;27.23;26.31;26.7;7.992244243621826;-0.027755756378173402;0.027755756378173402
2017-01-05 08:00:00;8.02;0.0;1014.26;21.51;95.55;7.78;8.06;8.08;8.22;8.29;7.68;5.74;4.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.92;94.99;95.85;96.51;92.67;85.22;85.0;1013.86;1013.43;1013.44;1013.45;1013.43;1012.95;1012.54;21.99;22.19;22.6;23.82;25.01;27.23;26.31;7.892776966094971;0.11277696609497045;0.11277696609497045
2017-01-05 09:00:00;7.78;0.0;1014.98;21.26;95.51;7.73;8.02;8.06;8.08;8.22;8.29;7.68;5.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.55;94.92;94.99;95.85;96.51;92.67;85.22;1014.26;1013.86;1013.43;1013.44;1013.45;1013.43;1012.95;21.51;21.99;22.19;22.6;23.82;25.01;27.23;7.558324813842773;-0.171675186157227;0.171675186157227
2017-01-05 10:00:00;7.73;0.0;1015.99;26.2;95.71;7.11;7.78;8.02;8.06;8.08;8.22;8.29;7.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.51;95.55;94.92;94.99;95.85;96.51;92.67;1014.98;1014.26;1013.86;1013.43;1013.44;1013.45;1013.43;21.26;21.51;21.99;22.19;22.6;23.82;25.01;7.535783290863037;0.4257832908630368;0.4257832908630368
2017-01-05 11:00:00;7.11;0.0;1016.02;26.67;92.03;6.53;7.73;7.78;8.02;8.06;8.08;8.22;8.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.71;95.51;95.55;94.92;94.99;95.85;96.51;1015.99;1014.98;1014.26;1013.86;1013.43;1013.44;1013.45;26.2;21.26;21.51;21.99;22.19;22.6;23.82;6.592774868011475;0.06277486801147436;0.06277486801147436
2017-01-05 12:00:00;6.53;0.0;1016.04;26.83;89.73;5.79;7.11;7.73;7.78;8.02;8.06;8.08;8.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.03;95.71;95.51;95.55;94.92;94.99;95.85;1016.02;1015.99;1014.98;1014.26;1013.86;1013.43;1013.44;26.67;26.2;21.26;21.51;21.99;22.19;22.6;6.0159220695495605;0.2259220695495605;0.2259220695495605
2017-01-05 13:00:00;5.79;0.0;1015.79;27.65;88.56;4.92;6.53;7.11;7.73;7.78;8.02;8.06;8.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.73;92.03;95.71;95.51;95.55;94.92;94.99;1016.04;1016.02;1015.99;1014.98;1014.26;1013.86;1013.43;26.83;26.67;26.2;21.26;21.51;21.99;22.19;5.1997761726379395;0.2797761726379395;0.2797761726379395
2017-01-05 14:00:00;4.92;0.0;1014.95;28.08;90.21;4.22;5.79;6.53;7.11;7.73;7.78;8.02;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.56;89.73;92.03;95.71;95.51;95.55;94.92;1015.79;1016.04;1016.02;1015.99;1014.98;1014.26;1013.86;27.65;26.83;26.67;26.2;21.26;21.51;21.99;4.449304103851318;0.2293041038513186;0.2293041038513186
2017-01-05 15:00:00;4.22;0.0;1014.31;33.33;91.4;4.01;4.92;5.79;6.53;7.11;7.73;7.78;8.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.21;88.56;89.73;92.03;95.71;95.51;95.55;1014.95;1015.79;1016.04;1016.02;1015.99;1014.98;1014.26;28.08;27.65;26.83;26.67;26.2;21.26;21.51;3.963475465774536;-0.046524534225463654;0.046524534225463654
2017-01-05 16:00:00;4.01;0.0;1013.26;34.42;95.35;3.85;4.22;4.92;5.79;6.53;7.11;7.73;7.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.4;90.21;88.56;89.73;92.03;95.71;95.51;1014.31;1014.95;1015.79;1016.04;1016.02;1015.99;1014.98;33.33;28.08;27.65;26.83;26.67;26.2;21.26;3.9019343852996826;0.05193438529968253;0.05193438529968253
2017-01-05 17:00:00;3.85;0.0;1012.39;34.64;96.78;3.98;4.01;4.22;4.92;5.79;6.53;7.11;7.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.35;91.4;90.21;88.56;89.73;92.03;95.71;1013.26;1014.31;1014.95;1015.79;1016.04;1016.02;1015.99;34.42;33.33;28.08;27.65;26.83;26.67;26.2;3.9302361011505127;-0.04976389884948729;0.04976389884948729
2017-01-05 18:00:00;3.98;0.0;1011.23;34.45;99.64;4.27;3.85;4.01;4.22;4.92;5.79;6.53;7.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.78;95.35;91.4;90.21;88.56;89.73;92.03;1012.39;1013.26;1014.31;1014.95;1015.79;1016.04;1016.02;34.64;34.42;33.33;28.08;27.65;26.83;26.67;4.1270270347595215;-0.1429729652404781;0.1429729652404781
2017-01-05 19:00:00;4.27;0.0;1010.93;34.13;98.4;4.71;3.98;3.85;4.01;4.22;4.92;5.79;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.64;96.78;95.35;91.4;90.21;88.56;89.73;1011.23;1012.39;1013.26;1014.31;1014.95;1015.79;1016.04;34.45;34.64;34.42;33.33;28.08;27.65;26.83;4.547854423522949;-0.16214557647705075;0.16214557647705075
2017-01-05 20:00:00;4.71;0.0;1010.45;34.29;97.39;4.87;4.27;3.98;3.85;4.01;4.22;4.92;5.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.4;99.64;96.78;95.35;91.4;90.21;88.56;1010.93;1011.23;1012.39;1013.26;1014.31;1014.95;1015.79;34.13;34.45;34.64;34.42;33.33;28.08;27.65;5.067691326141357;0.19769132614135732;0.19769132614135732
2017-01-05 21:00:00;4.87;0.0;1010.87;33.26;93.75;5.25;4.71;4.27;3.98;3.85;4.01;4.22;4.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.39;98.4;99.64;96.78;95.35;91.4;90.21;1010.45;1010.93;1011.23;1012.39;1013.26;1014.31;1014.95;34.29;34.13;34.45;34.64;34.42;33.33;28.08;5.189505577087402;-0.060494422912597656;0.060494422912597656
2017-01-05 22:00:00;5.25;0.0;1011.37;28.47;89.02;5.68;4.87;4.71;4.27;3.98;3.85;4.01;4.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.75;97.39;98.4;99.64;96.78;95.35;91.4;1010.87;1010.45;1010.93;1011.23;1012.39;1013.26;1014.31;33.26;34.29;34.13;34.45;34.64;34.42;33.33;5.690637111663818;0.010637111663818644;0.010637111663818644
2017-01-05 23:00:00;5.68;0.0;1012.12;28.21;84.52;5.92;5.25;4.87;4.71;4.27;3.98;3.85;4.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.02;93.75;97.39;98.4;99.64;96.78;95.35;1011.37;1010.87;1010.45;1010.93;1011.23;1012.39;1013.26;28.47;33.26;34.29;34.13;34.45;34.64;34.42;6.216134548187256;0.29613454818725593;0.29613454818725593
2017-01-06 00:00:00;5.92;0.0;1012.09;28.28;82.41;6.27;5.68;5.25;4.87;4.71;4.27;3.98;3.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.52;89.02;93.75;97.39;98.4;99.64;96.78;1012.12;1011.37;1010.87;1010.45;1010.93;1011.23;1012.39;28.21;28.47;33.26;34.29;34.13;34.45;34.64;6.3399481773376465;0.06994817733764691;0.06994817733764691
2017-01-06 01:00:00;6.27;0.0;1012.4;28.03;83.82;7.83;5.92;5.68;5.25;4.87;4.71;4.27;3.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.41;84.52;89.02;93.75;97.39;98.4;99.64;1012.09;1012.12;1011.37;1010.87;1010.45;1010.93;1011.23;28.28;28.21;28.47;33.26;34.29;34.13;34.45;6.638894557952881;-1.1911054420471192;1.1911054420471192
2017-01-06 02:00:00;7.83;0.0;1012.55;28.45;89.25;8.53;6.27;5.92;5.68;5.25;4.87;4.71;4.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.82;82.41;84.52;89.02;93.75;97.39;98.4;1012.4;1012.09;1012.12;1011.37;1010.87;1010.45;1010.93;28.03;28.28;28.21;28.47;33.26;34.29;34.13;8.527485847473145;-0.0025141525268548293;0.0025141525268548293
2017-01-06 03:00:00;8.53;0.0;1013.3;25.2;91.55;8.17;7.83;6.27;5.92;5.68;5.25;4.87;4.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.25;83.82;82.41;84.52;89.02;93.75;97.39;1012.55;1012.4;1012.09;1012.12;1011.37;1010.87;1010.45;28.45;28.03;28.28;28.21;28.47;33.26;34.29;8.70215129852295;0.5321512985229493;0.5321512985229493
2017-01-06 04:00:00;8.17;0.0;1013.25;24.36;90.75;7.71;8.53;7.83;6.27;5.92;5.68;5.25;4.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.55;89.25;83.82;82.41;84.52;89.02;93.75;1013.3;1012.55;1012.4;1012.09;1012.12;1011.37;1010.87;25.2;28.45;28.03;28.28;28.21;28.47;33.26;7.842073440551758;0.13207344055175785;0.13207344055175785
2017-01-06 05:00:00;7.71;0.0;1013.37;22.45;92.29;7.37;8.17;8.53;7.83;6.27;5.92;5.68;5.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.75;91.55;89.25;83.82;82.41;84.52;89.02;1013.25;1013.3;1012.55;1012.4;1012.09;1012.12;1011.37;24.36;25.2;28.45;28.03;28.28;28.21;28.47;7.4775261878967285;0.10752618789672841;0.10752618789672841
2017-01-06 06:00:00;7.37;0.0;1013.6;21.91;95.12;7.1;7.71;8.17;8.53;7.83;6.27;5.92;5.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.29;90.75;91.55;89.25;83.82;82.41;84.52;1013.37;1013.25;1013.3;1012.55;1012.4;1012.09;1012.12;22.45;24.36;25.2;28.45;28.03;28.28;28.21;7.277483940124512;0.17748394012451207;0.17748394012451207
2017-01-06 07:00:00;7.1;0.0;1013.9;21.52;98.08;6.99;7.37;7.71;8.17;8.53;7.83;6.27;5.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.12;92.29;90.75;91.55;89.25;83.82;82.41;1013.6;1013.37;1013.25;1013.3;1012.55;1012.4;1012.09;21.91;22.45;24.36;25.2;28.45;28.03;28.28;7.086661338806152;0.09666133880615213;0.09666133880615213
2017-01-06 08:00:00;6.99;0.0;1014.18;21.49;99.55;6.91;7.1;7.37;7.71;8.17;8.53;7.83;6.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.08;95.12;92.29;90.75;91.55;89.25;83.82;1013.9;1013.6;1013.37;1013.25;1013.3;1012.55;1012.4;21.52;21.91;22.45;24.36;25.2;28.45;28.03;7.024321556091309;0.11432155609130845;0.11432155609130845
2017-01-06 09:00:00;6.91;0.0;1015.1;21.08;100.53;6.15;6.99;7.1;7.37;7.71;8.17;8.53;7.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.55;98.08;95.12;92.29;90.75;91.55;89.25;1014.18;1013.9;1013.6;1013.37;1013.25;1013.3;1012.55;21.49;21.52;21.91;22.45;24.36;25.2;28.45;6.846061706542969;0.6960617065429684;0.6960617065429684
2017-01-06 10:00:00;6.15;0.0;1015.7;26.08;97.97;6.14;6.91;6.99;7.1;7.37;7.71;8.17;8.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.53;99.55;98.08;95.12;92.29;90.75;91.55;1015.1;1014.18;1013.9;1013.6;1013.37;1013.25;1013.3;21.08;21.49;21.52;21.91;22.45;24.36;25.2;5.780162811279297;-0.3598371887207028;0.3598371887207028
2017-01-06 11:00:00;6.14;0.0;1015.52;26.33;95.29;6.01;6.15;6.91;6.99;7.1;7.37;7.71;8.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.97;100.53;99.55;98.08;95.12;92.29;90.75;1015.7;1015.1;1014.18;1013.9;1013.6;1013.37;1013.25;26.08;21.08;21.49;21.52;21.91;22.45;24.36;6.0196099281311035;0.009609928131103729;0.009609928131103729
