,Longitude,Latitude,Data,Magnitude_Verif,pressao_Verif,Temperatura_Verif,Direcao_Verif,PosicaoVento
2367,-42.75,-14.25,2017-04-09 15:00:00,7.8,882.0,23.33,120.4335,SE
2368,-42.75,-14.25,2017-04-09 16:00:00,6.95,882.0,23.3,108.033,E
2369,-42.75,-14.25,2017-04-09 17:00:00,7.31,882.0,22.83,111.767,E
2370,-42.75,-14.25,2017-04-09 18:00:00,8.84,882.0,22.15,110.85,E
2371,-42.75,-14.25,2017-04-09 19:00:00,9.4,882.33,21.95,110.1665,E
2372,-42.75,-14.25,2017-04-09 20:00:00,9.12,883.0,21.33,110.1,E
2373,-42.75,-14.25,2017-04-09 21:00:00,7.48,883.0,20.55,121.8835,SE
2374,-42.75,-14.25,2017-04-09 22:00:00,7.49,883.0,19.62,129.0,SE
2375,-42.75,-14.25,2017-04-09 23:00:00,6.66,883.0,18.45,138.0335,SE
2376,-42.75,-14.25,2017-04-10 00:00:00,5.52,883.0,17.75,138.3,SE
2377,-42.75,-14.25,2017-04-10 01:00:00,5.05,883.0,17.35,133.5165,SE
2378,-42.75,-14.25,2017-04-10 02:00:00,5.41,883.0,17.12,129.6335,SE
2379,-42.75,-14.25,2017-04-10 03:00:00,5.65,882.17,16.9,123.2,SE
2380,-42.75,-14.25,2017-04-10 04:00:00,5.57,882.0,16.98,117.117,SE
2381,-42.75,-14.25,2017-04-10 05:00:00,9.73,882.5,16.88,107.7165,E
2382,-42.75,-14.25,2017-04-10 06:00:00,11.57,883.0,16.68,101.9335,E
2383,-42.75,-14.25,2017-04-10 07:00:00,7.56,883.5,16.87,102.75,E
2384,-42.75,-14.25,2017-04-10 08:00:00,7.9,884.0,17.15,109.217,E
2385,-42.75,-14.25,2017-04-10 09:00:00,9.06,884.0,18.07,105.0,E
2386,-42.75,-14.25,2017-04-10 10:00:00,7.88,884.0,19.43,106.5,E
2387,-42.75,-14.25,2017-04-10 11:00:00,7.45,883.83,20.62,107.2835,E
2388,-42.75,-14.25,2017-04-10 12:00:00,7.94,883.0,21.45,101.0,E
2389,-42.75,-14.25,2017-04-10 13:00:00,7.57,882.67,22.13,107.767,E
2390,-42.75,-14.25,2017-04-10 14:00:00,6.98,882.0,22.68,106.2665,E
2391,-42.75,-14.25,2017-04-10 15:00:00,6.05,882.0,23.28,93.6665,E
2392,-42.75,-14.25,2017-04-10 16:00:00,6.12,882.0,23.2,99.717,E
2393,-42.75,-14.25,2017-04-10 17:00:00,6.39,882.0,21.98,122.3665,SE
2394,-42.75,-14.25,2017-04-10 18:00:00,4.92,882.0,21.35,128.7665,SE
2395,-42.75,-14.25,2017-04-10 19:00:00,3.56,882.17,21.03,136.8,SE
2396,-42.75,-14.25,2017-04-10 20:00:00,5.41,883.0,20.75,131.55,SE
2397,-42.75,-14.25,2017-04-10 21:00:00,6.49,883.67,20.78,119.1165,SE
2398,-42.75,-14.25,2017-04-10 22:00:00,8.3,884.0,20.03,116.65,SE
2399,-42.75,-14.25,2017-04-10 23:00:00,7.64,883.67,19.42,103.05,E
2400,-42.75,-14.25,2017-04-11 00:00:00,7.04,883.0,19.25,100.0835,E
2401,-42.75,-14.25,2017-04-11 01:00:00,7.09,882.83,19.13,101.7665,E
2402,-42.75,-14.25,2017-04-11 02:00:00,7.26,882.0,18.42,116.1165,SE
2403,-42.75,-14.25,2017-04-11 03:00:00,7.42,882.0,17.87,118.85,SE
2404,-42.75,-14.25,2017-04-11 04:00:00,8.14,882.0,17.45,110.65,E
2405,-42.75,-14.25,2017-04-11 05:00:00,8.77,882.5,17.33,109.4165,E
2406,-42.75,-14.25,2017-04-11 06:00:00,8.67,883.0,17.15,112.183,E
2407,-42.75,-14.25,2017-04-11 07:00:00,8.5,884.0,17.22,105.4835,E
2408,-42.75,-14.25,2017-04-11 08:00:00,7.28,884.33,17.6,113.483,SE
2409,-42.75,-14.25,2017-04-11 09:00:00,6.96,885.0,19.13,112.8165,SE
2410,-42.75,-14.25,2017-04-11 10:00:00,6.43,885.0,20.37,112.3165,E
2411,-42.75,-14.25,2017-04-11 11:00:00,5.97,884.17,21.4,109.733,E
2412,-42.75,-14.25,2017-04-11 12:00:00,5.01,883.67,22.58,112.8,SE
2413,-42.75,-14.25,2017-04-11 13:00:00,4.19,883.0,23.95,125.7335,SE
2414,-42.75,-14.25,2017-04-11 14:00:00,3.56,882.5,24.72,128.18349999999998,SE
2415,-42.75,-14.25,2017-04-11 15:00:00,3.57,882.0,25.0,125.1835,SE
2416,-42.75,-14.25,2017-04-11 16:00:00,3.65,882.0,25.32,127.45,SE
2417,-42.75,-14.25,2017-04-11 17:00:00,4.09,882.0,24.48,122.583,SE
2418,-42.75,-14.25,2017-04-11 18:00:00,3.8,882.0,23.85,123.1,SE
2419,-42.75,-14.25,2017-04-11 19:00:00,5.33,882.0,23.78,111.5335,E
2420,-42.75,-14.25,2017-04-11 20:00:00,7.19,882.33,23.18,92.117,E
2421,-42.75,-14.25,2017-04-11 21:00:00,7.55,883.0,22.83,90.9,E
2422,-42.75,-14.25,2017-04-11 22:00:00,7.57,883.0,22.37,88.51650000000001,E
2423,-42.75,-14.25,2017-04-11 23:00:00,7.6,883.0,21.35,106.5835,E
2424,-42.75,-14.25,2017-04-12 00:00:00,8.38,883.0,19.95,106.5835,E
2425,-42.75,-14.25,2017-04-12 01:00:00,8.49,883.0,20.28,102.65,E
2426,-42.75,-14.25,2017-04-12 02:00:00,7.47,883.0,19.63,107.15,E
2427,-42.75,-14.25,2017-04-12 03:00:00,6.88,882.0,19.13,105.7335,E
2428,-42.75,-14.25,2017-04-12 04:00:00,5.34,882.0,19.22,102.8165,E
2429,-42.75,-14.25,2017-04-12 05:00:00,5.67,882.5,18.33,112.15,E
2430,-42.75,-14.25,2017-04-12 06:00:00,6.22,883.0,17.78,119.7665,SE
2431,-42.75,-14.25,2017-04-12 07:00:00,5.67,883.67,17.72,117.0335,SE
2432,-42.75,-14.25,2017-04-12 08:00:00,5.03,884.0,18.42,114.583,SE
2433,-42.75,-14.25,2017-04-12 09:00:00,5.56,885.0,20.02,108.7835,E
2434,-42.75,-14.25,2017-04-12 10:00:00,5.28,884.83,21.05,102.05,E
2435,-42.75,-14.25,2017-04-12 11:00:00,3.84,884.0,22.58,95.1335,E
2436,-42.75,-14.25,2017-04-12 12:00:00,2.76,883.5,24.27,114.0,SE
2437,-42.75,-14.25,2017-04-12 13:00:00,2.48,883.0,25.47,145.2,SE
2438,-42.75,-14.25,2017-04-12 14:00:00,2.9,882.5,25.62,133.55,SE
2439,-42.75,-14.25,2017-04-12 15:00:00,3.15,882.0,25.88,128.383,SE
2440,-42.75,-14.25,2017-04-12 16:00:00,3.51,882.0,25.65,129.88299999999998,SE
2441,-42.75,-14.25,2017-04-12 17:00:00,3.17,882.0,24.8,118.1,SE
2442,-42.75,-14.25,2017-04-12 18:00:00,3.76,882.0,24.3,123.5165,SE
2443,-42.75,-14.25,2017-04-12 19:00:00,5.36,882.0,24.08,106.0665,E
2444,-42.75,-14.25,2017-04-12 20:00:00,6.6,882.0,23.85,94.45,E
2445,-42.75,-14.25,2017-04-12 21:00:00,6.39,883.0,23.82,95.15,E
2446,-42.75,-14.25,2017-04-12 22:00:00,7.23,883.0,23.28,90.6665,E
2447,-42.75,-14.25,2017-04-12 23:00:00,8.02,883.0,22.17,104.517,E
2448,-42.75,-14.25,2017-04-13 00:00:00,8.34,883.0,20.4,110.95,E
2449,-42.75,-14.25,2017-04-13 01:00:00,8.63,883.0,20.02,115.5665,SE
2450,-42.75,-14.25,2017-04-13 02:00:00,8.67,882.17,19.0,142.55,SE
2451,-42.75,-14.25,2017-04-13 03:00:00,8.88,882.0,18.02,122.95,SE
2452,-42.75,-14.25,2017-04-13 04:00:00,9.31,882.0,18.2,106.65,E
2453,-42.75,-14.25,2017-04-13 05:00:00,8.59,882.0,17.67,95.45,E
2454,-42.75,-14.25,2017-04-13 06:00:00,8.34,882.83,18.2,107.717,E
2455,-42.75,-14.25,2017-04-13 07:00:00,8.65,883.17,18.22,103.8335,E
2456,-42.75,-14.25,2017-04-13 08:00:00,9.25,884.0,18.28,103.767,E
2457,-42.75,-14.25,2017-04-13 09:00:00,9.38,884.83,18.48,99.733,E
2458,-42.75,-14.25,2017-04-13 10:00:00,9.26,885.0,19.23,102.1835,E
2459,-42.75,-14.25,2017-04-13 11:00:00,8.68,884.67,20.57,106.0835,E
2460,-42.75,-14.25,2017-04-13 12:00:00,7.92,884.0,21.55,109.5665,E
2461,-42.75,-14.25,2017-04-13 13:00:00,7.58,884.0,22.12,115.05,SE
2462,-42.75,-14.25,2017-04-13 14:00:00,7.14,883.17,22.9,114.0835,SE
2463,-42.75,-14.25,2017-04-13 15:00:00,6.28,883.0,23.42,105.017,E
2464,-42.75,-14.25,2017-04-13 16:00:00,6.29,883.0,23.42,105.4665,E
2465,-42.75,-14.25,2017-04-13 17:00:00,7.82,883.0,23.07,96.3,E
2466,-42.75,-14.25,2017-04-13 18:00:00,8.52,883.0,22.7,93.533,E
2467,-42.75,-14.25,2017-04-13 19:00:00,10.1,883.33,22.58,102.3665,E
2468,-42.75,-14.25,2017-04-13 20:00:00,11.67,884.0,21.88,109.0335,E
2469,-42.75,-14.25,2017-04-13 21:00:00,12.05,884.0,21.3,105.7,E
2470,-42.75,-14.25,2017-04-13 22:00:00,10.48,884.0,20.27,111.85,E
2471,-42.75,-14.25,2017-04-13 23:00:00,11.19,884.0,19.63,110.95,E
2472,-42.75,-14.25,2017-04-14 00:00:00,11.45,884.0,19.28,103.717,E
2473,-42.75,-14.25,2017-04-14 01:00:00,10.04,883.0,18.45,111.1165,E
2474,-42.75,-14.25,2017-04-14 02:00:00,9.93,883.0,17.67,115.8835,SE
2475,-42.75,-14.25,2017-04-14 03:00:00,9.64,882.5,17.67,113.1335,SE
2476,-42.75,-14.25,2017-04-14 04:00:00,9.52,882.0,17.62,112.8335,SE
2477,-42.75,-14.25,2017-04-14 05:00:00,10.58,882.5,17.15,120.4,SE
2478,-42.75,-14.25,2017-04-14 06:00:00,10.19,883.0,16.8,117.4,SE
2479,-42.75,-14.25,2017-04-14 07:00:00,9.12,884.5,16.65,113.3835,SE
2480,-42.75,-14.25,2017-04-14 08:00:00,9.71,885.5,16.68,115.0665,SE
2481,-42.75,-14.25,2017-04-14 09:00:00,9.0,886.0,17.17,116.2165,SE
2482,-42.75,-14.25,2017-04-14 10:00:00,9.58,886.0,18.15,110.0,E
2483,-42.75,-14.25,2017-04-14 11:00:00,9.25,886.0,18.98,102.583,E
2484,-42.75,-14.25,2017-04-14 12:00:00,9.29,885.17,19.88,106.017,E
2485,-42.75,-14.25,2017-04-14 13:00:00,8.95,885.0,20.38,100.4665,E
2486,-42.75,-14.25,2017-04-14 14:00:00,9.08,884.0,20.5,95.15,E
2487,-42.75,-14.25,2017-04-14 15:00:00,8.07,884.0,21.03,97.95,E
2488,-42.75,-14.25,2017-04-14 16:00:00,7.57,884.0,21.27,97.65,E
2489,-42.75,-14.25,2017-04-14 17:00:00,8.35,884.0,20.87,96.7,E
2490,-42.75,-14.25,2017-04-14 18:00:00,9.12,884.0,20.6,98.283,E
2491,-42.75,-14.25,2017-04-14 19:00:00,9.99,884.17,20.63,101.7665,E
2492,-42.75,-14.25,2017-04-14 20:00:00,11.36,885.0,20.53,101.433,E
2493,-42.75,-14.25,2017-04-14 21:00:00,11.38,885.0,19.98,106.717,E
2494,-42.75,-14.25,2017-04-14 22:00:00,12.16,885.0,19.53,106.717,E
2495,-42.75,-14.25,2017-04-14 23:00:00,12.07,885.0,18.87,109.05,E
2496,-42.75,-14.25,2017-04-15 00:00:00,11.59,885.0,18.18,110.633,E
2497,-42.75,-14.25,2017-04-15 01:00:00,12.16,884.0,17.73,112.0665,E
2498,-42.75,-14.25,2017-04-15 02:00:00,11.71,884.0,17.47,106.6665,E
2499,-42.75,-14.25,2017-04-15 03:00:00,10.49,884.0,17.1,112.1665,E
2500,-42.75,-14.25,2017-04-15 04:00:00,10.48,884.0,17.2,111.75,E
2501,-42.75,-14.25,2017-04-15 05:00:00,10.29,884.0,17.18,110.7165,E
2502,-42.75,-14.25,2017-04-15 06:00:00,10.64,883.0,17.03,109.35,E
2503,-42.75,-14.25,2017-04-15 07:00:00,10.52,884.0,16.93,104.7,E
2504,-42.75,-14.25,2017-04-15 08:00:00,10.34,885.0,16.8,103.9,E
2505,-42.75,-14.25,2017-04-15 09:00:00,11.01,885.83,17.3,103.133,E
2506,-42.75,-14.25,2017-04-15 10:00:00,11.15,886.0,18.5,101.0835,E
2507,-42.75,-14.25,2017-04-15 11:00:00,9.89,885.17,19.6,102.9335,E
2508,-42.75,-14.25,2017-04-15 12:00:00,9.81,885.0,20.68,107.0835,E
2509,-42.75,-14.25,2017-04-15 13:00:00,9.76,884.33,21.25,112.7665,SE
2510,-42.75,-14.25,2017-04-15 14:00:00,9.33,884.0,21.77,116.5,SE
2511,-42.75,-14.25,2017-04-15 15:00:00,9.1,884.0,22.08,117.833,SE
2512,-42.75,-14.25,2017-04-15 16:00:00,7.98,884.0,22.12,113.8,SE
2513,-42.75,-14.25,2017-04-15 17:00:00,8.81,884.0,21.68,111.35,E
2514,-42.75,-14.25,2017-04-15 18:00:00,8.88,884.0,21.38,114.017,SE
2515,-42.75,-14.25,2017-04-15 19:00:00,9.94,884.33,21.25,110.05,E
2516,-42.75,-14.25,2017-04-15 20:00:00,10.42,885.0,20.73,112.45,E
2517,-42.75,-14.25,2017-04-15 21:00:00,10.24,885.0,19.83,114.5335,SE
2518,-42.75,-14.25,2017-04-15 22:00:00,9.9,885.0,19.17,110.0,E
2519,-42.75,-14.25,2017-04-15 23:00:00,10.54,885.0,18.67,107.8665,E
2520,-42.75,-14.25,2017-04-16 00:00:00,8.9,884.33,18.12,106.2665,E
2521,-42.75,-14.25,2017-04-16 01:00:00,9.48,884.0,17.55,109.25,E
2522,-42.75,-14.25,2017-04-16 02:00:00,9.33,884.0,17.07,115.1335,SE
2523,-42.75,-14.25,2017-04-16 03:00:00,8.85,883.17,17.0,115.6335,SE
2524,-42.75,-14.25,2017-04-16 04:00:00,8.88,883.0,17.0,115.2335,SE
2525,-42.75,-14.25,2017-04-16 05:00:00,9.13,883.0,16.95,114.0835,SE
2526,-42.75,-14.25,2017-04-16 06:00:00,9.09,884.0,16.77,111.95,E
2527,-42.75,-14.25,2017-04-16 07:00:00,9.45,884.67,16.42,104.1,E
2528,-42.75,-14.25,2017-04-16 08:00:00,9.3,885.17,16.68,104.95,E
2529,-42.75,-14.25,2017-04-16 09:00:00,9.36,886.0,18.18,102.583,E
2530,-42.75,-14.25,2017-04-16 10:00:00,8.44,885.67,19.02,105.233,E
2531,-42.75,-14.25,2017-04-16 11:00:00,8.73,885.0,19.93,108.117,E
2532,-42.75,-14.25,2017-04-16 12:00:00,7.95,884.5,20.77,109.633,E
2533,-42.75,-14.25,2017-04-16 13:00:00,7.49,884.0,21.52,114.583,SE
2534,-42.75,-14.25,2017-04-16 14:00:00,6.69,883.0,22.23,110.617,E
2535,-42.75,-14.25,2017-04-16 15:00:00,6.07,883.0,22.67,112.2,E
2536,-42.75,-14.25,2017-04-16 16:00:00,5.77,883.0,22.65,102.8665,E
2537,-42.75,-14.25,2017-04-16 17:00:00,5.76,883.0,22.13,93.983,E
2538,-42.75,-14.25,2017-04-16 18:00:00,6.1,882.33,21.7,102.583,E
2539,-42.75,-14.25,2017-04-16 19:00:00,6.78,883.0,21.6,111.683,E
2540,-42.75,-14.25,2017-04-16 20:00:00,6.54,883.0,21.37,113.9835,SE
2541,-42.75,-14.25,2017-04-16 21:00:00,7.26,883.17,21.33,111.1835,E
2542,-42.75,-14.25,2017-04-16 22:00:00,7.93,883.33,21.15,109.7665,E
2543,-42.75,-14.25,2017-04-16 23:00:00,8.98,884.0,20.68,110.383,E
2544,-42.75,-14.25,2017-04-17 00:00:00,8.99,883.17,19.72,106.467,E
2545,-42.75,-14.25,2017-04-17 01:00:00,7.62,883.0,19.0,100.3835,E
2546,-42.75,-14.25,2017-04-17 02:00:00,7.24,882.5,19.08,98.1,E
2547,-42.75,-14.25,2017-04-17 03:00:00,6.0,882.0,18.53,103.967,E
2548,-42.75,-14.25,2017-04-17 04:00:00,5.68,882.0,18.47,94.25,E
2549,-42.75,-14.25,2017-04-17 05:00:00,5.54,883.0,18.85,93.7665,E
2550,-42.75,-14.25,2017-04-17 06:00:00,6.04,883.0,17.18,111.0165,E
2551,-42.75,-14.25,2017-04-17 07:00:00,6.2,883.5,17.08,114.917,SE
2552,-42.75,-14.25,2017-04-17 08:00:00,5.83,884.0,17.3,113.0,SE
2553,-42.75,-14.25,2017-04-17 09:00:00,6.0,884.33,18.23,117.6335,SE
2554,-42.75,-14.25,2017-04-17 10:00:00,6.05,884.5,19.98,116.9335,SE
2555,-42.75,-14.25,2017-04-17 11:00:00,6.16,884.0,21.2,112.1,E
2556,-42.75,-14.25,2017-04-17 12:00:00,5.84,883.0,22.13,119.7335,SE
2557,-42.75,-14.25,2017-04-17 13:00:00,5.46,883.0,23.12,115.1665,SE
2558,-42.75,-14.25,2017-04-17 14:00:00,5.35,882.0,23.87,126.7665,SE
2559,-42.75,-14.25,2017-04-17 15:00:00,5.58,882.0,24.13,110.417,E
2560,-42.75,-14.25,2017-04-17 16:00:00,5.45,882.0,24.08,96.083,E
2561,-42.75,-14.25,2017-04-17 17:00:00,5.5,882.0,23.65,96.7835,E
2562,-42.75,-14.25,2017-04-17 18:00:00,6.55,882.0,23.05,93.0,E
2563,-42.75,-14.25,2017-04-17 19:00:00,7.04,882.17,22.75,102.667,E
2564,-42.75,-14.25,2017-04-17 20:00:00,6.54,883.0,22.6,105.4165,E
2565,-42.75,-14.25,2017-04-17 21:00:00,5.89,883.0,22.9,106.917,E
2566,-42.75,-14.25,2017-04-17 22:00:00,6.54,883.0,22.6,101.65,E
2567,-42.75,-14.25,2017-04-17 23:00:00,7.38,883.0,22.1,98.233,E
2568,-42.75,-14.25,2017-04-18 00:00:00,7.8,883.0,21.27,106.7165,E
2569,-42.75,-14.25,2017-04-18 01:00:00,7.29,882.17,20.3,100.2165,E
2570,-42.75,-14.25,2017-04-18 02:00:00,7.57,882.0,20.88,92.933,E
2571,-42.75,-14.25,2017-04-18 03:00:00,6.3,882.0,20.73,90.8335,E
2572,-42.75,-14.25,2017-04-18 04:00:00,6.2,882.0,20.53,93.35,E
2573,-42.75,-14.25,2017-04-18 05:00:00,5.98,882.0,19.63,101.3835,E
2574,-42.75,-14.25,2017-04-18 06:00:00,6.82,882.5,18.52,108.817,E
2575,-42.75,-14.25,2017-04-18 07:00:00,6.11,883.33,18.97,107.533,E
2576,-42.75,-14.25,2017-04-18 08:00:00,5.3,884.17,19.88,103.15,E
2577,-42.75,-14.25,2017-04-18 09:00:00,6.75,885.0,20.68,102.4,E
2578,-42.75,-14.25,2017-04-18 10:00:00,6.76,885.0,21.38,109.8665,E
2579,-42.75,-14.25,2017-04-18 11:00:00,6.3,884.67,22.25,105.05,E
2580,-42.75,-14.25,2017-04-18 12:00:00,6.27,884.0,23.07,113.55,SE
2581,-42.75,-14.25,2017-04-18 13:00:00,5.92,883.17,23.9,114.5665,SE
2582,-42.75,-14.25,2017-04-18 14:00:00,5.91,883.0,24.48,119.3335,SE
2583,-42.75,-14.25,2017-04-18 15:00:00,6.06,882.33,24.72,117.75,SE
2584,-42.75,-14.25,2017-04-18 16:00:00,6.04,882.17,24.67,116.05,SE
2585,-42.75,-14.25,2017-04-18 17:00:00,7.32,882.67,23.9,104.633,E
2586,-42.75,-14.25,2017-04-18 18:00:00,9.72,883.0,23.33,102.0835,E
2587,-42.75,-14.25,2017-04-18 19:00:00,11.64,883.0,22.68,104.15,E
2588,-42.75,-14.25,2017-04-18 20:00:00,11.08,883.5,21.08,112.183,E
2589,-42.75,-14.25,2017-04-18 21:00:00,11.68,884.0,20.25,103.6665,E
2590,-42.75,-14.25,2017-04-18 22:00:00,11.12,884.0,19.9,102.9335,E
2591,-42.75,-14.25,2017-04-18 23:00:00,10.46,884.0,19.52,103.1835,E
2592,-42.75,-14.25,2017-04-19 00:00:00,11.41,884.0,19.15,103.15,E
2593,-42.75,-14.25,2017-04-19 01:00:00,11.03,883.83,18.05,111.933,E
2594,-42.75,-14.25,2017-04-19 02:00:00,11.03,883.0,16.93,114.8665,SE
2595,-42.75,-14.25,2017-04-19 03:00:00,10.69,883.0,16.47,117.2835,SE
2596,-42.75,-14.25,2017-04-19 04:00:00,11.12,883.0,16.57,119.967,SE
2597,-42.75,-14.25,2017-04-19 05:00:00,9.94,884.0,16.5,114.4665,SE
2598,-42.75,-14.25,2017-04-19 06:00:00,11.52,884.0,16.43,106.7,E
2599,-42.75,-14.25,2017-04-19 07:00:00,10.3,885.0,16.35,104.2335,E
2600,-42.75,-14.25,2017-04-19 08:00:00,9.88,885.33,16.68,112.5,SE
2601,-42.75,-14.25,2017-04-19 09:00:00,10.75,886.0,17.22,116.5835,SE
2602,-42.75,-14.25,2017-04-19 10:00:00,9.78,885.33,17.43,112.9,SE
2603,-42.75,-14.25,2017-04-19 11:00:00,9.13,884.67,18.53,104.0835,E
2604,-42.75,-14.25,2017-04-19 12:00:00,8.5,884.0,19.88,107.85,E
2605,-42.75,-14.25,2017-04-19 13:00:00,7.99,883.17,20.98,106.8665,E
2606,-42.75,-14.25,2017-04-19 14:00:00,8.4,883.0,21.87,110.7335,E
2607,-42.75,-14.25,2017-04-19 15:00:00,8.35,883.0,22.18,107.1835,E
2608,-42.75,-14.25,2017-04-19 16:00:00,8.33,883.0,22.08,101.5335,E
2609,-42.75,-14.25,2017-04-19 17:00:00,7.81,883.0,21.7,99.3,E
2610,-42.75,-14.25,2017-04-19 18:00:00,8.88,882.67,21.37,97.8835,E
2611,-42.75,-14.25,2017-04-19 19:00:00,10.21,883.0,21.37,100.7665,E
2612,-42.75,-14.25,2017-04-19 20:00:00,11.06,883.67,19.88,109.7665,E
2613,-42.75,-14.25,2017-04-19 21:00:00,10.94,884.0,19.18,107.5,E
2614,-42.75,-14.25,2017-04-19 22:00:00,11.22,884.0,18.6,108.95,E
2615,-42.75,-14.25,2017-04-19 23:00:00,9.81,884.0,18.2,111.15,E
2616,-42.75,-14.25,2017-04-20 00:00:00,7.62,884.0,17.65,115.7165,SE
2617,-42.75,-14.25,2017-04-20 01:00:00,7.42,883.5,16.77,124.4165,SE
2618,-42.75,-14.25,2017-04-20 02:00:00,6.76,883.0,16.18,129.8,SE
2619,-42.75,-14.25,2017-04-20 03:00:00,7.14,883.0,16.02,127.05,SE
2620,-42.75,-14.25,2017-04-20 04:00:00,8.73,883.0,15.98,121.3665,SE
2621,-42.75,-14.25,2017-04-20 05:00:00,9.2,883.33,16.0,123.183,SE
2622,-42.75,-14.25,2017-04-20 06:00:00,9.14,884.0,15.95,123.6335,SE
2623,-42.75,-14.25,2017-04-20 07:00:00,8.73,884.0,15.9,123.5,SE
2624,-42.75,-14.25,2017-04-20 08:00:00,9.66,884.0,15.93,125.55,SE
2625,-42.75,-14.25,2017-04-20 09:00:00,9.78,884.0,16.12,119.85,SE
2626,-42.75,-14.25,2017-04-20 10:00:00,10.42,884.17,16.67,117.3835,SE
2627,-42.75,-14.25,2017-04-20 11:00:00,10.14,884.5,18.37,118.2335,SE
2628,-42.75,-14.25,2017-04-20 12:00:00,9.63,883.83,18.65,110.233,E
2629,-42.75,-14.25,2017-04-20 13:00:00,9.16,883.0,19.37,116.117,SE
2630,-42.75,-14.25,2017-04-20 14:00:00,8.88,883.0,19.78,118.1,SE
2631,-42.75,-14.25,2017-04-20 15:00:00,8.32,882.17,20.12,114.283,SE
2632,-42.75,-14.25,2017-04-20 16:00:00,8.78,882.17,19.85,99.85,E
2633,-42.75,-14.25,2017-04-20 17:00:00,9.4,882.33,19.0,97.1835,E
2634,-42.75,-14.25,2017-04-20 18:00:00,9.39,882.0,18.48,99.5165,E
2635,-42.75,-14.25,2017-04-20 19:00:00,10.04,882.83,18.27,103.4335,E
2636,-42.75,-14.25,2017-04-20 20:00:00,10.5,883.0,18.12,104.8665,E
2637,-42.75,-14.25,2017-04-20 21:00:00,10.67,883.0,17.65,102.7665,E
2638,-42.75,-14.25,2017-04-20 22:00:00,10.96,883.0,17.2,101.967,E
2639,-42.75,-14.25,2017-04-20 23:00:00,10.25,883.0,16.98,103.45,E
2640,-42.75,-14.25,2017-04-21 00:00:00,10.44,883.0,16.62,101.45,E
2641,-42.75,-14.25,2017-04-21 01:00:00,9.15,883.0,16.1,101.15,E
2642,-42.75,-14.25,2017-04-21 02:00:00,9.15,883.0,15.8,111.0,E
2643,-42.75,-14.25,2017-04-21 03:00:00,8.51,883.0,15.55,114.883,SE
2644,-42.75,-14.25,2017-04-21 04:00:00,9.19,883.0,15.22,112.333,E
2645,-42.75,-14.25,2017-04-21 05:00:00,8.88,883.0,15.07,115.767,SE
2646,-42.75,-14.25,2017-04-21 06:00:00,8.52,883.33,14.8,113.317,SE
2647,-42.75,-14.25,2017-04-21 07:00:00,7.49,884.0,15.0,108.8665,E
2648,-42.75,-14.25,2017-04-21 08:00:00,7.06,884.83,16.15,105.3,E
2649,-42.75,-14.25,2017-04-21 09:00:00,6.93,885.67,17.1,107.5,E
2650,-42.75,-14.25,2017-04-21 10:00:00,6.8,885.33,18.45,105.6835,E
2651,-42.75,-14.25,2017-04-21 11:00:00,6.32,885.0,19.7,104.45,E
2652,-42.75,-14.25,2017-04-21 12:00:00,5.33,884.17,20.98,91.717,E
2653,-42.75,-14.25,2017-04-21 13:00:00,4.25,883.67,22.03,92.867,E
2654,-42.75,-14.25,2017-04-21 14:00:00,3.07,883.0,22.63,105.4335,E
2655,-42.75,-14.25,2017-04-21 15:00:00,2.2,883.0,23.02,91.317,E
2656,-42.75,-14.25,2017-04-21 16:00:00,2.74,883.0,23.23,104.283,E
2657,-42.75,-14.25,2017-04-21 17:00:00,3.46,883.0,22.68,106.1665,E
2658,-42.75,-14.25,2017-04-21 18:00:00,3.76,883.0,22.67,102.85,E
2659,-42.75,-14.25,2017-04-21 19:00:00,6.06,883.67,22.17,93.05,E
2660,-42.75,-14.25,2017-04-21 20:00:00,6.87,884.0,21.15,93.1,E
2661,-42.75,-14.25,2017-04-21 21:00:00,6.88,884.0,20.77,96.9835,E
2662,-42.75,-14.25,2017-04-21 22:00:00,7.82,884.0,19.57,101.0,E
2663,-42.75,-14.25,2017-04-21 23:00:00,7.78,883.67,18.77,100.9335,E
2664,-42.75,-14.25,2017-04-22 00:00:00,6.32,883.0,18.0,108.35,E
2665,-42.75,-14.25,2017-04-22 01:00:00,6.18,883.0,17.25,107.4665,E
2666,-42.75,-14.25,2017-04-22 02:00:00,6.04,882.33,16.82,111.7165,E
2667,-42.75,-14.25,2017-04-22 03:00:00,5.87,882.17,16.42,116.967,SE
2668,-42.75,-14.25,2017-04-22 04:00:00,5.74,882.83,16.23,121.3335,SE
2669,-42.75,-14.25,2017-04-22 05:00:00,5.03,882.83,16.2,122.8165,SE
2670,-42.75,-14.25,2017-04-22 06:00:00,5.18,883.33,16.18,125.117,SE
2671,-42.75,-14.25,2017-04-22 07:00:00,4.98,884.0,16.25,125.1335,SE
2672,-42.75,-14.25,2017-04-22 08:00:00,4.9,884.5,16.58,121.65,SE
2673,-42.75,-14.25,2017-04-22 09:00:00,4.77,885.0,17.08,114.55,SE
2674,-42.75,-14.25,2017-04-22 10:00:00,4.34,885.17,17.8,109.933,E
2675,-42.75,-14.25,2017-04-22 11:00:00,3.72,885.0,20.4,104.65,E
2676,-42.75,-14.25,2017-04-22 12:00:00,3.21,884.67,22.7,105.3,E
2677,-42.75,-14.25,2017-04-22 13:00:00,2.68,884.0,24.02,132.25,SE
