;Longitude;Latitude;Valor_Pressao;Data
3914;-42.75;-14.25;1017.42;2017-06-13 02:00:00
3915;-42.75;-14.25;1017.81;2017-06-13 03:00:00
3916;-42.75;-14.25;1017.76;2017-06-13 04:00:00
3917;-42.75;-14.25;1017.54;2017-06-13 05:00:00
3918;-42.75;-14.25;1017.6;2017-06-13 06:00:00
3919;-42.75;-14.25;1017.49;2017-06-13 07:00:00
3920;-42.75;-14.25;1017.92;2017-06-13 08:00:00
3921;-42.75;-14.25;1018.2;2017-06-13 09:00:00
3922;-42.75;-14.25;1019.16;2017-06-13 10:00:00
3923;-42.75;-14.25;1019.64;2017-06-13 11:00:00
3924;-42.75;-14.25;1019.78;2017-06-13 12:00:00
3925;-42.75;-14.25;1019.59;2017-06-13 13:00:00
3926;-42.75;-14.25;1018.87;2017-06-13 14:00:00
3927;-42.75;-14.25;1018.0;2017-06-13 15:00:00
3928;-42.75;-14.25;1017.03;2017-06-13 16:00:00
3929;-42.75;-14.25;1016.08;2017-06-13 17:00:00
3930;-42.75;-14.25;1015.84;2017-06-13 18:00:00
3931;-42.75;-14.25;1015.45;2017-06-13 19:00:00
3932;-42.75;-14.25;1016.21;2017-06-13 20:00:00
3933;-42.75;-14.25;1016.55;2017-06-13 21:00:00
3934;-42.75;-14.25;1016.99;2017-06-13 22:00:00
3935;-42.75;-14.25;1017.29;2017-06-13 23:00:00
3936;-42.75;-14.25;1017.7;2017-06-14 00:00:00
3937;-42.75;-14.25;1017.82;2017-06-14 01:00:00
3938;-42.75;-14.25;1018.31;2017-06-14 02:00:00
3939;-42.75;-14.25;1018.41;2017-06-14 03:00:00
3940;-42.75;-14.25;1018.57;2017-06-14 04:00:00
3941;-42.75;-14.25;1018.23;2017-06-14 05:00:00
3942;-42.75;-14.25;1018.33;2017-06-14 06:00:00
3943;-42.75;-14.25;1018.32;2017-06-14 07:00:00
3944;-42.75;-14.25;1018.8;2017-06-14 08:00:00
3945;-42.75;-14.25;1019.3;2017-06-14 09:00:00
3946;-42.75;-14.25;1019.84;2017-06-14 10:00:00
3947;-42.75;-14.25;1020.32;2017-06-14 11:00:00
3948;-42.75;-14.25;1021.13;2017-06-14 12:00:00
3949;-42.75;-14.25;1020.73;2017-06-14 13:00:00
3950;-42.75;-14.25;1020.28;2017-06-14 14:00:00
3951;-42.75;-14.25;1019.17;2017-06-14 15:00:00
3952;-42.75;-14.25;1018.22;2017-06-14 16:00:00
3953;-42.75;-14.25;1017.03;2017-06-14 17:00:00
3954;-42.75;-14.25;1016.41;2017-06-14 18:00:00
3955;-42.75;-14.25;1016.18;2017-06-14 19:00:00
3956;-42.75;-14.25;1016.4;2017-06-14 20:00:00
3957;-42.75;-14.25;1016.83;2017-06-14 21:00:00
3958;-42.75;-14.25;1017.29;2017-06-14 22:00:00
3959;-42.75;-14.25;1017.83;2017-06-14 23:00:00
3960;-42.75;-14.25;1018.0;2017-06-15 00:00:00
3961;-42.75;-14.25;1018.64;2017-06-15 01:00:00
3962;-42.75;-14.25;1019.05;2017-06-15 02:00:00
3963;-42.75;-14.25;1019.16;2017-06-15 03:00:00
3964;-42.75;-14.25;1018.93;2017-06-15 04:00:00
3965;-42.75;-14.25;1018.42;2017-06-15 05:00:00
3966;-42.75;-14.25;1018.29;2017-06-15 06:00:00
3967;-42.75;-14.25;1018.13;2017-06-15 07:00:00
3968;-42.75;-14.25;1018.56;2017-06-15 08:00:00
3969;-42.75;-14.25;1019.21;2017-06-15 09:00:00
3970;-42.75;-14.25;1019.91;2017-06-15 10:00:00
3971;-42.75;-14.25;1020.25;2017-06-15 11:00:00
3972;-42.75;-14.25;1020.52;2017-06-15 12:00:00
3973;-42.75;-14.25;1020.68;2017-06-15 13:00:00
3974;-42.75;-14.25;1020.18;2017-06-15 14:00:00
3975;-42.75;-14.25;1018.91;2017-06-15 15:00:00
3976;-42.75;-14.25;1017.76;2017-06-15 16:00:00
3977;-42.75;-14.25;1016.56;2017-06-15 17:00:00
3978;-42.75;-14.25;1016.12;2017-06-15 18:00:00
3979;-42.75;-14.25;1016.37;2017-06-15 19:00:00
3980;-42.75;-14.25;1016.54;2017-06-15 20:00:00
3981;-42.75;-14.25;1017.01;2017-06-15 21:00:00
3982;-42.75;-14.25;1017.53;2017-06-15 22:00:00
3983;-42.75;-14.25;1018.26;2017-06-15 23:00:00
3984;-42.75;-14.25;1018.75;2017-06-16 00:00:00
3985;-42.75;-14.25;1019.29;2017-06-16 01:00:00
3986;-42.75;-14.25;1019.53;2017-06-16 02:00:00
3987;-42.75;-14.25;1019.65;2017-06-16 03:00:00
3988;-42.75;-14.25;1019.29;2017-06-16 04:00:00
3989;-42.75;-14.25;1018.99;2017-06-16 05:00:00
3990;-42.75;-14.25;1019.08;2017-06-16 06:00:00
3991;-42.75;-14.25;1019.06;2017-06-16 07:00:00
3992;-42.75;-14.25;1019.61;2017-06-16 08:00:00
3993;-42.75;-14.25;1020.09;2017-06-16 09:00:00
3994;-42.75;-14.25;1020.77;2017-06-16 10:00:00
3995;-42.75;-14.25;1020.89;2017-06-16 11:00:00
3996;-42.75;-14.25;1021.19;2017-06-16 12:00:00
3997;-42.75;-14.25;1020.78;2017-06-16 13:00:00
3998;-42.75;-14.25;1020.06;2017-06-16 14:00:00
3999;-42.75;-14.25;1019.27;2017-06-16 15:00:00
4000;-42.75;-14.25;1018.21;2017-06-16 16:00:00
4001;-42.75;-14.25;1017.65;2017-06-16 17:00:00
4002;-42.75;-14.25;1017.2;2017-06-16 18:00:00
4003;-42.75;-14.25;1017.33;2017-06-16 19:00:00
4004;-42.75;-14.25;1017.76;2017-06-16 20:00:00
4005;-42.75;-14.25;1017.69;2017-06-16 21:00:00
4006;-42.75;-14.25;1018.51;2017-06-16 22:00:00
4007;-42.75;-14.25;1018.5;2017-06-16 23:00:00
4008;-42.75;-14.25;1018.76;2017-06-17 00:00:00
4009;-42.75;-14.25;1018.94;2017-06-17 01:00:00
4010;-42.75;-14.25;1018.99;2017-06-17 02:00:00
4011;-42.75;-14.25;1018.9;2017-06-17 03:00:00
4012;-42.75;-14.25;1018.62;2017-06-17 04:00:00
4013;-42.75;-14.25;1018.24;2017-06-17 05:00:00
4014;-42.75;-14.25;1018.28;2017-06-17 06:00:00
4015;-42.75;-14.25;1017.95;2017-06-17 07:00:00
4016;-42.75;-14.25;1018.14;2017-06-17 08:00:00
4017;-42.75;-14.25;1018.55;2017-06-17 09:00:00
4018;-42.75;-14.25;1018.99;2017-06-17 10:00:00
4019;-42.75;-14.25;1019.37;2017-06-17 11:00:00
4020;-42.75;-14.25;1019.45;2017-06-17 12:00:00
4021;-42.75;-14.25;1019.22;2017-06-17 13:00:00
4022;-42.75;-14.25;1018.26;2017-06-17 14:00:00
4023;-42.75;-14.25;1017.27;2017-06-17 15:00:00
4024;-42.75;-14.25;1016.44;2017-06-17 16:00:00
4025;-42.75;-14.25;1015.58;2017-06-17 17:00:00
4026;-42.75;-14.25;1015.12;2017-06-17 18:00:00
4027;-42.75;-14.25;1015.17;2017-06-17 19:00:00
4028;-42.75;-14.25;1015.2;2017-06-17 20:00:00
4029;-42.75;-14.25;1015.41;2017-06-17 21:00:00
4030;-42.75;-14.25;1015.6;2017-06-17 22:00:00
4031;-42.75;-14.25;1015.77;2017-06-17 23:00:00
4032;-42.75;-14.25;1017.1;2017-06-18 00:00:00
4033;-42.75;-14.25;1017.21;2017-06-18 01:00:00
4034;-42.75;-14.25;1017.32;2017-06-18 02:00:00
4035;-42.75;-14.25;1017.39;2017-06-18 03:00:00
4036;-42.75;-14.25;1016.93;2017-06-18 04:00:00
4037;-42.75;-14.25;1016.74;2017-06-18 05:00:00
4038;-42.75;-14.25;1016.75;2017-06-18 06:00:00
4039;-42.75;-14.25;1016.96;2017-06-18 07:00:00
4040;-42.75;-14.25;1017.37;2017-06-18 08:00:00
4041;-42.75;-14.25;1018.01;2017-06-18 09:00:00
4042;-42.75;-14.25;1018.93;2017-06-18 10:00:00
4043;-42.75;-14.25;1019.18;2017-06-18 11:00:00
4044;-42.75;-14.25;1019.73;2017-06-18 12:00:00
4045;-42.75;-14.25;1018.98;2017-06-18 13:00:00
4046;-42.75;-14.25;1018.24;2017-06-18 14:00:00
4047;-42.75;-14.25;1017.08;2017-06-18 15:00:00
4048;-42.75;-14.25;1015.9;2017-06-18 16:00:00
4049;-42.75;-14.25;1014.97;2017-06-18 17:00:00
4050;-42.75;-14.25;1014.39;2017-06-18 18:00:00
4051;-42.75;-14.25;1014.54;2017-06-18 19:00:00
4052;-42.75;-14.25;1014.96;2017-06-18 20:00:00
4053;-42.75;-14.25;1015.3;2017-06-18 21:00:00
4054;-42.75;-14.25;1015.61;2017-06-18 22:00:00
4055;-42.75;-14.25;1016.06;2017-06-18 23:00:00
4056;-42.75;-14.25;1016.5;2017-06-19 00:00:00
4057;-42.75;-14.25;1016.51;2017-06-19 01:00:00
4058;-42.75;-14.25;1016.51;2017-06-19 02:00:00
4059;-42.75;-14.25;1016.81;2017-06-19 03:00:00
4060;-42.75;-14.25;1016.64;2017-06-19 04:00:00
4061;-42.75;-14.25;1016.63;2017-06-19 05:00:00
4062;-42.75;-14.25;1016.83;2017-06-19 06:00:00
4063;-42.75;-14.25;1016.87;2017-06-19 07:00:00
4064;-42.75;-14.25;1017.45;2017-06-19 08:00:00
4065;-42.75;-14.25;1018.01;2017-06-19 09:00:00
4066;-42.75;-14.25;1018.61;2017-06-19 10:00:00
4067;-42.75;-14.25;1019.38;2017-06-19 11:00:00
4068;-42.75;-14.25;1019.76;2017-06-19 12:00:00
4069;-42.75;-14.25;1019.03;2017-06-19 13:00:00
4070;-42.75;-14.25;1018.2;2017-06-19 14:00:00
4071;-42.75;-14.25;1017.22;2017-06-19 15:00:00
4072;-42.75;-14.25;1015.75;2017-06-19 16:00:00
4073;-42.75;-14.25;1014.77;2017-06-19 17:00:00
4074;-42.75;-14.25;1014.51;2017-06-19 18:00:00
4075;-42.75;-14.25;1014.54;2017-06-19 19:00:00
4076;-42.75;-14.25;1014.58;2017-06-19 20:00:00
4077;-42.75;-14.25;1015.17;2017-06-19 21:00:00
4078;-42.75;-14.25;1015.68;2017-06-19 22:00:00
4079;-42.75;-14.25;1016.14;2017-06-19 23:00:00
4080;-42.75;-14.25;1016.82;2017-06-20 00:00:00
4081;-42.75;-14.25;1017.13;2017-06-20 01:00:00
4082;-42.75;-14.25;1017.18;2017-06-20 02:00:00
4083;-42.75;-14.25;1017.35;2017-06-20 03:00:00
4084;-42.75;-14.25;1017.34;2017-06-20 04:00:00
4085;-42.75;-14.25;1017.12;2017-06-20 05:00:00
4086;-42.75;-14.25;1017.03;2017-06-20 06:00:00
4087;-42.75;-14.25;1017.48;2017-06-20 07:00:00
4088;-42.75;-14.25;1017.77;2017-06-20 08:00:00
4089;-42.75;-14.25;1018.28;2017-06-20 09:00:00
4090;-42.75;-14.25;1019.07;2017-06-20 10:00:00
4091;-42.75;-14.25;1019.58;2017-06-20 11:00:00
4092;-42.75;-14.25;1019.76;2017-06-20 12:00:00
4093;-42.75;-14.25;1019.65;2017-06-20 13:00:00
4094;-42.75;-14.25;1019.09;2017-06-20 14:00:00
4095;-42.75;-14.25;1018.14;2017-06-20 15:00:00
4096;-42.75;-14.25;1016.58;2017-06-20 16:00:00
4097;-42.75;-14.25;1015.69;2017-06-20 17:00:00
4098;-42.75;-14.25;1014.73;2017-06-20 18:00:00
4099;-42.75;-14.25;1014.69;2017-06-20 19:00:00
4100;-42.75;-14.25;1015.22;2017-06-20 20:00:00
4101;-42.75;-14.25;1015.8;2017-06-20 21:00:00
4102;-42.75;-14.25;1016.47;2017-06-20 22:00:00
4103;-42.75;-14.25;1016.75;2017-06-20 23:00:00
4104;-42.75;-14.25;1017.31;2017-06-21 00:00:00
4105;-42.75;-14.25;1017.83;2017-06-21 01:00:00
4106;-42.75;-14.25;1018.24;2017-06-21 02:00:00
4107;-42.75;-14.25;1018.54;2017-06-21 03:00:00
4108;-42.75;-14.25;1018.45;2017-06-21 04:00:00
4109;-42.75;-14.25;1018.09;2017-06-21 05:00:00
4110;-42.75;-14.25;1018.31;2017-06-21 06:00:00
4111;-42.75;-14.25;1018.3;2017-06-21 07:00:00
4112;-42.75;-14.25;1018.72;2017-06-21 08:00:00
4113;-42.75;-14.25;1019.25;2017-06-21 09:00:00
4114;-42.75;-14.25;1019.72;2017-06-21 10:00:00
4115;-42.75;-14.25;1020.47;2017-06-21 11:00:00
4116;-42.75;-14.25;1021.09;2017-06-21 12:00:00
4117;-42.75;-14.25;1021.11;2017-06-21 13:00:00
4118;-42.75;-14.25;1020.37;2017-06-21 14:00:00
4119;-42.75;-14.25;1019.19;2017-06-21 15:00:00
4120;-42.75;-14.25;1017.96;2017-06-21 16:00:00
4121;-42.75;-14.25;1016.74;2017-06-21 17:00:00
4122;-42.75;-14.25;1016.08;2017-06-21 18:00:00
4123;-42.75;-14.25;1015.77;2017-06-21 19:00:00
4124;-42.75;-14.25;1016.26;2017-06-21 20:00:00
4125;-42.75;-14.25;1016.41;2017-06-21 21:00:00
4126;-42.75;-14.25;1016.96;2017-06-21 22:00:00
4127;-42.75;-14.25;1017.52;2017-06-21 23:00:00
4128;-42.75;-14.25;1018.05;2017-06-22 00:00:00
4129;-42.75;-14.25;1018.9;2017-06-22 01:00:00
4130;-42.75;-14.25;1019.16;2017-06-22 02:00:00
4131;-42.75;-14.25;1019.11;2017-06-22 03:00:00
4132;-42.75;-14.25;1018.84;2017-06-22 04:00:00
4133;-42.75;-14.25;1018.54;2017-06-22 05:00:00
4134;-42.75;-14.25;1018.82;2017-06-22 06:00:00
4135;-42.75;-14.25;1018.8;2017-06-22 07:00:00
4136;-42.75;-14.25;1019.04;2017-06-22 08:00:00
4137;-42.75;-14.25;1019.62;2017-06-22 09:00:00
4138;-42.75;-14.25;1020.2;2017-06-22 10:00:00
4139;-42.75;-14.25;1020.57;2017-06-22 11:00:00
4140;-42.75;-14.25;1020.63;2017-06-22 12:00:00
4141;-42.75;-14.25;1020.4;2017-06-22 13:00:00
4142;-42.75;-14.25;1019.53;2017-06-22 14:00:00
4143;-42.75;-14.25;1018.66;2017-06-22 15:00:00
4144;-42.75;-14.25;1017.98;2017-06-22 16:00:00
4145;-42.75;-14.25;1017.31;2017-06-22 17:00:00
4146;-42.75;-14.25;1016.33;2017-06-22 18:00:00
4147;-42.75;-14.25;1016.27;2017-06-22 19:00:00
4148;-42.75;-14.25;1016.18;2017-06-22 20:00:00
4149;-42.75;-14.25;1016.72;2017-06-22 21:00:00
4150;-42.75;-14.25;1016.79;2017-06-22 22:00:00
4151;-42.75;-14.25;1017.57;2017-06-22 23:00:00
4152;-42.75;-14.25;1018.32;2017-06-23 00:00:00
4153;-42.75;-14.25;1019.12;2017-06-23 01:00:00
4154;-42.75;-14.25;1019.36;2017-06-23 02:00:00
4155;-42.75;-14.25;1018.79;2017-06-23 03:00:00
4156;-42.75;-14.25;1018.88;2017-06-23 04:00:00
4157;-42.75;-14.25;1018.09;2017-06-23 05:00:00
4158;-42.75;-14.25;1018.11;2017-06-23 06:00:00
4159;-42.75;-14.25;1018.08;2017-06-23 07:00:00
4160;-42.75;-14.25;1018.59;2017-06-23 08:00:00
4161;-42.75;-14.25;1019.17;2017-06-23 09:00:00
4162;-42.75;-14.25;1019.89;2017-06-23 10:00:00
4163;-42.75;-14.25;1020.28;2017-06-23 11:00:00
4164;-42.75;-14.25;1020.71;2017-06-23 12:00:00
4165;-42.75;-14.25;1020.37;2017-06-23 13:00:00
4166;-42.75;-14.25;1019.9;2017-06-23 14:00:00
4167;-42.75;-14.25;1018.76;2017-06-23 15:00:00
4168;-42.75;-14.25;1018.27;2017-06-23 16:00:00
4169;-42.75;-14.25;1016.85;2017-06-23 17:00:00
4170;-42.75;-14.25;1016.45;2017-06-23 18:00:00
4171;-42.75;-14.25;1016.44;2017-06-23 19:00:00
4172;-42.75;-14.25;1016.85;2017-06-23 20:00:00
4173;-42.75;-14.25;1017.48;2017-06-23 21:00:00
4174;-42.75;-14.25;1017.31;2017-06-23 22:00:00
4175;-42.75;-14.25;1018.38;2017-06-23 23:00:00
4176;-42.75;-14.25;1019.36;2017-06-24 00:00:00
4177;-42.75;-14.25;1019.75;2017-06-24 01:00:00
4178;-42.75;-14.25;1020.31;2017-06-24 02:00:00
4179;-42.75;-14.25;1020.19;2017-06-24 03:00:00
4180;-42.75;-14.25;1019.99;2017-06-24 04:00:00
4181;-42.75;-14.25;1019.32;2017-06-24 05:00:00
4182;-42.75;-14.25;1019.58;2017-06-24 06:00:00
4183;-42.75;-14.25;1019.13;2017-06-24 07:00:00
4184;-42.75;-14.25;1019.74;2017-06-24 08:00:00
4185;-42.75;-14.25;1020.05;2017-06-24 09:00:00
4186;-42.75;-14.25;1020.71;2017-06-24 10:00:00
4187;-42.75;-14.25;1021.13;2017-06-24 11:00:00
4188;-42.75;-14.25;1021.76;2017-06-24 12:00:00
4189;-42.75;-14.25;1022.01;2017-06-24 13:00:00
4190;-42.75;-14.25;1020.88;2017-06-24 14:00:00
4191;-42.75;-14.25;1019.94;2017-06-24 15:00:00
4192;-42.75;-14.25;1018.58;2017-06-24 16:00:00
4193;-42.75;-14.25;1017.2;2017-06-24 17:00:00
4194;-42.75;-14.25;1016.71;2017-06-24 18:00:00
4195;-42.75;-14.25;1016.21;2017-06-24 19:00:00
4196;-42.75;-14.25;1016.63;2017-06-24 20:00:00
4197;-42.75;-14.25;1017.33;2017-06-24 21:00:00
4198;-42.75;-14.25;1018.07;2017-06-24 22:00:00
4199;-42.75;-14.25;1018.78;2017-06-24 23:00:00
4200;-42.75;-14.25;1019.5;2017-06-25 00:00:00
4201;-42.75;-14.25;1020.28;2017-06-25 01:00:00
4202;-42.75;-14.25;1020.29;2017-06-25 02:00:00
4203;-42.75;-14.25;1020.63;2017-06-25 03:00:00
4204;-42.75;-14.25;1020.3;2017-06-25 04:00:00
4205;-42.75;-14.25;1019.84;2017-06-25 05:00:00
4206;-42.75;-14.25;1019.77;2017-06-25 06:00:00
4207;-42.75;-14.25;1019.8;2017-06-25 07:00:00
4208;-42.75;-14.25;1020.13;2017-06-25 08:00:00
4209;-42.75;-14.25;1020.43;2017-06-25 09:00:00
4210;-42.75;-14.25;1020.85;2017-06-25 10:00:00
4211;-42.75;-14.25;1021.29;2017-06-25 11:00:00
4212;-42.75;-14.25;1021.51;2017-06-25 12:00:00
4213;-42.75;-14.25;1021.37;2017-06-25 13:00:00
4214;-42.75;-14.25;1020.98;2017-06-25 14:00:00
4215;-42.75;-14.25;1019.6;2017-06-25 15:00:00
4216;-42.75;-14.25;1018.78;2017-06-25 16:00:00
4217;-42.75;-14.25;1017.68;2017-06-25 17:00:00
4218;-42.75;-14.25;1017.15;2017-06-25 18:00:00
4219;-42.75;-14.25;1016.8;2017-06-25 19:00:00
4220;-42.75;-14.25;1017.22;2017-06-25 20:00:00
4221;-42.75;-14.25;1017.59;2017-06-25 21:00:00
4222;-42.75;-14.25;1018.04;2017-06-25 22:00:00
4223;-42.75;-14.25;1018.58;2017-06-25 23:00:00
4224;-42.75;-14.25;1019.11;2017-06-26 00:00:00
4225;-42.75;-14.25;1019.64;2017-06-26 01:00:00
4226;-42.75;-14.25;1019.87;2017-06-26 02:00:00
4227;-42.75;-14.25;1019.94;2017-06-26 03:00:00
4228;-42.75;-14.25;1019.64;2017-06-26 04:00:00
4229;-42.75;-14.25;1019.06;2017-06-26 05:00:00
4230;-42.75;-14.25;1019.28;2017-06-26 06:00:00
4231;-42.75;-14.25;1018.99;2017-06-26 07:00:00
4232;-42.75;-14.25;1019.5;2017-06-26 08:00:00
4233;-42.75;-14.25;1019.79;2017-06-26 09:00:00
4234;-42.75;-14.25;1020.37;2017-06-26 10:00:00
4235;-42.75;-14.25;1020.39;2017-06-26 11:00:00
4236;-42.75;-14.25;1020.65;2017-06-26 12:00:00
4237;-42.75;-14.25;1020.58;2017-06-26 13:00:00
4238;-42.75;-14.25;1020.03;2017-06-26 14:00:00
4239;-42.75;-14.25;1019.37;2017-06-26 15:00:00
4240;-42.75;-14.25;1018.61;2017-06-26 16:00:00
4241;-42.75;-14.25;1017.65;2017-06-26 17:00:00
4242;-42.75;-14.25;1016.87;2017-06-26 18:00:00
4243;-42.75;-14.25;1016.88;2017-06-26 19:00:00
4244;-42.75;-14.25;1016.83;2017-06-26 20:00:00
4245;-42.75;-14.25;1017.03;2017-06-26 21:00:00
4246;-42.75;-14.25;1017.42;2017-06-26 22:00:00
4247;-42.75;-14.25;1017.91;2017-06-26 23:00:00
4248;-42.75;-14.25;1018.57;2017-06-27 00:00:00
4249;-42.75;-14.25;1019.04;2017-06-27 01:00:00
4250;-42.75;-14.25;1019.74;2017-06-27 02:00:00
4251;-42.75;-14.25;1019.77;2017-06-27 03:00:00
4252;-42.75;-14.25;1019.95;2017-06-27 04:00:00
4253;-42.75;-14.25;1019.5;2017-06-27 05:00:00
4254;-42.75;-14.25;1019.18;2017-06-27 06:00:00
4255;-42.75;-14.25;1019.21;2017-06-27 07:00:00
4256;-42.75;-14.25;1019.11;2017-06-27 08:00:00
4257;-42.75;-14.25;1019.65;2017-06-27 09:00:00
4258;-42.75;-14.25;1019.57;2017-06-27 10:00:00
4259;-42.75;-14.25;1020.14;2017-06-27 11:00:00
4260;-42.75;-14.25;1020.66;2017-06-27 12:00:00
4261;-42.75;-14.25;1020.58;2017-06-27 13:00:00
4262;-42.75;-14.25;1020.15;2017-06-27 14:00:00
4263;-42.75;-14.25;1019.31;2017-06-27 15:00:00
4264;-42.75;-14.25;1018.91;2017-06-27 16:00:00
4265;-42.75;-14.25;1017.96;2017-06-27 17:00:00
4266;-42.75;-14.25;1017.86;2017-06-27 18:00:00
4267;-42.75;-14.25;1017.61;2017-06-27 19:00:00
4268;-42.75;-14.25;1017.64;2017-06-27 20:00:00
4269;-42.75;-14.25;1017.77;2017-06-27 21:00:00
4270;-42.75;-14.25;1018.0;2017-06-27 22:00:00
4271;-42.75;-14.25;1018.81;2017-06-27 23:00:00
4272;-42.75;-14.25;1019.63;2017-06-28 00:00:00
4273;-42.75;-14.25;1019.83;2017-06-28 01:00:00
4274;-42.75;-14.25;1020.31;2017-06-28 02:00:00
4275;-42.75;-14.25;1020.49;2017-06-28 03:00:00
4276;-42.75;-14.25;1020.18;2017-06-28 04:00:00
4277;-42.75;-14.25;1019.86;2017-06-28 05:00:00
4278;-42.75;-14.25;1019.76;2017-06-28 06:00:00
4279;-42.75;-14.25;1019.79;2017-06-28 07:00:00
4280;-42.75;-14.25;1019.95;2017-06-28 08:00:00
4281;-42.75;-14.25;1020.43;2017-06-28 09:00:00
4282;-42.75;-14.25;1020.71;2017-06-28 10:00:00
4283;-42.75;-14.25;1021.06;2017-06-28 11:00:00
4284;-42.75;-14.25;1021.59;2017-06-28 12:00:00
4285;-42.75;-14.25;1021.45;2017-06-28 13:00:00
4286;-42.75;-14.25;1021.42;2017-06-28 14:00:00
4287;-42.75;-14.25;1020.43;2017-06-28 15:00:00
4288;-42.75;-14.25;1019.31;2017-06-28 16:00:00
4289;-42.75;-14.25;1018.49;2017-06-28 17:00:00
4290;-42.75;-14.25;1018.33;2017-06-28 18:00:00
4291;-42.75;-14.25;1018.57;2017-06-28 19:00:00
4292;-42.75;-14.25;1018.63;2017-06-28 20:00:00
4293;-42.75;-14.25;1019.11;2017-06-28 21:00:00
4294;-42.75;-14.25;1019.34;2017-06-28 22:00:00
4295;-42.75;-14.25;1020.01;2017-06-28 23:00:00
4296;-42.75;-14.25;1020.44;2017-06-29 00:00:00
4297;-42.75;-14.25;1020.41;2017-06-29 01:00:00
4298;-42.75;-14.25;1020.73;2017-06-29 02:00:00
4299;-42.75;-14.25;1020.3;2017-06-29 03:00:00
4300;-42.75;-14.25;1020.15;2017-06-29 04:00:00
4301;-42.75;-14.25;1019.73;2017-06-29 05:00:00
4302;-42.75;-14.25;1019.88;2017-06-29 06:00:00
4303;-42.75;-14.25;1019.73;2017-06-29 07:00:00
4304;-42.75;-14.25;1020.15;2017-06-29 08:00:00
4305;-42.75;-14.25;1020.43;2017-06-29 09:00:00
4306;-42.75;-14.25;1021.29;2017-06-29 10:00:00
4307;-42.75;-14.25;1021.94;2017-06-29 11:00:00
4308;-42.75;-14.25;1022.39;2017-06-29 12:00:00
4309;-42.75;-14.25;1022.18;2017-06-29 13:00:00
4310;-42.75;-14.25;1021.55;2017-06-29 14:00:00
4311;-42.75;-14.25;1020.47;2017-06-29 15:00:00
4312;-42.75;-14.25;1019.51;2017-06-29 16:00:00
4313;-42.75;-14.25;1018.36;2017-06-29 17:00:00
4314;-42.75;-14.25;1017.9;2017-06-29 18:00:00
4315;-42.75;-14.25;1018.06;2017-06-29 19:00:00
4316;-42.75;-14.25;1018.1;2017-06-29 20:00:00
4317;-42.75;-14.25;1018.45;2017-06-29 21:00:00
4318;-42.75;-14.25;1018.95;2017-06-29 22:00:00
4319;-42.75;-14.25;1019.38;2017-06-29 23:00:00
4320;-42.75;-14.25;1019.49;2017-06-30 00:00:00
4321;-42.75;-14.25;1020.52;2017-06-30 01:00:00
4322;-42.75;-14.25;1020.7;2017-06-30 02:00:00
4323;-42.75;-14.25;1020.85;2017-06-30 03:00:00
4324;-42.75;-14.25;1020.52;2017-06-30 04:00:00
4325;-42.75;-14.25;1020.01;2017-06-30 05:00:00
4326;-42.75;-14.25;1020.11;2017-06-30 06:00:00
4327;-42.75;-14.25;1020.05;2017-06-30 07:00:00
4328;-42.75;-14.25;1020.29;2017-06-30 08:00:00
4329;-42.75;-14.25;1020.97;2017-06-30 09:00:00
4330;-42.75;-14.25;1021.33;2017-06-30 10:00:00
4331;-42.75;-14.25;1022.24;2017-06-30 11:00:00
4332;-42.75;-14.25;1022.45;2017-06-30 12:00:00
4333;-42.75;-14.25;1022.33;2017-06-30 13:00:00
4334;-42.75;-14.25;1021.41;2017-06-30 14:00:00
4335;-42.75;-14.25;1020.36;2017-06-30 15:00:00
4336;-42.75;-14.25;1019.09;2017-06-30 16:00:00
4337;-42.75;-14.25;1017.85;2017-06-30 17:00:00
4338;-42.75;-14.25;1017.73;2017-06-30 18:00:00
4339;-42.75;-14.25;1017.4;2017-06-30 19:00:00
4340;-42.75;-14.25;1017.83;2017-06-30 20:00:00
4341;-42.75;-14.25;1017.88;2017-06-30 21:00:00
4342;-42.75;-14.25;1018.15;2017-06-30 22:00:00
4343;-42.75;-14.25;1018.23;2017-06-30 23:00:00
4344;-42.75;-14.25;1019.49;2017-07-01 00:00:00
4345;-42.75;-14.25;1020.11;2017-07-01 01:00:00
4346;-42.75;-14.25;1020.72;2017-07-01 02:00:00
4347;-42.75;-14.25;1020.6;2017-07-01 03:00:00
4348;-42.75;-14.25;1020.68;2017-07-01 04:00:00
4349;-42.75;-14.25;1020.21;2017-07-01 05:00:00
4350;-42.75;-14.25;1020.22;2017-07-01 06:00:00
4351;-42.75;-14.25;1020.07;2017-07-01 07:00:00
4352;-42.75;-14.25;1020.37;2017-07-01 08:00:00
4353;-42.75;-14.25;1020.64;2017-07-01 09:00:00
4354;-42.75;-14.25;1021.5;2017-07-01 10:00:00
4355;-42.75;-14.25;1021.83;2017-07-01 11:00:00
4356;-42.75;-14.25;1021.99;2017-07-01 12:00:00
4357;-42.75;-14.25;1021.95;2017-07-01 13:00:00
4358;-42.75;-14.25;1020.9;2017-07-01 14:00:00
4359;-42.75;-14.25;1019.74;2017-07-01 15:00:00
4360;-42.75;-14.25;1018.35;2017-07-01 16:00:00
4361;-42.75;-14.25;1017.58;2017-07-01 17:00:00
4362;-42.75;-14.25;1016.85;2017-07-01 18:00:00
4363;-42.75;-14.25;1016.88;2017-07-01 19:00:00
