;Longitude;Latitude;Magnitude_Observada;Direcao;Data
423;-42.75;-14.25;2.41;83.9;2017-01-18 15:00:00
424;-42.75;-14.25;1.05;69.09;2017-01-18 16:00:00
425;-42.75;-14.25;0.62;60.32;2017-01-18 17:00:00
426;-42.75;-14.25;0.83;76.54;2017-01-18 18:00:00
427;-42.75;-14.25;1.33;85.29;2017-01-18 19:00:00
428;-42.75;-14.25;1.89;92.12;2017-01-18 20:00:00
429;-42.75;-14.25;2.39;86.51;2017-01-18 21:00:00
430;-42.75;-14.25;2.85;91.23;2017-01-18 22:00:00
431;-42.75;-14.25;3.25;90.17;2017-01-18 23:00:00
432;-42.75;-14.25;3.65;84.15;2017-01-19 00:00:00
433;-42.75;-14.25;4.38;79.52;2017-01-19 01:00:00
434;-42.75;-14.25;5.48;88.54;2017-01-19 02:00:00
435;-42.75;-14.25;7.74;94.55;2017-01-19 03:00:00
436;-42.75;-14.25;9.11;91.17;2017-01-19 04:00:00
437;-42.75;-14.25;8.74;89.68;2017-01-19 05:00:00
438;-42.75;-14.25;8.29;91.18;2017-01-19 06:00:00
439;-42.75;-14.25;8.21;93.55;2017-01-19 07:00:00
440;-42.75;-14.25;8.1;94.45;2017-01-19 08:00:00
441;-42.75;-14.25;8.01;95.02;2017-01-19 09:00:00
442;-42.75;-14.25;7.2;92.34;2017-01-19 10:00:00
443;-42.75;-14.25;6.63;90.37;2017-01-19 11:00:00
444;-42.75;-14.25;6.02;86.37;2017-01-19 12:00:00
445;-42.75;-14.25;5.07;81.36;2017-01-19 13:00:00
446;-42.75;-14.25;3.66;76.33;2017-01-19 14:00:00
447;-42.75;-14.25;2.89;82.92;2017-01-19 15:00:00
448;-42.75;-14.25;2.68;98.36;2017-01-19 16:00:00
449;-42.75;-14.25;2.57;115.92;2017-01-19 17:00:00
450;-42.75;-14.25;2.74;126.75;2017-01-19 18:00:00
451;-42.75;-14.25;3.23;128.43;2017-01-19 19:00:00
452;-42.75;-14.25;3.75;125.44;2017-01-19 20:00:00
453;-42.75;-14.25;3.85;120.39;2017-01-19 21:00:00
454;-42.75;-14.25;3.16;118.38;2017-01-19 22:00:00
455;-42.75;-14.25;2.18;109.24;2017-01-19 23:00:00
456;-42.75;-14.25;2.41;103.01;2017-01-20 00:00:00
457;-42.75;-14.25;5.27;102.19;2017-01-20 01:00:00
458;-42.75;-14.25;8.51;92.75;2017-01-20 02:00:00
459;-42.75;-14.25;9.14;87.26;2017-01-20 03:00:00
460;-42.75;-14.25;8.72;88.05;2017-01-20 04:00:00
461;-42.75;-14.25;8.57;86.94;2017-01-20 05:00:00
462;-42.75;-14.25;8.44;88.58;2017-01-20 06:00:00
463;-42.75;-14.25;8.3;92.48;2017-01-20 07:00:00
464;-42.75;-14.25;8.31;95.69;2017-01-20 08:00:00
465;-42.75;-14.25;8.32;96.9;2017-01-20 09:00:00
466;-42.75;-14.25;8.03;97.12;2017-01-20 10:00:00
467;-42.75;-14.25;7.75;93.98;2017-01-20 11:00:00
468;-42.75;-14.25;6.91;92.68;2017-01-20 12:00:00
469;-42.75;-14.25;5.87;92.76;2017-01-20 13:00:00
470;-42.75;-14.25;4.94;93.21;2017-01-20 14:00:00
471;-42.75;-14.25;4.21;96.34;2017-01-20 15:00:00
472;-42.75;-14.25;3.48;110.07;2017-01-20 16:00:00
473;-42.75;-14.25;3.54;125.41;2017-01-20 17:00:00
474;-42.75;-14.25;3.88;123.73;2017-01-20 18:00:00
475;-42.75;-14.25;4.37;119.33;2017-01-20 19:00:00
476;-42.75;-14.25;4.75;113.5;2017-01-20 20:00:00
477;-42.75;-14.25;4.95;102.93;2017-01-20 21:00:00
478;-42.75;-14.25;4.47;91.93;2017-01-20 22:00:00
479;-42.75;-14.25;5.82;89.4;2017-01-20 23:00:00
480;-42.75;-14.25;7.55;92.25;2017-01-21 00:00:00
481;-42.75;-14.25;7.96;93.12;2017-01-21 01:00:00
482;-42.75;-14.25;7.85;92.9;2017-01-21 02:00:00
483;-42.75;-14.25;7.83;92.9;2017-01-21 03:00:00
484;-42.75;-14.25;8.15;93.86;2017-01-21 04:00:00
485;-42.75;-14.25;8.46;94.3;2017-01-21 05:00:00
486;-42.75;-14.25;8.66;94.38;2017-01-21 06:00:00
487;-42.75;-14.25;8.72;93.26;2017-01-21 07:00:00
488;-42.75;-14.25;8.36;93.57;2017-01-21 08:00:00
489;-42.75;-14.25;7.86;96.16;2017-01-21 09:00:00
490;-42.75;-14.25;8.01;96.31;2017-01-21 10:00:00
491;-42.75;-14.25;7.92;93.09;2017-01-21 11:00:00
492;-42.75;-14.25;7.36;92.55;2017-01-21 12:00:00
493;-42.75;-14.25;6.65;94.17;2017-01-21 13:00:00
494;-42.75;-14.25;5.68;95.7;2017-01-21 14:00:00
495;-42.75;-14.25;4.6;99.37;2017-01-21 15:00:00
496;-42.75;-14.25;3.75;104.77;2017-01-21 16:00:00
497;-42.75;-14.25;3.32;109.95;2017-01-21 17:00:00
498;-42.75;-14.25;3.31;111.32;2017-01-21 18:00:00
499;-42.75;-14.25;3.39;111.4;2017-01-21 19:00:00
500;-42.75;-14.25;3.61;109.39;2017-01-21 20:00:00
501;-42.75;-14.25;4.08;102.98;2017-01-21 21:00:00
502;-42.75;-14.25;4.21;85.61;2017-01-21 22:00:00
503;-42.75;-14.25;5.31;82.22;2017-01-21 23:00:00
504;-42.75;-14.25;6.13;80.65;2017-01-22 00:00:00
505;-42.75;-14.25;6.67;86.19;2017-01-22 01:00:00
506;-42.75;-14.25;7.32;91.62;2017-01-22 02:00:00
507;-42.75;-14.25;8.08;93.32;2017-01-22 03:00:00
508;-42.75;-14.25;8.27;91.46;2017-01-22 04:00:00
509;-42.75;-14.25;8.26;90.94;2017-01-22 05:00:00
510;-42.75;-14.25;8.35;91.56;2017-01-22 06:00:00
511;-42.75;-14.25;8.4;92.06;2017-01-22 07:00:00
512;-42.75;-14.25;8.29;92.28;2017-01-22 08:00:00
513;-42.75;-14.25;8.05;93.06;2017-01-22 09:00:00
514;-42.75;-14.25;7.58;94.07;2017-01-22 10:00:00
515;-42.75;-14.25;7.27;92.5;2017-01-22 11:00:00
516;-42.75;-14.25;6.66;88.66;2017-01-22 12:00:00
517;-42.75;-14.25;5.51;84.96;2017-01-22 13:00:00
518;-42.75;-14.25;3.6;85.17;2017-01-22 14:00:00
519;-42.75;-14.25;2.19;96.31;2017-01-22 15:00:00
520;-42.75;-14.25;1.51;106.08;2017-01-22 16:00:00
521;-42.75;-14.25;0.83;125.24;2017-01-22 17:00:00
522;-42.75;-14.25;0.86;151.95;2017-01-22 18:00:00
523;-42.75;-14.25;1.32;150.4;2017-01-22 19:00:00
524;-42.75;-14.25;2.24;132.31;2017-01-22 20:00:00
525;-42.75;-14.25;3.26;116.34;2017-01-22 21:00:00
526;-42.75;-14.25;3.63;110.21;2017-01-22 22:00:00
527;-42.75;-14.25;4.5;102.86;2017-01-22 23:00:00
528;-42.75;-14.25;5.62;95.38;2017-01-23 00:00:00
529;-42.75;-14.25;5.86;91.22;2017-01-23 01:00:00
530;-42.75;-14.25;6.22;91.92;2017-01-23 02:00:00
531;-42.75;-14.25;8.35;93.04;2017-01-23 03:00:00
532;-42.75;-14.25;9.7;87.13;2017-01-23 04:00:00
533;-42.75;-14.25;9.3;84.42;2017-01-23 05:00:00
534;-42.75;-14.25;8.39;84.06;2017-01-23 06:00:00
535;-42.75;-14.25;7.81;84.95;2017-01-23 07:00:00
536;-42.75;-14.25;6.84;89.93;2017-01-23 08:00:00
537;-42.75;-14.25;6.66;93.0;2017-01-23 09:00:00
538;-42.75;-14.25;6.54;93.27;2017-01-23 10:00:00
539;-42.75;-14.25;6.03;88.71;2017-01-23 11:00:00
540;-42.75;-14.25;5.13;82.13;2017-01-23 12:00:00
541;-42.75;-14.25;3.46;60.7;2017-01-23 13:00:00
542;-42.75;-14.25;2.78;51.54;2017-01-23 14:00:00
543;-42.75;-14.25;2.15;56.53;2017-01-23 15:00:00
544;-42.75;-14.25;1.78;63.93;2017-01-23 16:00:00
545;-42.75;-14.25;1.45;73.57;2017-01-23 17:00:00
546;-42.75;-14.25;1.69;94.71;2017-01-23 18:00:00
547;-42.75;-14.25;2.31;109.49;2017-01-23 19:00:00
548;-42.75;-14.25;3.25;114.41;2017-01-23 20:00:00
549;-42.75;-14.25;3.8;111.92;2017-01-23 21:00:00
550;-42.75;-14.25;4.21;120.21;2017-01-23 22:00:00
551;-42.75;-14.25;2.96;103.29;2017-01-23 23:00:00
552;-42.75;-14.25;1.77;72.03;2017-01-24 00:00:00
553;-42.75;-14.25;0.81;43.21;2017-01-24 01:00:00
554;-42.75;-14.25;1.48;113.15;2017-01-24 02:00:00
555;-42.75;-14.25;4.72;99.38;2017-01-24 03:00:00
556;-42.75;-14.25;7.3;86.44;2017-01-24 04:00:00
557;-42.75;-14.25;7.5;81.65;2017-01-24 05:00:00
558;-42.75;-14.25;7.08;84.68;2017-01-24 06:00:00
559;-42.75;-14.25;6.68;90.67;2017-01-24 07:00:00
560;-42.75;-14.25;6.79;94.22;2017-01-24 08:00:00
561;-42.75;-14.25;6.84;96.6;2017-01-24 09:00:00
562;-42.75;-14.25;7.23;95.12;2017-01-24 10:00:00
563;-42.75;-14.25;6.94;91.38;2017-01-24 11:00:00
564;-42.75;-14.25;6.5;88.63;2017-01-24 12:00:00
565;-42.75;-14.25;5.81;89.37;2017-01-24 13:00:00
566;-42.75;-14.25;4.83;93.37;2017-01-24 14:00:00
567;-42.75;-14.25;3.76;98.17;2017-01-24 15:00:00
568;-42.75;-14.25;3.25;112.19;2017-01-24 16:00:00
569;-42.75;-14.25;3.54;116.11;2017-01-24 17:00:00
570;-42.75;-14.25;3.57;118.56;2017-01-24 18:00:00
571;-42.75;-14.25;3.41;114.99;2017-01-24 19:00:00
572;-42.75;-14.25;3.61;108.21;2017-01-24 20:00:00
573;-42.75;-14.25;3.67;96.21;2017-01-24 21:00:00
574;-42.75;-14.25;3.32;75.17;2017-01-24 22:00:00
575;-42.75;-14.25;4.24;66.44;2017-01-24 23:00:00
576;-42.75;-14.25;5.41;66.07;2017-01-25 00:00:00
577;-42.75;-14.25;6.09;74.8;2017-01-25 01:00:00
578;-42.75;-14.25;6.94;85.29;2017-01-25 02:00:00
579;-42.75;-14.25;7.72;90.69;2017-01-25 03:00:00
580;-42.75;-14.25;7.67;91.22;2017-01-25 04:00:00
581;-42.75;-14.25;7.43;90.83;2017-01-25 05:00:00
582;-42.75;-14.25;7.19;92.67;2017-01-25 06:00:00
583;-42.75;-14.25;7.22;93.99;2017-01-25 07:00:00
584;-42.75;-14.25;7.19;95.04;2017-01-25 08:00:00
585;-42.75;-14.25;6.86;96.27;2017-01-25 09:00:00
586;-42.75;-14.25;6.78;94.81;2017-01-25 10:00:00
587;-42.75;-14.25;6.17;91.52;2017-01-25 11:00:00
588;-42.75;-14.25;5.42;87.58;2017-01-25 12:00:00
589;-42.75;-14.25;4.7;91.73;2017-01-25 13:00:00
590;-42.75;-14.25;3.54;108.39;2017-01-25 14:00:00
591;-42.75;-14.25;3.16;130.25;2017-01-25 15:00:00
592;-42.75;-14.25;3.29;132.33;2017-01-25 16:00:00
593;-42.75;-14.25;3.31;129.22;2017-01-25 17:00:00
594;-42.75;-14.25;3.28;126.94;2017-01-25 18:00:00
595;-42.75;-14.25;3.48;119.4;2017-01-25 19:00:00
596;-42.75;-14.25;3.71;105.83;2017-01-25 20:00:00
597;-42.75;-14.25;4.08;90.34;2017-01-25 21:00:00
598;-42.75;-14.25;3.95;79.75;2017-01-25 22:00:00
599;-42.75;-14.25;4.99;72.99;2017-01-25 23:00:00
600;-42.75;-14.25;5.83;72.45;2017-01-26 00:00:00
601;-42.75;-14.25;6.86;77.69;2017-01-26 01:00:00
602;-42.75;-14.25;7.92;82.04;2017-01-26 02:00:00
603;-42.75;-14.25;8.26;83.55;2017-01-26 03:00:00
604;-42.75;-14.25;8.11;84.72;2017-01-26 04:00:00
605;-42.75;-14.25;8.06;85.73;2017-01-26 05:00:00
606;-42.75;-14.25;8.14;86.93;2017-01-26 06:00:00
607;-42.75;-14.25;7.99;89.4;2017-01-26 07:00:00
608;-42.75;-14.25;7.82;91.68;2017-01-26 08:00:00
609;-42.75;-14.25;7.71;94.0;2017-01-26 09:00:00
610;-42.75;-14.25;7.7;93.79;2017-01-26 10:00:00
611;-42.75;-14.25;7.03;91.34;2017-01-26 11:00:00
612;-42.75;-14.25;6.21;87.76;2017-01-26 12:00:00
613;-42.75;-14.25;5.42;85.43;2017-01-26 13:00:00
614;-42.75;-14.25;4.39;84.69;2017-01-26 14:00:00
615;-42.75;-14.25;2.98;89.52;2017-01-26 15:00:00
616;-42.75;-14.25;1.99;124.99;2017-01-26 16:00:00
617;-42.75;-14.25;1.9;132.91;2017-01-26 17:00:00
618;-42.75;-14.25;2.03;129.59;2017-01-26 18:00:00
619;-42.75;-14.25;2.36;119.5;2017-01-26 19:00:00
620;-42.75;-14.25;2.8;110.56;2017-01-26 20:00:00
621;-42.75;-14.25;3.61;100.05;2017-01-26 21:00:00
622;-42.75;-14.25;5.17;97.41;2017-01-26 22:00:00
623;-42.75;-14.25;6.02;89.45;2017-01-26 23:00:00
624;-42.75;-14.25;6.32;81.75;2017-01-27 00:00:00
625;-42.75;-14.25;6.41;78.42;2017-01-27 01:00:00
626;-42.75;-14.25;8.34;83.84;2017-01-27 02:00:00
627;-42.75;-14.25;10.03;89.49;2017-01-27 03:00:00
628;-42.75;-14.25;10.14;90.36;2017-01-27 04:00:00
629;-42.75;-14.25;9.84;88.52;2017-01-27 05:00:00
630;-42.75;-14.25;9.26;87.07;2017-01-27 06:00:00
631;-42.75;-14.25;8.52;86.48;2017-01-27 07:00:00
632;-42.75;-14.25;8.07;87.46;2017-01-27 08:00:00
633;-42.75;-14.25;7.83;90.07;2017-01-27 09:00:00
634;-42.75;-14.25;7.17;92.2;2017-01-27 10:00:00
635;-42.75;-14.25;7.03;89.99;2017-01-27 11:00:00
636;-42.75;-14.25;6.73;86.23;2017-01-27 12:00:00
637;-42.75;-14.25;5.81;83.97;2017-01-27 13:00:00
638;-42.75;-14.25;4.73;83.88;2017-01-27 14:00:00
639;-42.75;-14.25;3.54;90.55;2017-01-27 15:00:00
640;-42.75;-14.25;2.95;111.82;2017-01-27 16:00:00
641;-42.75;-14.25;3.12;125.8;2017-01-27 17:00:00
642;-42.75;-14.25;3.35;123.56;2017-01-27 18:00:00
643;-42.75;-14.25;3.53;118.51;2017-01-27 19:00:00
644;-42.75;-14.25;4.16;111.15;2017-01-27 20:00:00
645;-42.75;-14.25;4.86;102.69;2017-01-27 21:00:00
646;-42.75;-14.25;5.21;102.84;2017-01-27 22:00:00
647;-42.75;-14.25;5.57;94.24;2017-01-27 23:00:00
648;-42.75;-14.25;5.58;86.56;2017-01-28 00:00:00
649;-42.75;-14.25;6.8;88.92;2017-01-28 01:00:00
650;-42.75;-14.25;9.05;92.83;2017-01-28 02:00:00
651;-42.75;-14.25;9.51;92.96;2017-01-28 03:00:00
652;-42.75;-14.25;9.24;91.16;2017-01-28 04:00:00
653;-42.75;-14.25;9.28;90.89;2017-01-28 05:00:00
654;-42.75;-14.25;9.21;91.73;2017-01-28 06:00:00
655;-42.75;-14.25;9.5;91.4;2017-01-28 07:00:00
656;-42.75;-14.25;9.69;92.52;2017-01-28 08:00:00
657;-42.75;-14.25;9.57;93.71;2017-01-28 09:00:00
658;-42.75;-14.25;9.58;93.24;2017-01-28 10:00:00
659;-42.75;-14.25;9.72;91.18;2017-01-28 11:00:00
660;-42.75;-14.25;8.99;90.33;2017-01-28 12:00:00
661;-42.75;-14.25;8.33;91.05;2017-01-28 13:00:00
662;-42.75;-14.25;7.66;91.65;2017-01-28 14:00:00
663;-42.75;-14.25;7.0;91.3;2017-01-28 15:00:00
664;-42.75;-14.25;6.58;91.9;2017-01-28 16:00:00
665;-42.75;-14.25;6.34;93.35;2017-01-28 17:00:00
666;-42.75;-14.25;6.22;94.01;2017-01-28 18:00:00
667;-42.75;-14.25;6.53;93.15;2017-01-28 19:00:00
668;-42.75;-14.25;6.99;92.01;2017-01-28 20:00:00
669;-42.75;-14.25;6.94;89.23;2017-01-28 21:00:00
670;-42.75;-14.25;6.66;85.02;2017-01-28 22:00:00
671;-42.75;-14.25;6.55;87.37;2017-01-28 23:00:00
672;-42.75;-14.25;6.65;87.45;2017-01-29 00:00:00
673;-42.75;-14.25;7.24;88.41;2017-01-29 01:00:00
674;-42.75;-14.25;7.99;90.5;2017-01-29 02:00:00
675;-42.75;-14.25;8.57;91.55;2017-01-29 03:00:00
676;-42.75;-14.25;8.77;93.02;2017-01-29 04:00:00
677;-42.75;-14.25;8.8;93.0;2017-01-29 05:00:00
678;-42.75;-14.25;8.9;94.07;2017-01-29 06:00:00
679;-42.75;-14.25;8.78;95.54;2017-01-29 07:00:00
680;-42.75;-14.25;8.69;96.71;2017-01-29 08:00:00
681;-42.75;-14.25;8.52;97.35;2017-01-29 09:00:00
682;-42.75;-14.25;7.83;99.43;2017-01-29 10:00:00
683;-42.75;-14.25;8.01;100.47;2017-01-29 11:00:00
684;-42.75;-14.25;7.85;99.21;2017-01-29 12:00:00
685;-42.75;-14.25;7.71;97.1;2017-01-29 13:00:00
686;-42.75;-14.25;7.29;96.33;2017-01-29 14:00:00
687;-42.75;-14.25;7.08;95.8;2017-01-29 15:00:00
688;-42.75;-14.25;6.73;95.87;2017-01-29 16:00:00
689;-42.75;-14.25;6.19;95.99;2017-01-29 17:00:00
690;-42.75;-14.25;5.84;97.46;2017-01-29 18:00:00
691;-42.75;-14.25;5.85;97.9;2017-01-29 19:00:00
692;-42.75;-14.25;6.58;97.45;2017-01-29 20:00:00
693;-42.75;-14.25;7.62;92.35;2017-01-29 21:00:00
694;-42.75;-14.25;7.34;91.31;2017-01-29 22:00:00
695;-42.75;-14.25;6.99;91.16;2017-01-29 23:00:00
696;-42.75;-14.25;6.64;89.65;2017-01-30 00:00:00
697;-42.75;-14.25;7.02;90.76;2017-01-30 01:00:00
698;-42.75;-14.25;7.78;91.45;2017-01-30 02:00:00
699;-42.75;-14.25;8.14;90.57;2017-01-30 03:00:00
700;-42.75;-14.25;8.02;89.76;2017-01-30 04:00:00
701;-42.75;-14.25;7.94;89.31;2017-01-30 05:00:00
702;-42.75;-14.25;8.02;89.02;2017-01-30 06:00:00
703;-42.75;-14.25;7.92;89.85;2017-01-30 07:00:00
704;-42.75;-14.25;7.66;90.99;2017-01-30 08:00:00
705;-42.75;-14.25;7.33;92.81;2017-01-30 09:00:00
706;-42.75;-14.25;6.83;92.64;2017-01-30 10:00:00
707;-42.75;-14.25;6.79;93.74;2017-01-30 11:00:00
708;-42.75;-14.25;6.51;93.33;2017-01-30 12:00:00
709;-42.75;-14.25;6.42;93.02;2017-01-30 13:00:00
710;-42.75;-14.25;6.42;94.13;2017-01-30 14:00:00
711;-42.75;-14.25;6.05;96.18;2017-01-30 15:00:00
712;-42.75;-14.25;5.65;99.09;2017-01-30 16:00:00
713;-42.75;-14.25;5.49;101.97;2017-01-30 17:00:00
714;-42.75;-14.25;5.44;104.78;2017-01-30 18:00:00
715;-42.75;-14.25;5.62;107.8;2017-01-30 19:00:00
716;-42.75;-14.25;6.01;107.35;2017-01-30 20:00:00
717;-42.75;-14.25;6.21;105.62;2017-01-30 21:00:00
718;-42.75;-14.25;5.78;105.44;2017-01-30 22:00:00
719;-42.75;-14.25;6.61;110.43;2017-01-30 23:00:00
720;-42.75;-14.25;7.57;113.36;2017-01-31 00:00:00
721;-42.75;-14.25;8.08;111.52;2017-01-31 01:00:00
722;-42.75;-14.25;8.04;105.55;2017-01-31 02:00:00
723;-42.75;-14.25;8.18;98.19;2017-01-31 03:00:00
724;-42.75;-14.25;8.54;93.3;2017-01-31 04:00:00
725;-42.75;-14.25;8.76;91.66;2017-01-31 05:00:00
726;-42.75;-14.25;8.86;91.82;2017-01-31 06:00:00
727;-42.75;-14.25;8.9;92.85;2017-01-31 07:00:00
728;-42.75;-14.25;8.67;95.1;2017-01-31 08:00:00
729;-42.75;-14.25;8.33;96.96;2017-01-31 09:00:00
730;-42.75;-14.25;7.47;94.68;2017-01-31 10:00:00
731;-42.75;-14.25;7.08;93.65;2017-01-31 11:00:00
732;-42.75;-14.25;6.51;92.22;2017-01-31 12:00:00
733;-42.75;-14.25;5.73;90.77;2017-01-31 13:00:00
734;-42.75;-14.25;4.66;89.45;2017-01-31 14:00:00
735;-42.75;-14.25;3.66;92.38;2017-01-31 15:00:00
736;-42.75;-14.25;3.28;101.83;2017-01-31 16:00:00
737;-42.75;-14.25;3.24;113.4;2017-01-31 17:00:00
738;-42.75;-14.25;3.51;119.58;2017-01-31 18:00:00
739;-42.75;-14.25;3.84;118.5;2017-01-31 19:00:00
740;-42.75;-14.25;4.11;111.75;2017-01-31 20:00:00
741;-42.75;-14.25;4.69;96.43;2017-01-31 21:00:00
742;-42.75;-14.25;5.73;80.17;2017-01-31 22:00:00
743;-42.75;-14.25;6.78;73.24;2017-01-31 23:00:00
744;-42.75;-14.25;7.03;72.17;2017-02-01 00:00:00
745;-42.75;-14.25;7.06;82.17;2017-02-01 01:00:00
746;-42.75;-14.25;7.96;92.76;2017-02-01 02:00:00
747;-42.75;-14.25;8.87;94.4;2017-02-01 03:00:00
748;-42.75;-14.25;9.34;91.99;2017-02-01 04:00:00
749;-42.75;-14.25;9.22;90.31;2017-02-01 05:00:00
750;-42.75;-14.25;9.01;89.39;2017-02-01 06:00:00
751;-42.75;-14.25;8.92;89.95;2017-02-01 07:00:00
752;-42.75;-14.25;8.74;91.31;2017-02-01 08:00:00
753;-42.75;-14.25;8.59;92.46;2017-02-01 09:00:00
754;-42.75;-14.25;7.84;94.64;2017-02-01 10:00:00
755;-42.75;-14.25;7.36;90.88;2017-02-01 11:00:00
756;-42.75;-14.25;6.41;85.97;2017-02-01 12:00:00
757;-42.75;-14.25;5.31;78.12;2017-02-01 13:00:00
758;-42.75;-14.25;3.42;73.69;2017-02-01 14:00:00
759;-42.75;-14.25;2.34;76.72;2017-02-01 15:00:00
760;-42.75;-14.25;1.79;91.41;2017-02-01 16:00:00
761;-42.75;-14.25;1.81;106.57;2017-02-01 17:00:00
762;-42.75;-14.25;2.4;105.57;2017-02-01 18:00:00
763;-42.75;-14.25;2.61;106.99;2017-02-01 19:00:00
764;-42.75;-14.25;2.74;102.78;2017-02-01 20:00:00
765;-42.75;-14.25;3.14;97.91;2017-02-01 21:00:00
766;-42.75;-14.25;3.56;113.32;2017-02-01 22:00:00
767;-42.75;-14.25;5.1;105.41;2017-02-01 23:00:00
768;-42.75;-14.25;5.33;94.68;2017-02-02 00:00:00
769;-42.75;-14.25;5.1;88.08;2017-02-02 01:00:00
770;-42.75;-14.25;6.02;86.02;2017-02-02 02:00:00
771;-42.75;-14.25;7.32;85.26;2017-02-02 03:00:00
772;-42.75;-14.25;7.56;85.9;2017-02-02 04:00:00
773;-42.75;-14.25;7.19;88.91;2017-02-02 05:00:00
774;-42.75;-14.25;6.7;90.3;2017-02-02 06:00:00
775;-42.75;-14.25;6.01;88.87;2017-02-02 07:00:00
776;-42.75;-14.25;4.81;85.94;2017-02-02 08:00:00
777;-42.75;-14.25;4.21;84.2;2017-02-02 09:00:00
778;-42.75;-14.25;3.55;74.16;2017-02-02 10:00:00
779;-42.75;-14.25;3.33;48.42;2017-02-02 11:00:00
780;-42.75;-14.25;2.98;2.79;2017-02-02 12:00:00
781;-42.75;-14.25;3.3;337.2;2017-02-02 13:00:00
782;-42.75;-14.25;3.96;324.84;2017-02-02 14:00:00
783;-42.75;-14.25;4.22;315.71;2017-02-02 15:00:00
784;-42.75;-14.25;4.07;303.0;2017-02-02 16:00:00
785;-42.75;-14.25;3.82;293.96;2017-02-02 17:00:00
786;-42.75;-14.25;3.38;297.8;2017-02-02 18:00:00
787;-42.75;-14.25;2.67;314.11;2017-02-02 19:00:00
788;-42.75;-14.25;2.66;11.99;2017-02-02 20:00:00
789;-42.75;-14.25;1.89;47.09;2017-02-02 21:00:00
790;-42.75;-14.25;0.87;125.8;2017-02-02 22:00:00
791;-42.75;-14.25;2.18;140.7;2017-02-02 23:00:00
792;-42.75;-14.25;3.49;140.52;2017-02-03 00:00:00
793;-42.75;-14.25;4.05;144.0;2017-02-03 01:00:00
794;-42.75;-14.25;3.2;143.07;2017-02-03 02:00:00
795;-42.75;-14.25;3.08;129.91;2017-02-03 03:00:00
796;-42.75;-14.25;3.03;116.59;2017-02-03 04:00:00
797;-42.75;-14.25;3.56;103.44;2017-02-03 05:00:00
798;-42.75;-14.25;4.12;98.7;2017-02-03 06:00:00
799;-42.75;-14.25;4.37;93.73;2017-02-03 07:00:00
800;-42.75;-14.25;4.07;91.84;2017-02-03 08:00:00
801;-42.75;-14.25;3.29;91.2;2017-02-03 09:00:00
802;-42.75;-14.25;2.94;90.61;2017-02-03 10:00:00
803;-42.75;-14.25;2.22;74.66;2017-02-03 11:00:00
804;-42.75;-14.25;1.3;18.38;2017-02-03 12:00:00
805;-42.75;-14.25;1.21;301.97;2017-02-03 13:00:00
806;-42.75;-14.25;2.43;282.21;2017-02-03 14:00:00
807;-42.75;-14.25;3.27;277.96;2017-02-03 15:00:00
808;-42.75;-14.25;3.19;250.33;2017-02-03 16:00:00
809;-42.75;-14.25;3.27;200.48;2017-02-03 17:00:00
810;-42.75;-14.25;3.08;192.77;2017-02-03 18:00:00
811;-42.75;-14.25;3.0;184.66;2017-02-03 19:00:00
812;-42.75;-14.25;2.71;152.46;2017-02-03 20:00:00
813;-42.75;-14.25;3.0;138.12;2017-02-03 21:00:00
814;-42.75;-14.25;2.51;128.27;2017-02-03 22:00:00
815;-42.75;-14.25;3.42;113.03;2017-02-03 23:00:00
816;-42.75;-14.25;3.08;105.83;2017-02-04 00:00:00
817;-42.75;-14.25;3.87;104.45;2017-02-04 01:00:00
818;-42.75;-14.25;4.31;104.89;2017-02-04 02:00:00
819;-42.75;-14.25;4.48;106.79;2017-02-04 03:00:00
820;-42.75;-14.25;4.16;106.13;2017-02-04 04:00:00
821;-42.75;-14.25;4.44;107.77;2017-02-04 05:00:00
822;-42.75;-14.25;4.8;105.36;2017-02-04 06:00:00
823;-42.75;-14.25;5.43;97.82;2017-02-04 07:00:00
824;-42.75;-14.25;6.27;92.17;2017-02-04 08:00:00
825;-42.75;-14.25;6.65;89.55;2017-02-04 09:00:00
826;-42.75;-14.25;6.5;91.65;2017-02-04 10:00:00
827;-42.75;-14.25;5.82;92.02;2017-02-04 11:00:00
828;-42.75;-14.25;4.97;86.33;2017-02-04 12:00:00
829;-42.75;-14.25;4.31;80.01;2017-02-04 13:00:00
830;-42.75;-14.25;3.68;77.14;2017-02-04 14:00:00
831;-42.75;-14.25;2.93;82.42;2017-02-04 15:00:00
832;-42.75;-14.25;2.56;89.96;2017-02-04 16:00:00
833;-42.75;-14.25;2.21;90.88;2017-02-04 17:00:00
834;-42.75;-14.25;2.48;98.87;2017-02-04 18:00:00
835;-42.75;-14.25;2.83;94.91;2017-02-04 19:00:00
836;-42.75;-14.25;2.84;99.8;2017-02-04 20:00:00
837;-42.75;-14.25;1.8;115.99;2017-02-04 21:00:00
838;-42.75;-14.25;1.58;186.03;2017-02-04 22:00:00
839;-42.75;-14.25;2.46;224.0;2017-02-04 23:00:00
840;-42.75;-14.25;1.82;204.34;2017-02-05 00:00:00
841;-42.75;-14.25;3.24;145.07;2017-02-05 01:00:00
842;-42.75;-14.25;4.85;118.41;2017-02-05 02:00:00
843;-42.75;-14.25;5.13;110.3;2017-02-05 03:00:00
844;-42.75;-14.25;5.4;100.81;2017-02-05 04:00:00
845;-42.75;-14.25;5.36;93.04;2017-02-05 05:00:00
