;Longitude;Latitude;Magnitude_Observada;Direcao;Data
4516;-42.75;-14.25;7.09;113.99;2017-07-08 04:00:00
4517;-42.75;-14.25;7.06;113.07;2017-07-08 05:00:00
4518;-42.75;-14.25;7.08;112.98;2017-07-08 06:00:00
4519;-42.75;-14.25;7.07;112.65;2017-07-08 07:00:00
4520;-42.75;-14.25;6.97;113.23;2017-07-08 08:00:00
4521;-42.75;-14.25;6.92;114.92;2017-07-08 09:00:00
4522;-42.75;-14.25;6.5;119.2;2017-07-08 10:00:00
4523;-42.75;-14.25;7.53;119.4;2017-07-08 11:00:00
4524;-42.75;-14.25;8.71;114.51;2017-07-08 12:00:00
4525;-42.75;-14.25;8.91;112.2;2017-07-08 13:00:00
4526;-42.75;-14.25;8.43;110.89;2017-07-08 14:00:00
4527;-42.75;-14.25;8.3;110.09;2017-07-08 15:00:00
4528;-42.75;-14.25;7.84;108.86;2017-07-08 16:00:00
4529;-42.75;-14.25;7.84;107.05;2017-07-08 17:00:00
4530;-42.75;-14.25;7.33;105.82;2017-07-08 18:00:00
4531;-42.75;-14.25;7.01;106.14;2017-07-08 19:00:00
4532;-42.75;-14.25;6.63;106.76;2017-07-08 20:00:00
4533;-42.75;-14.25;6.1;107.79;2017-07-08 21:00:00
4534;-42.75;-14.25;6.39;107.88;2017-07-08 22:00:00
4535;-42.75;-14.25;7.05;111.29;2017-07-08 23:00:00
4536;-42.75;-14.25;7.66;113.24;2017-07-09 00:00:00
4537;-42.75;-14.25;8.01;112.54;2017-07-09 01:00:00
4538;-42.75;-14.25;8.17;111.04;2017-07-09 02:00:00
4539;-42.75;-14.25;8.12;109.85;2017-07-09 03:00:00
4540;-42.75;-14.25;7.87;110.56;2017-07-09 04:00:00
4541;-42.75;-14.25;7.67;111.54;2017-07-09 05:00:00
4542;-42.75;-14.25;7.6;113.34;2017-07-09 06:00:00
4543;-42.75;-14.25;7.61;115.28;2017-07-09 07:00:00
4544;-42.75;-14.25;7.57;117.3;2017-07-09 08:00:00
4545;-42.75;-14.25;7.48;117.19;2017-07-09 09:00:00
4546;-42.75;-14.25;6.53;118.81;2017-07-09 10:00:00
4547;-42.75;-14.25;7.53;114.62;2017-07-09 11:00:00
4548;-42.75;-14.25;7.38;111.73;2017-07-09 12:00:00
4549;-42.75;-14.25;7.67;108.05;2017-07-09 13:00:00
4550;-42.75;-14.25;7.63;106.78;2017-07-09 14:00:00
4551;-42.75;-14.25;7.69;103.82;2017-07-09 15:00:00
4552;-42.75;-14.25;6.6;107.74;2017-07-09 16:00:00
4553;-42.75;-14.25;7.65;102.83;2017-07-09 17:00:00
4554;-42.75;-14.25;7.54;101.61;2017-07-09 18:00:00
4555;-42.75;-14.25;6.88;103.19;2017-07-09 19:00:00
4556;-42.75;-14.25;6.21;105.05;2017-07-09 20:00:00
4557;-42.75;-14.25;5.78;111.32;2017-07-09 21:00:00
4558;-42.75;-14.25;5.6;116.61;2017-07-09 22:00:00
4559;-42.75;-14.25;6.13;121.15;2017-07-09 23:00:00
4560;-42.75;-14.25;6.57;121.45;2017-07-10 00:00:00
4561;-42.75;-14.25;6.65;120.8;2017-07-10 01:00:00
4562;-42.75;-14.25;6.49;117.96;2017-07-10 02:00:00
4563;-42.75;-14.25;6.38;113.83;2017-07-10 03:00:00
4564;-42.75;-14.25;5.81;112.39;2017-07-10 04:00:00
4565;-42.75;-14.25;5.67;115.48;2017-07-10 05:00:00
4566;-42.75;-14.25;5.04;121.14;2017-07-10 06:00:00
4567;-42.75;-14.25;5.39;121.46;2017-07-10 07:00:00
4568;-42.75;-14.25;4.47;121.63;2017-07-10 08:00:00
4569;-42.75;-14.25;4.54;120.06;2017-07-10 09:00:00
4570;-42.75;-14.25;4.52;127.14;2017-07-10 10:00:00
4571;-42.75;-14.25;5.56;124.06;2017-07-10 11:00:00
4572;-42.75;-14.25;6.85;120.79;2017-07-10 12:00:00
4573;-42.75;-14.25;7.69;119.66;2017-07-10 13:00:00
4574;-42.75;-14.25;7.55;118.07;2017-07-10 14:00:00
4575;-42.75;-14.25;7.55;115.96;2017-07-10 15:00:00
4576;-42.75;-14.25;6.98;117.55;2017-07-10 16:00:00
4577;-42.75;-14.25;8.52;116.52;2017-07-10 17:00:00
4578;-42.75;-14.25;7.85;131.5;2017-07-10 18:00:00
4579;-42.75;-14.25;8.17;131.48;2017-07-10 19:00:00
4580;-42.75;-14.25;7.84;126.94;2017-07-10 20:00:00
4581;-42.75;-14.25;7.19;123.11;2017-07-10 21:00:00
4582;-42.75;-14.25;6.3;122.82;2017-07-10 22:00:00
4583;-42.75;-14.25;6.7;117.78;2017-07-10 23:00:00
4584;-42.75;-14.25;7.31;115.87;2017-07-11 00:00:00
4585;-42.75;-14.25;7.62;115.49;2017-07-11 01:00:00
4586;-42.75;-14.25;7.67;113.08;2017-07-11 02:00:00
4587;-42.75;-14.25;7.67;111.44;2017-07-11 03:00:00
4588;-42.75;-14.25;7.73;109.97;2017-07-11 04:00:00
4589;-42.75;-14.25;7.95;109.2;2017-07-11 05:00:00
4590;-42.75;-14.25;8.08;108.81;2017-07-11 06:00:00
4591;-42.75;-14.25;8.14;108.31;2017-07-11 07:00:00
4592;-42.75;-14.25;8.18;108.12;2017-07-11 08:00:00
4593;-42.75;-14.25;8.17;107.7;2017-07-11 09:00:00
4594;-42.75;-14.25;7.1;108.11;2017-07-11 10:00:00
4595;-42.75;-14.25;9.01;105.36;2017-07-11 11:00:00
4596;-42.75;-14.25;8.93;101.39;2017-07-11 12:00:00
4597;-42.75;-14.25;8.15;100.22;2017-07-11 13:00:00
4598;-42.75;-14.25;7.66;99.76;2017-07-11 14:00:00
4599;-42.75;-14.25;7.27;101.41;2017-07-11 15:00:00
4600;-42.75;-14.25;6.73;101.72;2017-07-11 16:00:00
4601;-42.75;-14.25;7.0;101.55;2017-07-11 17:00:00
4602;-42.75;-14.25;6.98;101.28;2017-07-11 18:00:00
4603;-42.75;-14.25;7.11;101.5;2017-07-11 19:00:00
4604;-42.75;-14.25;6.88;101.08;2017-07-11 20:00:00
4605;-42.75;-14.25;6.34;103.73;2017-07-11 21:00:00
4606;-42.75;-14.25;5.91;108.22;2017-07-11 22:00:00
4607;-42.75;-14.25;6.4;112.85;2017-07-11 23:00:00
4608;-42.75;-14.25;7.04;114.11;2017-07-12 00:00:00
4609;-42.75;-14.25;7.4;112.32;2017-07-12 01:00:00
4610;-42.75;-14.25;7.71;111.09;2017-07-12 02:00:00
4611;-42.75;-14.25;7.8;111.21;2017-07-12 03:00:00
4612;-42.75;-14.25;7.69;110.96;2017-07-12 04:00:00
4613;-42.75;-14.25;7.49;109.78;2017-07-12 05:00:00
4614;-42.75;-14.25;7.47;109.8;2017-07-12 06:00:00
4615;-42.75;-14.25;7.63;109.31;2017-07-12 07:00:00
4616;-42.75;-14.25;7.75;108.67;2017-07-12 08:00:00
4617;-42.75;-14.25;8.0;109.61;2017-07-12 09:00:00
4618;-42.75;-14.25;7.19;110.46;2017-07-12 10:00:00
4619;-42.75;-14.25;7.58;110.5;2017-07-12 11:00:00
4620;-42.75;-14.25;8.3;107.9;2017-07-12 12:00:00
4621;-42.75;-14.25;8.04;106.01;2017-07-12 13:00:00
4622;-42.75;-14.25;7.28;106.81;2017-07-12 14:00:00
4623;-42.75;-14.25;7.02;108.8;2017-07-12 15:00:00
4624;-42.75;-14.25;6.86;110.82;2017-07-12 16:00:00
4625;-42.75;-14.25;6.89;111.06;2017-07-12 17:00:00
4626;-42.75;-14.25;7.16;108.41;2017-07-12 18:00:00
4627;-42.75;-14.25;7.37;106.54;2017-07-12 19:00:00
4628;-42.75;-14.25;7.0;105.48;2017-07-12 20:00:00
4629;-42.75;-14.25;6.27;105.3;2017-07-12 21:00:00
4630;-42.75;-14.25;6.52;107.73;2017-07-12 22:00:00
4631;-42.75;-14.25;7.27;107.14;2017-07-12 23:00:00
4632;-42.75;-14.25;7.81;103.8;2017-07-13 00:00:00
4633;-42.75;-14.25;8.07;101.93;2017-07-13 01:00:00
4634;-42.75;-14.25;8.1;102.28;2017-07-13 02:00:00
4635;-42.75;-14.25;7.93;104.86;2017-07-13 03:00:00
4636;-42.75;-14.25;7.73;107.37;2017-07-13 04:00:00
4637;-42.75;-14.25;7.6;110.09;2017-07-13 05:00:00
4638;-42.75;-14.25;7.49;111.82;2017-07-13 06:00:00
4639;-42.75;-14.25;7.46;112.7;2017-07-13 07:00:00
4640;-42.75;-14.25;7.5;113.0;2017-07-13 08:00:00
4641;-42.75;-14.25;7.51;112.51;2017-07-13 09:00:00
4642;-42.75;-14.25;6.68;111.57;2017-07-13 10:00:00
4643;-42.75;-14.25;8.52;109.07;2017-07-13 11:00:00
4644;-42.75;-14.25;8.76;105.35;2017-07-13 12:00:00
4645;-42.75;-14.25;9.02;103.26;2017-07-13 13:00:00
4646;-42.75;-14.25;8.8;103.43;2017-07-13 14:00:00
4647;-42.75;-14.25;8.57;103.22;2017-07-13 15:00:00
4648;-42.75;-14.25;8.39;102.46;2017-07-13 16:00:00
4649;-42.75;-14.25;7.9;102.28;2017-07-13 17:00:00
4650;-42.75;-14.25;7.57;104.59;2017-07-13 18:00:00
4651;-42.75;-14.25;7.38;106.3;2017-07-13 19:00:00
4652;-42.75;-14.25;6.41;106.61;2017-07-13 20:00:00
4653;-42.75;-14.25;5.37;105.07;2017-07-13 21:00:00
4654;-42.75;-14.25;4.95;101.67;2017-07-13 22:00:00
4655;-42.75;-14.25;5.49;105.23;2017-07-13 23:00:00
4656;-42.75;-14.25;6.35;106.1;2017-07-14 00:00:00
4657;-42.75;-14.25;6.77;105.87;2017-07-14 01:00:00
4658;-42.75;-14.25;6.91;106.5;2017-07-14 02:00:00
4659;-42.75;-14.25;6.99;105.72;2017-07-14 03:00:00
4660;-42.75;-14.25;7.0;107.16;2017-07-14 04:00:00
4661;-42.75;-14.25;7.07;110.34;2017-07-14 05:00:00
4662;-42.75;-14.25;7.14;114.24;2017-07-14 06:00:00
4663;-42.75;-14.25;7.03;116.24;2017-07-14 07:00:00
4664;-42.75;-14.25;6.87;115.67;2017-07-14 08:00:00
4665;-42.75;-14.25;6.7;113.59;2017-07-14 09:00:00
4666;-42.75;-14.25;6.38;112.54;2017-07-14 10:00:00
4667;-42.75;-14.25;6.3;113.41;2017-07-14 11:00:00
4668;-42.75;-14.25;7.27;111.97;2017-07-14 12:00:00
4669;-42.75;-14.25;8.26;108.0;2017-07-14 13:00:00
4670;-42.75;-14.25;8.51;105.7;2017-07-14 14:00:00
4671;-42.75;-14.25;8.21;102.05;2017-07-14 15:00:00
4672;-42.75;-14.25;7.6;98.97;2017-07-14 16:00:00
4673;-42.75;-14.25;7.62;99.0;2017-07-14 17:00:00
4674;-42.75;-14.25;8.06;96.52;2017-07-14 18:00:00
4675;-42.75;-14.25;7.69;97.64;2017-07-14 19:00:00
4676;-42.75;-14.25;6.95;97.41;2017-07-14 20:00:00
4677;-42.75;-14.25;6.23;99.15;2017-07-14 21:00:00
4678;-42.75;-14.25;5.75;99.78;2017-07-14 22:00:00
4679;-42.75;-14.25;5.96;104.16;2017-07-14 23:00:00
4680;-42.75;-14.25;6.6;105.3;2017-07-15 00:00:00
4681;-42.75;-14.25;7.36;105.36;2017-07-15 01:00:00
4682;-42.75;-14.25;7.6;105.63;2017-07-15 02:00:00
4683;-42.75;-14.25;7.71;106.67;2017-07-15 03:00:00
4684;-42.75;-14.25;8.17;107.55;2017-07-15 04:00:00
4685;-42.75;-14.25;8.32;109.29;2017-07-15 05:00:00
4686;-42.75;-14.25;8.42;111.35;2017-07-15 06:00:00
4687;-42.75;-14.25;8.24;112.52;2017-07-15 07:00:00
4688;-42.75;-14.25;8.12;111.01;2017-07-15 08:00:00
4689;-42.75;-14.25;8.14;108.96;2017-07-15 09:00:00
4690;-42.75;-14.25;7.23;106.98;2017-07-15 10:00:00
4691;-42.75;-14.25;8.88;104.09;2017-07-15 11:00:00
4692;-42.75;-14.25;10.02;99.95;2017-07-15 12:00:00
4693;-42.75;-14.25;9.46;99.36;2017-07-15 13:00:00
4694;-42.75;-14.25;8.96;98.33;2017-07-15 14:00:00
4695;-42.75;-14.25;7.62;96.97;2017-07-15 15:00:00
4696;-42.75;-14.25;7.07;95.72;2017-07-15 16:00:00
4697;-42.75;-14.25;7.02;93.72;2017-07-15 17:00:00
4698;-42.75;-14.25;7.1;93.2;2017-07-15 18:00:00
4699;-42.75;-14.25;7.25;92.87;2017-07-15 19:00:00
4700;-42.75;-14.25;7.02;92.42;2017-07-15 20:00:00
4701;-42.75;-14.25;6.38;90.55;2017-07-15 21:00:00
4702;-42.75;-14.25;6.63;89.92;2017-07-15 22:00:00
4703;-42.75;-14.25;6.74;94.04;2017-07-15 23:00:00
4704;-42.75;-14.25;7.31;99.29;2017-07-16 00:00:00
4705;-42.75;-14.25;7.85;102.23;2017-07-16 01:00:00
4706;-42.75;-14.25;8.07;102.81;2017-07-16 02:00:00
4707;-42.75;-14.25;7.88;103.75;2017-07-16 03:00:00
4708;-42.75;-14.25;7.69;103.62;2017-07-16 04:00:00
4709;-42.75;-14.25;7.54;102.01;2017-07-16 05:00:00
4710;-42.75;-14.25;7.56;99.67;2017-07-16 06:00:00
4711;-42.75;-14.25;7.76;98.79;2017-07-16 07:00:00
4712;-42.75;-14.25;7.92;99.59;2017-07-16 08:00:00
4713;-42.75;-14.25;7.99;101.25;2017-07-16 09:00:00
4714;-42.75;-14.25;7.56;104.79;2017-07-16 10:00:00
4715;-42.75;-14.25;9.38;102.15;2017-07-16 11:00:00
4716;-42.75;-14.25;9.48;99.09;2017-07-16 12:00:00
4717;-42.75;-14.25;9.01;98.26;2017-07-16 13:00:00
4718;-42.75;-14.25;8.42;98.11;2017-07-16 14:00:00
4719;-42.75;-14.25;8.16;98.72;2017-07-16 15:00:00
4720;-42.75;-14.25;8.33;99.34;2017-07-16 16:00:00
4721;-42.75;-14.25;7.95;98.93;2017-07-16 17:00:00
4722;-42.75;-14.25;7.68;98.18;2017-07-16 18:00:00
4723;-42.75;-14.25;7.76;96.6;2017-07-16 19:00:00
4724;-42.75;-14.25;7.51;95.81;2017-07-16 20:00:00
4725;-42.75;-14.25;6.34;92.06;2017-07-16 21:00:00
4726;-42.75;-14.25;5.5;90.36;2017-07-16 22:00:00
4727;-42.75;-14.25;5.51;93.3;2017-07-16 23:00:00
4728;-42.75;-14.25;6.16;97.24;2017-07-17 00:00:00
4729;-42.75;-14.25;6.96;97.24;2017-07-17 01:00:00
4730;-42.75;-14.25;7.32;96.84;2017-07-17 02:00:00
4731;-42.75;-14.25;7.47;96.38;2017-07-17 03:00:00
4732;-42.75;-14.25;7.47;98.72;2017-07-17 04:00:00
4733;-42.75;-14.25;7.47;100.42;2017-07-17 05:00:00
4734;-42.75;-14.25;7.46;101.78;2017-07-17 06:00:00
4735;-42.75;-14.25;7.54;102.64;2017-07-17 07:00:00
4736;-42.75;-14.25;7.56;103.45;2017-07-17 08:00:00
4737;-42.75;-14.25;7.41;102.32;2017-07-17 09:00:00
4738;-42.75;-14.25;6.85;101.52;2017-07-17 10:00:00
4739;-42.75;-14.25;7.38;99.48;2017-07-17 11:00:00
4740;-42.75;-14.25;9.02;93.83;2017-07-17 12:00:00
4741;-42.75;-14.25;8.62;92.58;2017-07-17 13:00:00
4742;-42.75;-14.25;7.47;93.48;2017-07-17 14:00:00
4743;-42.75;-14.25;7.28;95.88;2017-07-17 15:00:00
4744;-42.75;-14.25;7.03;98.15;2017-07-17 16:00:00
4745;-42.75;-14.25;6.89;99.51;2017-07-17 17:00:00
4746;-42.75;-14.25;6.75;100.86;2017-07-17 18:00:00
4747;-42.75;-14.25;7.19;99.38;2017-07-17 19:00:00
4748;-42.75;-14.25;7.36;95.55;2017-07-17 20:00:00
4749;-42.75;-14.25;6.57;91.86;2017-07-17 21:00:00
4750;-42.75;-14.25;5.67;91.32;2017-07-17 22:00:00
4751;-42.75;-14.25;6.36;94.84;2017-07-17 23:00:00
4752;-42.75;-14.25;7.39;94.86;2017-07-18 00:00:00
4753;-42.75;-14.25;7.85;92.9;2017-07-18 01:00:00
4754;-42.75;-14.25;7.61;92.8;2017-07-18 02:00:00
4755;-42.75;-14.25;7.39;95.32;2017-07-18 03:00:00
4756;-42.75;-14.25;7.26;98.39;2017-07-18 04:00:00
4757;-42.75;-14.25;7.14;101.06;2017-07-18 05:00:00
4758;-42.75;-14.25;7.01;103.46;2017-07-18 06:00:00
4759;-42.75;-14.25;6.96;104.43;2017-07-18 07:00:00
4760;-42.75;-14.25;6.88;104.75;2017-07-18 08:00:00
4761;-42.75;-14.25;6.82;103.3;2017-07-18 09:00:00
4762;-42.75;-14.25;6.44;100.32;2017-07-18 10:00:00
4763;-42.75;-14.25;5.93;98.15;2017-07-18 11:00:00
4764;-42.75;-14.25;6.22;95.94;2017-07-18 12:00:00
4765;-42.75;-14.25;6.12;93.88;2017-07-18 13:00:00
4766;-42.75;-14.25;5.38;90.32;2017-07-18 14:00:00
4767;-42.75;-14.25;4.55;87.66;2017-07-18 15:00:00
4768;-42.75;-14.25;3.86;88.08;2017-07-18 16:00:00
4769;-42.75;-14.25;3.52;91.44;2017-07-18 17:00:00
4770;-42.75;-14.25;3.55;91.5;2017-07-18 18:00:00
4771;-42.75;-14.25;3.96;91.43;2017-07-18 19:00:00
4772;-42.75;-14.25;4.39;92.02;2017-07-18 20:00:00
4773;-42.75;-14.25;4.97;89.28;2017-07-18 21:00:00
4774;-42.75;-14.25;5.01;85.27;2017-07-18 22:00:00
4775;-42.75;-14.25;5.25;81.69;2017-07-18 23:00:00
4776;-42.75;-14.25;5.19;81.69;2017-07-19 00:00:00
4777;-42.75;-14.25;5.57;82.5;2017-07-19 01:00:00
4778;-42.75;-14.25;6.41;88.26;2017-07-19 02:00:00
4779;-42.75;-14.25;7.31;91.76;2017-07-19 03:00:00
4780;-42.75;-14.25;7.46;92.17;2017-07-19 04:00:00
4781;-42.75;-14.25;7.0;92.88;2017-07-19 05:00:00
4782;-42.75;-14.25;6.74;95.42;2017-07-19 06:00:00
4783;-42.75;-14.25;6.72;97.4;2017-07-19 07:00:00
4784;-42.75;-14.25;6.89;99.85;2017-07-19 08:00:00
4785;-42.75;-14.25;7.01;100.76;2017-07-19 09:00:00
4786;-42.75;-14.25;6.76;99.3;2017-07-19 10:00:00
4787;-42.75;-14.25;7.02;98.24;2017-07-19 11:00:00
4788;-42.75;-14.25;6.74;99.36;2017-07-19 12:00:00
4789;-42.75;-14.25;6.65;99.02;2017-07-19 13:00:00
4790;-42.75;-14.25;6.45;97.7;2017-07-19 14:00:00
4791;-42.75;-14.25;5.99;96.34;2017-07-19 15:00:00
4792;-42.75;-14.25;5.6;95.07;2017-07-19 16:00:00
4793;-42.75;-14.25;5.4;94.39;2017-07-19 17:00:00
4794;-42.75;-14.25;5.3;94.16;2017-07-19 18:00:00
4795;-42.75;-14.25;5.31;92.85;2017-07-19 19:00:00
4796;-42.75;-14.25;5.36;86.35;2017-07-19 20:00:00
4797;-42.75;-14.25;5.3;73.36;2017-07-19 21:00:00
4798;-42.75;-14.25;5.08;66.43;2017-07-19 22:00:00
4799;-42.75;-14.25;5.42;69.48;2017-07-19 23:00:00
4800;-42.75;-14.25;6.05;77.32;2017-07-20 00:00:00
4801;-42.75;-14.25;7.2;85.24;2017-07-20 01:00:00
4802;-42.75;-14.25;8.0;89.34;2017-07-20 02:00:00
4803;-42.75;-14.25;8.08;90.29;2017-07-20 03:00:00
4804;-42.75;-14.25;7.93;93.15;2017-07-20 04:00:00
4805;-42.75;-14.25;7.66;96.92;2017-07-20 05:00:00
4806;-42.75;-14.25;7.59;98.67;2017-07-20 06:00:00
4807;-42.75;-14.25;7.5;98.47;2017-07-20 07:00:00
4808;-42.75;-14.25;7.39;97.29;2017-07-20 08:00:00
4809;-42.75;-14.25;7.34;96.85;2017-07-20 09:00:00
4810;-42.75;-14.25;6.82;95.53;2017-07-20 10:00:00
4811;-42.75;-14.25;7.94;94.26;2017-07-20 11:00:00
4812;-42.75;-14.25;7.65;92.87;2017-07-20 12:00:00
4813;-42.75;-14.25;7.08;91.89;2017-07-20 13:00:00
4814;-42.75;-14.25;6.41;91.08;2017-07-20 14:00:00
4815;-42.75;-14.25;5.45;89.82;2017-07-20 15:00:00
4816;-42.75;-14.25;4.57;89.82;2017-07-20 16:00:00
4817;-42.75;-14.25;4.27;91.94;2017-07-20 17:00:00
4818;-42.75;-14.25;4.24;93.01;2017-07-20 18:00:00
4819;-42.75;-14.25;4.45;93.03;2017-07-20 19:00:00
4820;-42.75;-14.25;5.04;90.36;2017-07-20 20:00:00
4821;-42.75;-14.25;5.93;84.54;2017-07-20 21:00:00
4822;-42.75;-14.25;5.98;83.86;2017-07-20 22:00:00
4823;-42.75;-14.25;5.78;87.53;2017-07-20 23:00:00
4824;-42.75;-14.25;6.3;88.47;2017-07-21 00:00:00
4825;-42.75;-14.25;7.16;88.12;2017-07-21 01:00:00
4826;-42.75;-14.25;7.71;88.79;2017-07-21 02:00:00
4827;-42.75;-14.25;7.75;91.29;2017-07-21 03:00:00
4828;-42.75;-14.25;7.68;95.57;2017-07-21 04:00:00
4829;-42.75;-14.25;7.83;99.79;2017-07-21 05:00:00
4830;-42.75;-14.25;7.92;101.15;2017-07-21 06:00:00
4831;-42.75;-14.25;7.91;99.75;2017-07-21 07:00:00
4832;-42.75;-14.25;7.8;98.16;2017-07-21 08:00:00
4833;-42.75;-14.25;7.78;97.54;2017-07-21 09:00:00
4834;-42.75;-14.25;7.18;96.8;2017-07-21 10:00:00
4835;-42.75;-14.25;8.35;92.93;2017-07-21 11:00:00
4836;-42.75;-14.25;7.12;93.73;2017-07-21 12:00:00
4837;-42.75;-14.25;6.22;94.46;2017-07-21 13:00:00
4838;-42.75;-14.25;5.58;97.27;2017-07-21 14:00:00
4839;-42.75;-14.25;4.89;99.81;2017-07-21 15:00:00
4840;-42.75;-14.25;4.43;102.45;2017-07-21 16:00:00
4841;-42.75;-14.25;3.92;106.67;2017-07-21 17:00:00
4842;-42.75;-14.25;3.56;111.62;2017-07-21 18:00:00
4843;-42.75;-14.25;3.66;112.1;2017-07-21 19:00:00
4844;-42.75;-14.25;4.19;106.84;2017-07-21 20:00:00
4845;-42.75;-14.25;5.05;95.4;2017-07-21 21:00:00
4846;-42.75;-14.25;5.26;92.42;2017-07-21 22:00:00
4847;-42.75;-14.25;5.53;85.38;2017-07-21 23:00:00
4848;-42.75;-14.25;5.77;84.06;2017-07-22 00:00:00
4849;-42.75;-14.25;6.2;87.83;2017-07-22 01:00:00
4850;-42.75;-14.25;7.14;93.79;2017-07-22 02:00:00
4851;-42.75;-14.25;7.66;95.92;2017-07-22 03:00:00
4852;-42.75;-14.25;7.48;96.26;2017-07-22 04:00:00
4853;-42.75;-14.25;7.18;96.08;2017-07-22 05:00:00
4854;-42.75;-14.25;7.06;96.76;2017-07-22 06:00:00
4855;-42.75;-14.25;6.88;96.93;2017-07-22 07:00:00
4856;-42.75;-14.25;6.6;97.57;2017-07-22 08:00:00
4857;-42.75;-14.25;6.35;99.09;2017-07-22 09:00:00
4858;-42.75;-14.25;6.14;99.89;2017-07-22 10:00:00
4859;-42.75;-14.25;5.76;99.35;2017-07-22 11:00:00
4860;-42.75;-14.25;5.69;99.35;2017-07-22 12:00:00
4861;-42.75;-14.25;5.88;99.51;2017-07-22 13:00:00
4862;-42.75;-14.25;5.69;103.26;2017-07-22 14:00:00
4863;-42.75;-14.25;5.57;112.51;2017-07-22 15:00:00
4864;-42.75;-14.25;5.15;123.48;2017-07-22 16:00:00
4865;-42.75;-14.25;4.73;127.74;2017-07-22 17:00:00
4866;-42.75;-14.25;4.6;126.68;2017-07-22 18:00:00
4867;-42.75;-14.25;4.73;123.37;2017-07-22 19:00:00
4868;-42.75;-14.25;4.8;114.32;2017-07-22 20:00:00
4869;-42.75;-14.25;5.03;92.86;2017-07-22 21:00:00
4870;-42.75;-14.25;5.63;86.94;2017-07-22 22:00:00
4871;-42.75;-14.25;5.81;89.08;2017-07-22 23:00:00
4872;-42.75;-14.25;6.11;97.27;2017-07-23 00:00:00
4873;-42.75;-14.25;7.35;104.63;2017-07-23 01:00:00
4874;-42.75;-14.25;7.84;103.14;2017-07-23 02:00:00
4875;-42.75;-14.25;7.65;100.31;2017-07-23 03:00:00
4876;-42.75;-14.25;7.74;98.06;2017-07-23 04:00:00
4877;-42.75;-14.25;8.05;97.27;2017-07-23 05:00:00
4878;-42.75;-14.25;8.23;97.65;2017-07-23 06:00:00
4879;-42.75;-14.25;8.26;98.66;2017-07-23 07:00:00
4880;-42.75;-14.25;8.18;99.71;2017-07-23 08:00:00
4881;-42.75;-14.25;8.07;99.96;2017-07-23 09:00:00
4882;-42.75;-14.25;7.54;100.21;2017-07-23 10:00:00
4883;-42.75;-14.25;6.84;103.3;2017-07-23 11:00:00
4884;-42.75;-14.25;7.49;105.66;2017-07-23 12:00:00
4885;-42.75;-14.25;7.72;107.61;2017-07-23 13:00:00
4886;-42.75;-14.25;7.44;108.34;2017-07-23 14:00:00
4887;-42.75;-14.25;7.23;107.96;2017-07-23 15:00:00
4888;-42.75;-14.25;7.09;107.02;2017-07-23 16:00:00
4889;-42.75;-14.25;7.15;106.71;2017-07-23 17:00:00
4890;-42.75;-14.25;7.15;106.42;2017-07-23 18:00:00
4891;-42.75;-14.25;7.12;107.01;2017-07-23 19:00:00
4892;-42.75;-14.25;6.95;105.44;2017-07-23 20:00:00
4893;-42.75;-14.25;6.25;102.45;2017-07-23 21:00:00
4894;-42.75;-14.25;6.38;105.25;2017-07-23 22:00:00
4895;-42.75;-14.25;7.49;112.7;2017-07-23 23:00:00
4896;-42.75;-14.25;7.74;111.89;2017-07-24 00:00:00
4897;-42.75;-14.25;7.94;108.44;2017-07-24 01:00:00
4898;-42.75;-14.25;8.13;107.38;2017-07-24 02:00:00
4899;-42.75;-14.25;8.15;106.6;2017-07-24 03:00:00
4900;-42.75;-14.25;8.05;106.07;2017-07-24 04:00:00
4901;-42.75;-14.25;7.97;105.77;2017-07-24 05:00:00
4902;-42.75;-14.25;7.96;106.44;2017-07-24 06:00:00
4903;-42.75;-14.25;8.09;107.0;2017-07-24 07:00:00
4904;-42.75;-14.25;8.13;108.11;2017-07-24 08:00:00
4905;-42.75;-14.25;8.0;107.56;2017-07-24 09:00:00
4906;-42.75;-14.25;7.29;108.97;2017-07-24 10:00:00
4907;-42.75;-14.25;7.89;106.75;2017-07-24 11:00:00
4908;-42.75;-14.25;8.68;100.66;2017-07-24 12:00:00
4909;-42.75;-14.25;9.38;94.5;2017-07-24 13:00:00
4910;-42.75;-14.25;8.82;92.77;2017-07-24 14:00:00
4911;-42.75;-14.25;8.29;92.02;2017-07-24 15:00:00
4912;-42.75;-14.25;7.83;92.29;2017-07-24 16:00:00
4913;-42.75;-14.25;7.4;93.57;2017-07-24 17:00:00
4914;-42.75;-14.25;7.13;91.39;2017-07-24 18:00:00
4915;-42.75;-14.25;6.73;91.06;2017-07-24 19:00:00
4916;-42.75;-14.25;6.08;92.33;2017-07-24 20:00:00
4917;-42.75;-14.25;5.43;96.48;2017-07-24 21:00:00
4918;-42.75;-14.25;5.45;93.82;2017-07-24 22:00:00
4919;-42.75;-14.25;6.18;97.68;2017-07-24 23:00:00
4920;-42.75;-14.25;7.22;99.56;2017-07-25 00:00:00
4921;-42.75;-14.25;7.79;100.08;2017-07-25 01:00:00
4922;-42.75;-14.25;8.06;100.59;2017-07-25 02:00:00
4923;-42.75;-14.25;7.8;102.17;2017-07-25 03:00:00
4924;-42.75;-14.25;7.61;104.18;2017-07-25 04:00:00
4925;-42.75;-14.25;7.69;107.02;2017-07-25 05:00:00
