;Longitude;Latitude;Data;VentoC;Pressao;Temperatura;DirecaoVento
7224;-42.75;-14.25;2017-10-29 00:00:00;5.11;881.5;22.216;119.63
7225;-42.75;-14.25;2017-10-29 01:00:00;5.111;881.0;21.384;121.65
7226;-42.75;-14.25;2017-10-29 02:00:00;4.24;881.0;21.466;108.43
7227;-42.75;-14.25;2017-10-29 03:00:00;4.624;881.0;20.867;114.92
7228;-42.75;-14.25;2017-10-29 04:00:00;5.382;881.0;19.367;124.37
7229;-42.75;-14.25;2017-10-29 05:00:00;5.554;881.0;18.734;120.57
7230;-42.75;-14.25;2017-10-29 06:00:00;4.192;881.834;19.934;99.28
7231;-42.75;-14.25;2017-10-29 07:00:00;4.268;882.5;19.917;108.97
7232;-42.75;-14.25;2017-10-29 08:00:00;5.194;883.0;21.216;110.77
7233;-42.75;-14.25;2017-10-29 09:00:00;4.662;884.0;23.317;100.78
7234;-42.75;-14.25;2017-10-29 10:00:00;3.388;884.0;25.15;92.2
7235;-42.75;-14.25;2017-10-29 11:00:00;3.104;883.0;27.184;243.25
7236;-42.75;-14.25;2017-10-29 12:00:00;2.45;882.0;26.95;322.92
7237;-42.75;-14.25;2017-10-29 13:00:00;2.689;881.0;28.5;147.23
7238;-42.75;-14.25;2017-10-29 14:00:00;6.204;880.0;23.283;265.63
7239;-42.75;-14.25;2017-10-29 15:00:00;4.965;880.0;23.75;290.78
7240;-42.75;-14.25;2017-10-29 16:00:00;3.423;879.166;26.35;131.82
7241;-42.75;-14.25;2017-10-29 17:00:00;3.132;879.166;26.367;97.5
7242;-42.75;-14.25;2017-10-29 18:00:00;2.88;880.0;25.983;113.97
7243;-42.75;-14.25;2017-10-29 19:00:00;3.194;880.0;26.334;122.92
7244;-42.75;-14.25;2017-10-29 20:00:00;5.636;880.0;25.234;133.93
7245;-42.75;-14.25;2017-10-29 21:00:00;6.318;880.0;23.734;146.22
7246;-42.75;-14.25;2017-10-29 22:00:00;6.025;881.0;23.317;157.27
7247;-42.75;-14.25;2017-10-29 23:00:00;7.073;880.166;22.266;142.05
7248;-42.75;-14.25;2017-10-30 00:00:00;7.576;880.0;21.933;138.2
7249;-42.75;-14.25;2017-10-30 01:00:00;7.07;879.666;21.466;136.7
7250;-42.75;-14.25;2017-10-30 02:00:00;6.72;879.0;21.216;136.65
7251;-42.75;-14.25;2017-10-30 03:00:00;6.536;879.666;20.834;136.03
7252;-42.75;-14.25;2017-10-30 04:00:00;7.558;880.0;20.367;136.53
7253;-42.75;-14.25;2017-10-30 05:00:00;6.088;880.0;19.984;131.15
7254;-42.75;-14.25;2017-10-30 06:00:00;6.3;880.834;19.75;129.3
7255;-42.75;-14.25;2017-10-30 07:00:00;6.925;881.0;19.4;127.0
7256;-42.75;-14.25;2017-10-30 08:00:00;7.412;881.834;19.766;119.1
7257;-42.75;-14.25;2017-10-30 09:00:00;7.75;882.0;20.484;111.3
7258;-42.75;-14.25;2017-10-30 10:00:00;6.517;882.0;21.5;117.83
7259;-42.75;-14.25;2017-10-30 11:00:00;4.685;881.5;21.9;133.63
7260;-42.75;-14.25;2017-10-30 12:00:00;5.383;880.5;23.316;131.75
7261;-42.75;-14.25;2017-10-30 13:00:00;6.78;879.334;23.234;142.3
7262;-42.75;-14.25;2017-10-30 14:00:00;7.335;879.0;22.867;132.07
7263;-42.75;-14.25;2017-10-30 15:00:00;7.628;879.0;23.034;130.07
7264;-42.75;-14.25;2017-10-30 16:00:00;7.03;879.0;22.8;121.03
7265;-42.75;-14.25;2017-10-30 17:00:00;7.397;879.166;22.6;118.4
7266;-42.75;-14.25;2017-10-30 18:00:00;6.64;880.0;22.55;124.52
7267;-42.75;-14.25;2017-10-30 19:00:00;6.165;880.0;22.15;128.28
7268;-42.75;-14.25;2017-10-30 20:00:00;5.767;881.0;22.067;121.15
7269;-42.75;-14.25;2017-10-30 21:00:00;5.012;881.0;23.234;87.57
7270;-42.75;-14.25;2017-10-30 22:00:00;3.917;881.0;23.983;83.83
7271;-42.75;-14.25;2017-10-30 23:00:00;6.017;880.166;22.934;97.5
7272;-42.75;-14.25;2017-10-31 00:00:00;6.174;880.0;22.016;111.2
7273;-42.75;-14.25;2017-10-31 01:00:00;5.93;879.334;21.184;110.1
7274;-42.75;-14.25;2017-10-31 02:00:00;5.035;879.0;20.266;109.62
7275;-42.75;-14.25;2017-10-31 03:00:00;5.372;879.0;19.883;105.63
7276;-42.75;-14.25;2017-10-31 04:00:00;5.988;879.0;18.95;111.95
7277;-42.75;-14.25;2017-10-31 05:00:00;5.508;879.166;18.5;109.02
7278;-42.75;-14.25;2017-10-31 06:00:00;5.628;880.0;18.016;115.0
7279;-42.75;-14.25;2017-10-31 07:00:00;4.695;880.834;19.35;87.93
7280;-42.75;-14.25;2017-10-31 08:00:00;4.527;881.0;18.783;101.7
7281;-42.75;-14.25;2017-10-31 09:00:00;4.296;881.0;19.166;101.02
7282;-42.75;-14.25;2017-10-31 10:00:00;3.932;881.166;19.816;90.3
7283;-42.75;-14.25;2017-10-31 11:00:00;2.886;881.0;20.25;76.35
7284;-42.75;-14.25;2017-10-31 12:00:00;2.642;880.5;22.566;65.1
7285;-42.75;-14.25;2017-10-31 13:00:00;2.644;880.0;25.7;308.03
7286;-42.75;-14.25;2017-10-31 14:00:00;4.055;879.0;27.184;282.22
7287;-42.75;-14.25;2017-10-31 15:00:00;3.327;878.5;27.1;256.97
7288;-42.75;-14.25;2017-10-31 16:00:00;3.566;878.0;27.867;279.87
7289;-42.75;-14.25;2017-10-31 17:00:00;2.772;878.166;27.766;304.72
7290;-42.75;-14.25;2017-10-31 18:00:00;2.335;879.0;26.75;40.52
7291;-42.75;-14.25;2017-10-31 19:00:00;2.01;880.0;26.366;69.02
7292;-42.75;-14.25;2017-10-31 20:00:00;1.784;880.334;26.134;24.27
7293;-42.75;-14.25;2017-10-31 21:00:00;3.595;881.0;25.916;70.3
7294;-42.75;-14.25;2017-10-31 22:00:00;4.413;881.166;25.367;51.75
7295;-42.75;-14.25;2017-10-31 23:00:00;5.204;880.834;24.734;130.1
7296;-42.75;-14.25;2017-11-01 00:00:00;9.266;880.0;22.984;336.02
7297;-42.75;-14.25;2017-11-01 01:00:00;11.483;879.666;20.917;319.03
7298;-42.75;-14.25;2017-11-01 02:00:00;13.095;879.166;19.117;314.6
7299;-42.75;-14.25;2017-11-01 03:00:00;12.247;880.0;18.55;302.37
7300;-42.75;-14.25;2017-11-01 04:00:00;14.144;880.666;17.75;287.75
7301;-42.75;-14.25;2017-11-01 05:00:00;12.093;881.0;17.266;288.5
7302;-42.75;-14.25;2017-11-01 06:00:00;10.566;881.834;17.283;288.97
7303;-42.75;-14.25;2017-11-01 07:00:00;9.035;882.834;17.316;289.58
7304;-42.75;-14.25;2017-11-01 08:00:00;9.295;883.166;17.35;277.68
7305;-42.75;-14.25;2017-11-01 09:00:00;8.416;883.666;17.317;286.92
7306;-42.75;-14.25;2017-11-01 10:00:00;5.137;884.0;18.383;287.6
7307;-42.75;-14.25;2017-11-01 11:00:00;3.466;884.0;20.417;286.05
7308;-42.75;-14.25;2017-11-01 12:00:00;3.981;883.0;21.716;274.05
7309;-42.75;-14.25;2017-11-01 13:00:00;3.645;882.0;22.584;265.75
7310;-42.75;-14.25;2017-11-01 14:00:00;2.735;882.0;22.783;251.17
7311;-42.75;-14.25;2017-11-01 15:00:00;3.434;882.0;24.084;278.03
7312;-42.75;-14.25;2017-11-01 16:00:00;2.874;881.0;24.0;247.03
7313;-42.75;-14.25;2017-11-01 17:00:00;3.564;881.5;23.784;265.63
7314;-42.75;-14.25;2017-11-01 18:00:00;3.375;882.0;23.2;273.75
7315;-42.75;-14.25;2017-11-01 19:00:00;2.074;883.0;23.233;240.07
7316;-42.75;-14.25;2017-11-01 20:00:00;2.823;883.334;23.467;164.18
7317;-42.75;-14.25;2017-11-01 21:00:00;7.585;884.166;21.5;120.93
7318;-42.75;-14.25;2017-11-01 22:00:00;7.275;884.666;19.816;123.98
7319;-42.75;-14.25;2017-11-01 23:00:00;9.536;884.0;19.05;129.67
7320;-42.75;-14.25;2017-11-02 00:00:00;8.146;883.666;18.617;121.02
7321;-42.75;-14.25;2017-11-02 01:00:00;8.305;883.0;18.584;121.12
7322;-42.75;-14.25;2017-11-02 02:00:00;8.188;882.166;17.916;108.62
7323;-42.75;-14.25;2017-11-02 03:00:00;8.425;882.0;17.534;104.45
7324;-42.75;-14.25;2017-11-02 04:00:00;8.57;883.0;17.35;106.3
7325;-42.75;-14.25;2017-11-02 05:00:00;9.162;884.0;17.4;114.05
7326;-42.75;-14.25;2017-11-02 06:00:00;9.603;884.334;17.4;112.32
7327;-42.75;-14.25;2017-11-02 07:00:00;9.638;885.0;17.35;110.65
7328;-42.75;-14.25;2017-11-02 08:00:00;9.113;885.0;17.35;114.35
7329;-42.75;-14.25;2017-11-02 09:00:00;8.883;885.667;17.366;121.37
7330;-42.75;-14.25;2017-11-02 10:00:00;8.652;885.5;17.45;122.5
7331;-42.75;-14.25;2017-11-02 11:00:00;7.573;885.0;17.566;118.75
7332;-42.75;-14.25;2017-11-02 12:00:00;6.903;884.834;17.784;113.07
7333;-42.75;-14.25;2017-11-02 13:00:00;6.89;884.0;17.883;114.58
7334;-42.75;-14.25;2017-11-02 14:00:00;8.126;883.666;18.55;115.32
7335;-42.75;-14.25;2017-11-02 15:00:00;8.105;883.0;19.883;118.75
7336;-42.75;-14.25;2017-11-02 16:00:00;9.721;883.0;20.55;126.57
7337;-42.75;-14.25;2017-11-02 17:00:00;9.925;883.5;20.283;127.72
7338;-42.75;-14.25;2017-11-02 18:00:00;10.637;884.0;19.383;126.88
7339;-42.75;-14.25;2017-11-02 19:00:00;10.288;884.334;18.734;122.43
7340;-42.75;-14.25;2017-11-02 20:00:00;10.788;885.0;18.383;117.8
7341;-42.75;-14.25;2017-11-02 21:00:00;12.02;885.0;17.95;117.57
7342;-42.75;-14.25;2017-11-02 22:00:00;10.456;885.0;17.416;116.57
7343;-42.75;-14.25;2017-11-02 23:00:00;10.131;885.0;17.066;115.33
7344;-42.75;-14.25;2017-11-03 00:00:00;9.45;884.334;16.834;117.35
7345;-42.75;-14.25;2017-11-03 01:00:00;9.784;883.666;16.466;116.5
7346;-42.75;-14.25;2017-11-03 02:00:00;9.529;883.0;16.066;115.43
7347;-42.75;-14.25;2017-11-03 03:00:00;9.747;882.0;15.55;114.95
7348;-42.75;-14.25;2017-11-03 04:00:00;10.395;882.666;15.434;112.97
7349;-42.75;-14.25;2017-11-03 05:00:00;10.655;883.666;15.066;115.93
7350;-42.75;-14.25;2017-11-03 06:00:00;10.314;884.334;14.9;116.98
7351;-42.75;-14.25;2017-11-03 07:00:00;12.14;885.0;15.0;116.97
7352;-42.75;-14.25;2017-11-03 08:00:00;11.212;886.0;16.15;114.2
7353;-42.75;-14.25;2017-11-03 09:00:00;11.416;885.834;17.25;108.32
7354;-42.75;-14.25;2017-11-03 10:00:00;11.46;885.0;18.867;104.38
7355;-42.75;-14.25;2017-11-03 11:00:00;10.935;885.0;20.0;100.38
7356;-42.75;-14.25;2017-11-03 12:00:00;11.095;884.334;21.216;101.45
7357;-42.75;-14.25;2017-11-03 13:00:00;10.415;883.5;21.684;100.38
7358;-42.75;-14.25;2017-11-03 14:00:00;9.865;883.0;22.184;100.0
7359;-42.75;-14.25;2017-11-03 15:00:00;10.241;882.334;22.2;97.72
7360;-42.75;-14.25;2017-11-03 16:00:00;10.8;882.0;21.55;99.95
7361;-42.75;-14.25;2017-11-03 17:00:00;12.095;882.0;21.117;99.17
7362;-42.75;-14.25;2017-11-03 18:00:00;12.345;882.0;20.75;102.18
7363;-42.75;-14.25;2017-11-03 19:00:00;12.538;882.666;20.016;96.57
7364;-42.75;-14.25;2017-11-03 20:00:00;12.884;882.834;19.5;97.85
7365;-42.75;-14.25;2017-11-03 21:00:00;12.856;883.0;18.867;99.92
7366;-42.75;-14.25;2017-11-03 22:00:00;12.235;883.666;18.067;103.62
7367;-42.75;-14.25;2017-11-03 23:00:00;12.146;883.166;17.2;108.3
7368;-42.75;-14.25;2017-11-04 00:00:00;11.312;883.0;16.85;107.8
7369;-42.75;-14.25;2017-11-04 01:00:00;11.415;883.0;16.5;107.52
7370;-42.75;-14.25;2017-11-04 02:00:00;11.377;882.167;16.383;103.1
7371;-42.75;-14.25;2017-11-04 03:00:00;12.368;881.0;16.084;102.3
7372;-42.75;-14.25;2017-11-04 04:00:00;11.998;882.667;15.834;99.15
7373;-42.75;-14.25;2017-11-04 05:00:00;11.17;883.0;15.683;96.98
7374;-42.75;-14.25;2017-11-04 06:00:00;10.952;883.0;15.666;91.87
7375;-42.75;-14.25;2017-11-04 07:00:00;11.29;883.666;15.8;98.48
7376;-42.75;-14.25;2017-11-04 08:00:00;11.602;884.0;16.783;99.92
7377;-42.75;-14.25;2017-11-04 09:00:00;11.218;884.667;18.416;95.62
7378;-42.75;-14.25;2017-11-04 10:00:00;10.698;884.334;20.184;100.58
7379;-42.75;-14.25;2017-11-04 11:00:00;9.644;884.0;21.667;96.88
7380;-42.75;-14.25;2017-11-04 12:00:00;9.127;883.5;22.983;98.22
7381;-42.75;-14.25;2017-11-04 13:00:00;8.21;882.666;23.984;100.9
7382;-42.75;-14.25;2017-11-04 14:00:00;7.112;882.0;24.6;90.27
7383;-42.75;-14.25;2017-11-04 15:00:00;6.28;881.666;25.183;93.93
7384;-42.75;-14.25;2017-11-04 16:00:00;5.83;882.0;25.6;97.92
7385;-42.75;-14.25;2017-11-04 17:00:00;7.412;882.0;25.084;106.45
7386;-42.75;-14.25;2017-11-04 18:00:00;8.736;882.0;23.7;114.58
7387;-42.75;-14.25;2017-11-04 19:00:00;10.612;882.166;22.766;106.37
7388;-42.75;-14.25;2017-11-04 20:00:00;10.678;883.0;21.867;98.7
7389;-42.75;-14.25;2017-11-04 21:00:00;9.87;883.0;21.317;93.57
7390;-42.75;-14.25;2017-11-04 22:00:00;8.868;883.0;20.484;90.4
7391;-42.75;-14.25;2017-11-04 23:00:00;8.907;883.0;19.717;96.03
7392;-42.75;-14.25;2017-11-05 00:00:00;8.704;882.5;18.533;107.37
7393;-42.75;-14.25;2017-11-05 01:00:00;7.958;882.0;17.75;107.73
7394;-42.75;-14.25;2017-11-05 02:00:00;7.755;881.0;17.117;115.12
7395;-42.75;-14.25;2017-11-05 03:00:00;6.879;881.0;16.916;112.88
7396;-42.75;-14.25;2017-11-05 04:00:00;7.137;881.5;16.766;111.68
7397;-42.75;-14.25;2017-11-05 05:00:00;7.005;882.0;16.55;108.08
7398;-42.75;-14.25;2017-11-05 06:00:00;6.82;882.0;16.484;111.08
7399;-42.75;-14.25;2017-11-05 07:00:00;7.056;882.666;16.65;111.82
7400;-42.75;-14.25;2017-11-05 08:00:00;6.629;883.666;18.334;107.4
7401;-42.75;-14.25;2017-11-05 09:00:00;6.086;884.0;20.433;101.25
7402;-42.75;-14.25;2017-11-05 10:00:00;5.113;884.0;22.133;93.98
7403;-42.75;-14.25;2017-11-05 11:00:00;3.748;883.834;23.85;91.95
7404;-42.75;-14.25;2017-11-05 12:00:00;2.673;883.0;25.934;129.25
7405;-42.75;-14.25;2017-11-05 13:00:00;4.042;882.166;26.266;124.23
7406;-42.75;-14.25;2017-11-05 14:00:00;5.088;881.666;26.15;134.32
7407;-42.75;-14.25;2017-11-05 15:00:00;7.512;881.0;20.45;160.1
7408;-42.75;-14.25;2017-11-05 16:00:00;4.378;881.0;20.2;130.93
7409;-42.75;-14.25;2017-11-05 17:00:00;4.878;881.0;23.284;118.73
7410;-42.75;-14.25;2017-11-05 18:00:00;5.375;881.666;23.734;124.15
7411;-42.75;-14.25;2017-11-05 19:00:00;4.94;882.334;22.767;138.12
7412;-42.75;-14.25;2017-11-05 20:00:00;5.496;883.0;22.866;130.23
7413;-42.75;-14.25;2017-11-05 21:00:00;5.775;883.5;22.75;117.88
7414;-42.75;-14.25;2017-11-05 22:00:00;6.004;883.166;22.667;102.8
7415;-42.75;-14.25;2017-11-05 23:00:00;4.426;883.0;21.85;166.42
7416;-42.75;-14.25;2017-11-06 00:00:00;4.238;882.5;20.8;331.82
7417;-42.75;-14.25;2017-11-06 01:00:00;4.455;882.0;19.933;332.02
7418;-42.75;-14.25;2017-11-06 02:00:00;2.175;881.0;20.3;286.05
7419;-42.75;-14.25;2017-11-06 03:00:00;2.397;881.0;20.334;204.45
7420;-42.75;-14.25;2017-11-06 04:00:00;2.708;881.0;19.3;110.63
7421;-42.75;-14.25;2017-11-06 05:00:00;2.964;881.0;18.633;94.6
7422;-42.75;-14.25;2017-11-06 06:00:00;2.867;882.0;18.484;106.58
7423;-42.75;-14.25;2017-11-06 07:00:00;3.133;882.834;19.684;90.35
7424;-42.75;-14.25;2017-11-06 08:00:00;3.636;883.334;20.567;83.05
7425;-42.75;-14.25;2017-11-06 09:00:00;3.577;884.0;21.5;87.27
7426;-42.75;-14.25;2017-11-06 10:00:00;3.336;884.0;22.333;96.27
7427;-42.75;-14.25;2017-11-06 11:00:00;3.324;883.166;23.1;111.08
7428;-42.75;-14.25;2017-11-06 12:00:00;3.561;882.666;24.533;102.97
7429;-42.75;-14.25;2017-11-06 13:00:00;3.648;881.334;24.434;216.17
7430;-42.75;-14.25;2017-11-06 14:00:00;5.412;880.0;21.833;314.55
7431;-42.75;-14.25;2017-11-06 15:00:00;2.172;880.0;22.867;101.63
7432;-42.75;-14.25;2017-11-06 16:00:00;2.835;879.334;24.05;89.75
7433;-42.75;-14.25;2017-11-06 17:00:00;4.115;880.0;21.666;110.07
7434;-42.75;-14.25;2017-11-06 18:00:00;3.59;880.0;20.45;88.48
7435;-42.75;-14.25;2017-11-06 19:00:00;3.128;880.0;20.633;76.12
7436;-42.75;-14.25;2017-11-06 20:00:00;4.845;880.334;20.333;95.8
7437;-42.75;-14.25;2017-11-06 21:00:00;4.768;881.0;20.516;85.42
7438;-42.75;-14.25;2017-11-06 22:00:00;5.146;881.0;20.5;88.67
7439;-42.75;-14.25;2017-11-06 23:00:00;4.718;880.666;19.184;105.72
7440;-42.75;-14.25;2017-11-07 00:00:00;5.0;880.0;18.584;114.3
7441;-42.75;-14.25;2017-11-07 01:00:00;5.478;879.834;18.3;96.48
7442;-42.75;-14.25;2017-11-07 02:00:00;5.166;879.0;18.367;97.67
7443;-42.75;-14.25;2017-11-07 03:00:00;5.111;879.0;18.434;95.95
7444;-42.75;-14.25;2017-11-07 04:00:00;5.445;879.0;18.466;107.1
7445;-42.75;-14.25;2017-11-07 05:00:00;5.204;879.5;18.55;105.1
7446;-42.75;-14.25;2017-11-07 06:00:00;4.367;880.0;18.466;101.42
7447;-42.75;-14.25;2017-11-07 07:00:00;3.256;880.834;18.066;98.88
7448;-42.75;-14.25;2017-11-07 08:00:00;4.212;881.5;17.934;118.03
7449;-42.75;-14.25;2017-11-07 09:00:00;7.63;881.334;17.0;151.8
7450;-42.75;-14.25;2017-11-07 10:00:00;8.785;881.5;16.216;130.48
7451;-42.75;-14.25;2017-11-07 11:00:00;8.912;881.0;15.75;123.35
7452;-42.75;-14.25;2017-11-07 12:00:00;9.486;880.666;16.0;106.85
7453;-42.75;-14.25;2017-11-07 13:00:00;8.602;880.0;16.283;105.5
7454;-42.75;-14.25;2017-11-07 14:00:00;8.59;879.5;16.433;108.43
7455;-42.75;-14.25;2017-11-07 15:00:00;9.147;879.0;16.366;114.4
7456;-42.75;-14.25;2017-11-07 16:00:00;7.956;879.0;16.383;111.05
7457;-42.75;-14.25;2017-11-07 17:00:00;8.484;879.166;16.3;110.47
7458;-42.75;-14.25;2017-11-07 18:00:00;8.5;880.0;16.383;106.58
7459;-42.75;-14.25;2017-11-07 19:00:00;8.998;880.834;16.416;104.17
7460;-42.75;-14.25;2017-11-07 20:00:00;9.192;881.0;16.466;101.2
7461;-42.75;-14.25;2017-11-07 21:00:00;7.84;881.834;16.517;103.63
7462;-42.75;-14.25;2017-11-07 22:00:00;9.672;882.0;16.6;103.88
7463;-42.75;-14.25;2017-11-07 23:00:00;9.158;881.0;16.684;108.4
7464;-42.75;-14.25;2017-11-08 00:00:00;9.022;880.666;16.7;106.97
7465;-42.75;-14.25;2017-11-08 01:00:00;8.343;880.0;16.566;105.6
7466;-42.75;-14.25;2017-11-08 02:00:00;9.925;879.834;16.55;98.85
7467;-42.75;-14.25;2017-11-08 03:00:00;11.42;879.666;16.516;99.47
7468;-42.75;-14.25;2017-11-08 04:00:00;11.503;880.0;16.0;90.48
7469;-42.75;-14.25;2017-11-08 05:00:00;10.612;880.334;16.0;100.48
7470;-42.75;-14.25;2017-11-08 06:00:00;9.076;880.834;16.333;101.63
7471;-42.75;-14.25;2017-11-08 07:00:00;9.714;881.334;15.884;100.8
7472;-42.75;-14.25;2017-11-08 08:00:00;10.554;882.166;15.967;99.42
7473;-42.75;-14.25;2017-11-08 09:00:00;10.15;882.834;16.5;100.85
7474;-42.75;-14.25;2017-11-08 10:00:00;10.419;883.0;18.05;99.67
7475;-42.75;-14.25;2017-11-08 11:00:00;9.602;882.5;19.367;98.45
7476;-42.75;-14.25;2017-11-08 12:00:00;8.488;882.0;20.284;97.5
7477;-42.75;-14.25;2017-11-08 13:00:00;7.634;881.834;20.816;99.85
7478;-42.75;-14.25;2017-11-08 14:00:00;6.643;881.0;21.35;98.95
7479;-42.75;-14.25;2017-11-08 15:00:00;6.84;881.0;21.617;108.65
7480;-42.75;-14.25;2017-11-08 16:00:00;6.684;881.0;21.6;105.62
7481;-42.75;-14.25;2017-11-08 17:00:00;7.417;881.0;21.466;102.77
7482;-42.75;-14.25;2017-11-08 18:00:00;8.092;881.5;21.234;102.7
7483;-42.75;-14.25;2017-11-08 19:00:00;9.245;882.0;20.766;105.23
7484;-42.75;-14.25;2017-11-08 20:00:00;8.385;882.166;19.966;110.47
7485;-42.75;-14.25;2017-11-08 21:00:00;7.726;883.0;18.5;114.83
7486;-42.75;-14.25;2017-11-08 22:00:00;9.047;883.0;17.6;117.98
7487;-42.75;-14.25;2017-11-08 23:00:00;8.546;883.0;17.183;115.27
7488;-42.75;-14.25;2017-11-09 00:00:00;7.767;882.0;16.65;115.72
7489;-42.75;-14.25;2017-11-09 01:00:00;8.262;881.334;16.383;114.4
7490;-42.75;-14.25;2017-11-09 02:00:00;7.62;881.0;16.316;111.03
7491;-42.75;-14.25;2017-11-09 03:00:00;8.038;880.834;16.35;108.67
7492;-42.75;-14.25;2017-11-09 04:00:00;7.92;881.0;16.3;108.52
7493;-42.75;-14.25;2017-11-09 05:00:00;7.625;881.0;16.3;109.03
7494;-42.75;-14.25;2017-11-09 06:00:00;8.75;881.0;16.366;108.5
7495;-42.75;-14.25;2017-11-09 07:00:00;8.73;882.0;16.267;103.85
7496;-42.75;-14.25;2017-11-09 08:00:00;9.545;882.0;16.367;106.75
7497;-42.75;-14.25;2017-11-09 09:00:00;8.75;882.0;16.35;105.52
7498;-42.75;-14.25;2017-11-09 10:00:00;8.666;883.0;16.6;100.58
7499;-42.75;-14.25;2017-11-09 11:00:00;8.428;882.666;17.916;99.55
7500;-42.75;-14.25;2017-11-09 12:00:00;7.843;882.0;19.584;104.32
7501;-42.75;-14.25;2017-11-09 13:00:00;7.29;881.5;20.883;107.5
7502;-42.75;-14.25;2017-11-09 14:00:00;7.28;881.0;21.783;116.75
7503;-42.75;-14.25;2017-11-09 15:00:00;6.904;881.0;22.216;106.97
7504;-42.75;-14.25;2017-11-09 16:00:00;6.535;881.0;22.316;114.22
7505;-42.75;-14.25;2017-11-09 17:00:00;7.31;881.0;22.334;111.98
7506;-42.75;-14.25;2017-11-09 18:00:00;7.657;881.0;22.15;111.93
7507;-42.75;-14.25;2017-11-09 19:00:00;9.128;881.0;22.083;110.4
7508;-42.75;-14.25;2017-11-09 20:00:00;9.608;881.5;22.066;106.53
7509;-42.75;-14.25;2017-11-09 21:00:00;10.05;882.0;21.666;104.22
7510;-42.75;-14.25;2017-11-09 22:00:00;9.188;882.0;20.9;110.47
7511;-42.75;-14.25;2017-11-09 23:00:00;9.093;881.0;19.8;112.73
7512;-42.75;-14.25;2017-11-10 00:00:00;8.648;880.666;19.033;110.23
7513;-42.75;-14.25;2017-11-10 01:00:00;7.438;880.0;18.267;111.77
7514;-42.75;-14.25;2017-11-10 02:00:00;8.65;880.0;17.516;116.37
7515;-42.75;-14.25;2017-11-10 03:00:00;8.414;880.0;17.066;114.45
7516;-42.75;-14.25;2017-11-10 04:00:00;8.446;880.0;16.65;110.85
7517;-42.75;-14.25;2017-11-10 05:00:00;8.107;880.334;16.45;113.2
7518;-42.75;-14.25;2017-11-10 06:00:00;8.69;881.0;16.184;109.13
7519;-42.75;-14.25;2017-11-10 07:00:00;8.298;881.166;16.266;104.5
7520;-42.75;-14.25;2017-11-10 08:00:00;9.22;882.0;17.55;101.08
7521;-42.75;-14.25;2017-11-10 09:00:00;8.084;882.0;19.25;106.37
7522;-42.75;-14.25;2017-11-10 10:00:00;7.726;882.0;20.617;103.72
7523;-42.75;-14.25;2017-11-10 11:00:00;8.11;882.0;21.867;103.33
7524;-42.75;-14.25;2017-11-10 12:00:00;7.57;881.334;22.733;99.52
7525;-42.75;-14.25;2017-11-10 13:00:00;6.877;880.666;23.35;99.3
7526;-42.75;-14.25;2017-11-10 14:00:00;6.15;879.834;23.817;100.82
7527;-42.75;-14.25;2017-11-10 15:00:00;6.318;879.0;24.117;98.87
7528;-42.75;-14.25;2017-11-10 16:00:00;7.278;879.0;24.334;110.8
7529;-42.75;-14.25;2017-11-10 17:00:00;6.978;879.0;23.75;117.38
7530;-42.75;-14.25;2017-11-10 18:00:00;8.194;879.334;23.05;115.27
7531;-42.75;-14.25;2017-11-10 19:00:00;9.912;880.0;22.583;108.0
7532;-42.75;-14.25;2017-11-10 20:00:00;9.872;880.0;22.216;100.67
7533;-42.75;-14.25;2017-11-10 21:00:00;10.445;880.0;21.484;101.65
7534;-42.75;-14.25;2017-11-10 22:00:00;9.42;880.0;20.266;97.48
7535;-42.75;-14.25;2017-11-10 23:00:00;8.4;879.333;19.4;95.98
7536;-42.75;-14.25;2017-11-11 00:00:00;8.122;879.0;18.65;104.33
7537;-42.75;-14.25;2017-11-11 01:00:00;6.998;878.834;18.05;103.65
7538;-42.75;-14.25;2017-11-11 02:00:00;6.768;878.0;17.367;107.85
7539;-42.75;-14.25;2017-11-11 03:00:00;6.655;878.0;16.684;111.15
7540;-42.75;-14.25;2017-11-11 04:00:00;6.718;878.0;15.884;117.12
7541;-42.75;-14.25;2017-11-11 05:00:00;6.013;878.666;15.416;117.8
7542;-42.75;-14.25;2017-11-11 06:00:00;5.455;879.0;15.916;111.63
7543;-42.75;-14.25;2017-11-11 07:00:00;4.954;880.0;17.117;110.12
7544;-42.75;-14.25;2017-11-11 08:00:00;4.863;880.334;18.734;103.08
7545;-42.75;-14.25;2017-11-11 09:00:00;3.882;881.0;21.116;95.92
7546;-42.75;-14.25;2017-11-11 10:00:00;3.388;881.0;23.333;116.68
7547;-42.75;-14.25;2017-11-11 11:00:00;3.055;880.166;25.3;277.65
7548;-42.75;-14.25;2017-11-11 12:00:00;1.872;879.5;25.934;315.32
7549;-42.75;-14.25;2017-11-11 13:00:00;3.456;878.666;25.683;101.72
7550;-42.75;-14.25;2017-11-11 14:00:00;2.735;878.0;25.3;55.47
7551;-42.75;-14.25;2017-11-11 15:00:00;1.895;877.334;26.367;70.08
7552;-42.75;-14.25;2017-11-11 16:00:00;2.297;877.0;25.6;106.35
7553;-42.75;-14.25;2017-11-11 17:00:00;1.892;877.334;24.583;127.22
7554;-42.75;-14.25;2017-11-11 18:00:00;3.232;878.0;25.234;72.83
7555;-42.75;-14.25;2017-11-11 19:00:00;7.086;879.0;23.3;281.7
